姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
维多利亚女王,历史类比引用 / 政治人物 / 神交引用,历史类比引用,81,4,4,1,1,李敖Talk秀(4),学者、太太、政府
查身体,政治人物,政治人物,81,3,3,1,2,李敖Talk秀(3),部长、政府、总统
汤如炎,学术行政,学术行政,81,3,3,1,1,李敖Talk秀(3),院长、法院、委员、国民党、先生
上帝,宗教人物 / 神交引用,宗教人物,80,7,7,1,5,李敖Talk秀(7),像、法官
单亦诚,通信,通信,80,3,3,1,1,李敖Talk秀(3),认识、同在、电话、将军
赵少康,政治人物 / 媒体 / 公共论战 / 朋友,政治人物,80,3,3,1,2,李敖Talk秀(3),主席、法院、先生
宋朝人,见面,见面,79,3,3,1,2,李敖Talk秀(3),见、政治、家里、土地、告诉我、诗
宋美龄,亲属 / 政治人物 / 公职人员 / 公共论战 / 历史类比引用,亲属,79,3,3,1,1,李敖Talk秀(3),见
张崇仁,公职人员 / 媒体 / 出版管制 / 公共论战,公职人员,78,3,3,1,1,李敖Talk秀(3),节目、同仁、学者、委员、读、告诉我、请他
汉武帝,历史类比引用 / 政治人物 / 神交引用,历史类比引用,76,5,5,1,1,李敖Talk秀(5),告诉我
唐宝云,文艺音乐 / 历史类比引用,文艺音乐,76,3,3,1,1,李敖Talk秀(3),离婚、请我、朋友、报纸、记者
张居正,政治人物 / 公职人员 / 历史类比引用 / 神交引用,政治人物,76,3,3,1,1,李敖Talk秀(3),政治、父亲、爸爸、法官、像、见、妈妈
华盛顿,政治人物 / 公职人员 / 历史类比引用,政治人物,76,2,2,1,2,李敖Talk秀(2),总统、像、一起
向钱穆,见面,见面,76,2,2,1,1,李敖Talk秀(2),夫人、访问、大学
柏拉图,学术 / 历史类比引用 / 神交引用,学术,76,2,2,1,2,李敖Talk秀(2),哲学、古代、像
陈师孟,政治人物 / 公职人员 / 财产债务 / 公共论战,政治人物,75,9,9,1,2,李敖Talk秀(9),学者、学生、国民党、民进党
钟琴,公职人员 / 媒体 / 出版管制 / 公共论战,公职人员,75,3,3,1,1,李敖Talk秀(3),节目、认识、学生、恋爱、法院、委员、电视、秘书
刘泰英,政治人物 / 诉讼 / 财产债务,政治人物,74,3,3,1,3,李敖Talk秀(3),朋友、老师、同学、请我、学生
卫灵公,神交引用,神交引用,74,3,3,1,1,李敖Talk秀(3),古代、情人
李鹏,政治人物 / 公共论战,政治人物,74,3,3,1,2,李敖Talk秀(3),主席、政治
夏甸,军事人物 / 公共论战,军事人物,74,2,2,1,1,李敖Talk秀(2),夏甸将军
张煦华,学术 / 见面 / 公共论战,学术,74,2,2,1,1,李敖Talk秀(2),教授、朋友、大学、找他、学生、博士
慈禧,政治人物 / 历史类比引用 / 神交引用,政治人物,73,9,9,1,2,李敖Talk秀(9),古代、见
弗洛伊德,学术 / 神交引用,学术,73,5,5,1,2,李敖Talk秀(5),像、见
陶百川,司法人员 / 公职人员 / 公共论战 / 历史类比引用,司法人员,73,5,5,1,1,李敖Talk秀(5),政治、将军
冯国璋,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,73,3,3,1,2,李敖Talk秀(3),总统、像
刘秀嫚,媒体 / 出版 / 公共论战,媒体,73,3,3,1,1,李敖Talk秀(3),报纸、委员
徐世昌,政治人物 / 公职人员 / 历史类比引用,政治人物,73,3,3,1,2,李敖Talk秀(3),总统、见、像
岳飞,历史类比引用 / 军事人物 / 神交引用,历史类比引用,73,2,2,1,2,李敖Talk秀(2),妈妈、跟我说、司令
能够打,媒体,媒体,73,2,2,1,2,李敖Talk秀(2),电视、老师、学生、告诉我
丘吉尔,政治人物 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,72,2,2,1,2,李敖Talk秀(2),写信、朋友、秘书
祖惜,见面,见面,72,2,2,1,2,李敖Talk秀(2),见、电视、思想
孙膑,军事人物 / 历史类比引用 / 神交引用,军事人物,71,4,4,1,1,李敖Talk秀(4),古代、大学
王永庆,财产债务 / 财产信托 / 通信 / 公共论战,财产债务,71,3,3,1,2,李敖Talk秀(3),爸爸、哥哥、院长、总统
白先勇,诗文出处 / 出版 / 历史类比引用 / 神交引用 / 公共论战,诗文出处,71,3,3,1,1,李敖Talk秀(3),学生、大学、像、一起
周恩来,政治人物 / 公共论战 / 创作资料协助 / 历史类比引用,政治人物,71,2,2,1,1,李敖Talk秀(2),杂志
都要看,政治人物,政治人物,71,2,2,1,2,李敖Talk秀(2),朋友、主席、像、院长、总统、台独
张翠英,亲属 / 见面 / 媒体 / 文艺音乐,亲属,70,3,3,1,1,李敖Talk秀(3),家里、太太、司令、嫁给
林弘宣,政治异议者 / 通信 / 人权救援,政治异议者,70,3,3,1,1,李敖Talk秀(3),律师、总统、县长
汪笨湖,媒体 / 公共论战,媒体,70,3,3,1,2,李敖Talk秀(3),节目、电视、先生
潘金莲,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,70,3,3,1,2,李敖Talk秀(3),
爱丽丝,虚拟人物 / 神交引用,虚拟人物,70,3,3,1,1,李敖Talk秀(3),写信、妈妈
莫文蔚,媒体 / 文艺音乐 / 见面,媒体,70,3,3,1,1,李敖Talk秀(3),妻
刘维斌,证人见证 / 财产信托,证人见证,70,2,2,1,1,李敖Talk秀(2),太太、离婚、记者
朱元璋,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,70,2,2,1,1,李敖Talk秀(2),父亲、母亲、政府、法官、古代
司马懿,政治人物 / 军事人物 / 历史类比引用,政治人物,69,5,5,1,1,李敖Talk秀(5),电视
林瑞图,政治人物 / 选举助选 / 通信 / 公共论战,政治人物,69,2,2,1,2,李敖Talk秀(2),电视、老师、学生、教授、同学、嫁给、大学
玛丽莲·梦露,媒体 / 神交引用,媒体,68,4,4,1,2,李敖Talk秀(4),告诉我
陈布雷,政治人物 / 出版 / 诗文出处 / 历史类比引用,政治人物,68,3,3,1,2,李敖Talk秀(3),秘书、国民党、所谓、共产党
于监狱,监狱行政,监狱行政,68,2,2,1,1,李敖Talk秀(2),监狱、比喻、像
孙科,政治人物 / 公职人员 / 选举助选 / 公共论战 / 历史类比引用,政治人物,68,2,2,1,1,李敖Talk秀(2),院长、法院
孟祥柯,朋友 / 见面 / 创作资料协助 / 媒体,朋友,68,2,2,1,2,李敖Talk秀(2),朋友、请我、离婚、记者、监狱、政府、国民党、政治
宁恩承,学术,学术,68,2,2,1,1,李敖Talk秀(2),告诉我、大学、北大、代理
张继高,媒体 / 出版 / 通信 / 朋友 / 见面 / 公共论战,媒体,68,2,2,1,1,李敖Talk秀(2),见、一起
李世杰,同案狱友 / 刑求受害 / 诉讼 / 政治异议者 / 诗文出处 / 证人见证,同案狱友,68,2,2,1,1,李敖Talk秀(2),调查局、政治、请他、研究
肯尼迪,政治人物 / 公职人员 / 历史类比引用,政治人物,68,2,2,1,2,李敖Talk秀(2),总统、见、见面、太太、嫁给
那除非,姻亲,姻亲,68,2,2,1,2,李敖Talk秀(2),妻、离婚、财产、总统
龙头级,见面,见面,68,2,2,1,2,李敖Talk秀(2),碰到、一起、政治、老师、事务、律师
王五,江湖人物 / 烈士殉难 / 历史类比引用 / 神交引用,江湖人物,67,2,2,1,2,李敖Talk秀(2),总统、政治、节目、导演
苏志诚,政治人物 / 公职人员 / 创作资料协助 / 公共论战,政治人物,67,2,2,1,1,李敖Talk秀(2),碰到、像、见、专案小组、上校
甘地,历史类比引用 / 政治异议者 / 神交引用,历史类比引用,66,5,5,1,1,李敖Talk秀(5),像
唐飞,军事人物 / 政治人物 / 公职人员 / 公共论战,军事人物,66,2,2,1,1,李敖Talk秀(2),部长、总统
干到底,公共论战,公共论战,66,2,2,1,1,李敖Talk秀(2),政治、院长、总统、思想
曾部长,学术,学术,66,2,2,1,1,李敖Talk秀(2),部长、大学、法院、国民党、像
查厕所,学术,学术,66,2,2,1,1,李敖Talk秀(2),研究、总统、像
王济中,监狱行政 / 公职人员 / 公共论战,监狱行政,65,2,2,1,2,李敖Talk秀(2),法务部、监狱、记者、台北监狱、部长、像
黄裕仁,同学,同学,65,2,2,1,1,李敖Talk秀(2),像、同学、朋友、所谓
叶迫,同案狱友,同案狱友,64,3,3,1,1,李敖Talk秀(3),牢房、像
徐志摩,诗文出处 / 历史类比引用 / 神交引用,诗文出处,64,3,3,1,2,李敖Talk秀(3),朋友、结婚
杨秀清,历史类比引用 / 宗教人物 / 政治人物 / 神交引用,历史类比引用,64,3,3,1,1,李敖Talk秀(3),
海明威,诗文出处 / 历史类比引用 / 神交引用,诗文出处,64,3,3,1,2,李敖Talk秀(3),文学
关公,军事人物 / 宗教人物 / 历史类比引用 / 公共论战,军事人物,63,3,3,1,2,李敖Talk秀(3),同学
武则天,政治人物 / 历史类比引用 / 神交引用,政治人物,63,3,3,1,3,李敖Talk秀(3),一起、像
秦孝仪,学术行政 / 政治人物 / 出版 / 出版管制 / 公共论战 / 历史类比引用,学术行政,63,3,3,1,2,李敖Talk秀(3),见、将军
吕安妮,媒体 / 学术 / 师生 / 见面 / 公共论战,媒体,62,2,2,1,1,李敖Talk秀(2),找我、大学、法院、像、老师、师生、研究
宋希濂,军事人物 / 诗文出处 / 通信 / 出版 / 创作资料协助,军事人物,62,2,2,1,1,李敖Talk秀(2),监狱、学生
尹俊,情治警务 / 军事人物 / 历史类比引用,情治警务,62,2,2,1,2,李敖Talk秀(2),司令、师长、太太
施启扬,司法人员 / 政治人物 / 同学 / 通信 / 公共论战,司法人员,62,2,2,1,1,李敖Talk秀(2),同学、法务部、管理员、见
李丽华,媒体 / 文艺音乐 / 公共论战,媒体,62,2,2,1,1,李敖Talk秀(2),家里、太太
海伦凯勒,诗文出处 / 人权救援 / 历史类比引用 / 神交引用,诗文出处,62,2,2,1,1,李敖Talk秀(2),海伦凯勒
王菲,文艺音乐 / 媒体 / 见面,文艺音乐,62,2,2,1,2,李敖Talk秀(2),王菲到我家来看我
琼瑶,出版 / 神交引用,出版,62,2,2,1,2,李敖Talk秀(2),结婚、学生
赵宁,媒体 / 学术 / 诉讼 / 公共论战 / 见面,媒体,62,2,2,1,1,李敖Talk秀(2),朋友、哥哥、像、法院
达赖喇嘛,宗教人物 / 政治人物 / 公共论战 / 人权救援,宗教人物,62,2,2,1,1,李敖Talk秀(2),学生、大学、像
马永成,创作资料协助 / 财产债务 / 公共论战,创作资料协助,62,2,2,1,1,李敖Talk秀(2),朋友、市长、政府、记者
胡蝶,文艺音乐 / 诗文出处 / 公共论战 / 历史类比引用,文艺音乐,61,2,2,1,1,李敖Talk秀(2),认识
陈平景,通信 / 创作资料协助 / 朋友 / 公共论战,通信,61,2,2,1,1,李敖Talk秀(2),朋友、跟我说、母亲
陈映真,出版 / 编辑 / 政治异议者 / 同案狱友 / 公共论战,出版,61,2,2,1,1,李敖Talk秀(2),研究、朋友、监狱、政治
黄炎培,政治人物 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,61,2,2,1,1,李敖Talk秀(2),共产党、委员、宣传、一起、思想
光绪,政治人物 / 历史类比引用 / 神交引用,政治人物,60,3,3,1,1,李敖Talk秀(3),古代
应该讲,政治人物,政治人物,60,2,1,1,2,李敖Talk秀(2),委员、部长
张炎宪,学术 / 诗文出处 / 创作资料协助 / 公共论战 / 历史类比引用,学术,60,2,2,1,1,李敖Talk秀(2),台独、老师、学者、像
杜鲁门,政治人物 / 历史类比引用 / 神交引用,政治人物,60,2,2,1,1,李敖Talk秀(2),总统
束力高,师生,师生,60,2,1,1,1,李敖Talk秀(2),老师、像
汪精卫,政治人物 / 公职人员 / 历史类比引用,政治人物,60,2,2,1,1,李敖Talk秀(2),总统、像
田再庭,政治人物 / 政治异议者 / 诉讼 / 公共论战,政治人物,60,2,2,1,1,李敖Talk秀(2),法院
连战,政治人物 / 公职人员 / 选举助选 / 公共论战,政治人物,60,2,2,1,1,李敖Talk秀(2),节目、选举
尤美女,律师代理,律师代理,60,1,1,1,1,李敖Talk秀(1),律师
连方瑀,公共论战 / 亲属,公共论战,59,2,2,1,1,李敖Talk秀(2),像、电视、政治
洪秀全,政治人物 / 宗教人物 / 神交引用,政治人物,58,3,3,1,1,李敖Talk秀(3),
石原慎太郎,政治人物 / 媒体 / 诗文出处 / 公共论战,政治人物,58,2,2,1,1,李敖Talk秀(2),朋友
陆游,诗文出处 / 历史类比引用 / 神交引用,诗文出处,58,2,2,1,1,李敖Talk秀(2),告诉我、诗
许世友,军事人物,军事人物,58,1,1,1,1,李敖Talk秀(1),将军、司令
康宁祥,政治人物 / 政治异议者 / 选举助选 / 公共论战 / 历史类比引用,政治人物,57,2,2,1,1,李敖Talk秀(2),像、碰到
阿弥陀佛,宗教人物 / 神交引用,宗教人物,57,2,2,1,2,李敖Talk秀(2),关怀、古代、诗
何世礼,军事人物 / 通信 / 创作资料协助 / 公共论战,军事人物,57,1,1,1,1,李敖Talk秀(1),告诉我、儿子、将军
王柏龄,军事人物 / 公职人员 / 公共论战 / 历史类比引用,军事人物,57,1,1,1,1,李敖Talk秀(1),见、将军
张国杰,同案狱友 / 被害人 / 医疗照护 / 诉讼,同案狱友,56,2,2,1,1,李敖Talk秀(2),管理员、牢房、政治、像
潘安,诗文出处 / 历史类比引用 / 神交引用,诗文出处,56,2,2,1,1,李敖Talk秀(2),古代、像
简又新,政治人物 / 公职人员 / 公款经费 / 公共论战,政治人物,56,2,2,1,1,李敖Talk秀(2),立委、选举、国民党
陈菊,政治人物 / 政治异议者 / 见面 / 公共论战,政治人物,56,2,2,1,2,李敖Talk秀(2),像、政治
苏格拉底,学术 / 历史类比引用 / 神交引用,学术,56,1,1,1,1,李敖Talk秀(1),古代、哲学、像
马克思,学术 / 公共论战 / 历史类比引用,学术,56,1,1,1,1,李敖Talk秀(1),思想、主义、像
林洋港,司法人员 / 公职人员 / 政治人物 / 诉讼 / 公共论战,司法人员,55,2,2,1,1,李敖Talk秀(2),总统
艾登,政治人物 / 公共论战 / 神交引用,政治人物,55,2,2,1,1,李敖Talk秀(2),见
贝多芬,文艺音乐 / 神交引用,文艺音乐,55,2,2,1,2,李敖Talk秀(2),见
孙运璿,政治人物 / 公职人员 / 公共论战 / 通信 / 历史类比引用,政治人物,55,1,1,1,1,李敖Talk秀(1),院长、法务部、监狱、部长
尤清,公职人员 / 政治人物 / 律师代理 / 政治异议者 / 人权救援 / 公共论战,公职人员,55,1,1,1,1,李敖Talk秀(1),律师、秘书、总统、市长、县长
别人摸,亲属,亲属,54,2,1,1,1,李敖Talk秀(2),妈妈
司马文武,出版 / 媒体 / 公共论战,出版,54,2,2,1,1,李敖Talk秀(2),政治
许水德,政治人物 / 公共论战 / 见面,政治人物,54,2,2,1,1,李敖Talk秀(2),朋友、像
伏尔泰,诗文出处 / 学术 / 政治异议者 / 历史类比引用 / 神交引用,诗文出处,54,1,1,1,1,李敖Talk秀(1),哲学
克劳塞维茨,诗文出处 / 军事人物 / 历史类比引用 / 神交引用,诗文出处,54,1,1,1,1,李敖Talk秀(1),CLAUSEWITZ
卢梭,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,54,1,1,1,1,李敖Talk秀(1),碰到、夫人
吴俊才,学术 / 媒体 / 通信 / 创作资料协助 / 公共论战,学术,54,1,1,1,1,李敖Talk秀(1),老师、台大、政府、国民党、先生
张宝树,亲属,亲属,54,1,1,1,1,李敖Talk秀(1),见、跟我说、儿子、秘书、总统
文天祥,历史类比引用 / 政治异议者,历史类比引用,54,1,1,1,1,李敖Talk秀(1),妈妈
李鸿禧,学术 / 选举助选 / 公共论战,学术,54,1,1,1,1,李敖Talk秀(1),老师、学者、像
王阳明,历史类比引用 / 学术 / 神交引用,历史类比引用,54,1,1,1,1,李敖Talk秀(1),哲学
白伦,媒体 / 创作资料协助 / 见面,媒体,54,1,1,1,1,李敖Talk秀(1),太太、记者
瞿海源,学术 / 学术行政 / 公共论战,学术,54,1,1,1,1,李敖Talk秀(1),教授、台大、像
范子文,同案狱友 / 情治警务 / 政治异议者,同案狱友,54,1,1,1,1,李敖Talk秀(1),请他、调查局、研究
萧伯纳,诗文出处 / 历史类比引用 / 神交引用,诗文出处,54,1,1,1,1,李敖Talk秀(1),读
蔡元培,学术行政 / 学术 / 诗文出处 / 公共论战 / 历史类比引用,学术行政,54,1,1,1,1,李敖Talk秀(1),大学、北大、部长
蔡松坡,编辑,编辑,54,1,1,1,1,李敖Talk秀(1),编辑、总编辑
钱复,政治人物 / 学术 / 公共论战,政治人物,54,1,1,1,1,李敖Talk秀(1),母亲、院长
夏皮罗,媒体 / 创作资料协助 / 见面,媒体,53,1,1,1,1,李敖Talk秀(1),记者
张作锦,媒体 / 编辑 / 公共论战,媒体,53,1,1,1,1,李敖Talk秀(1),请我、法院、先生
张艺谋,媒体,媒体,53,1,1,1,1,李敖Talk秀(1),导演
李庆安,政治人物 / 选举助选 / 见面 / 公共论战,政治人物,53,1,1,1,1,李敖Talk秀(1),委员
林世煜,媒体 / 政治异议者 / 通信 / 公共论战,媒体,53,1,1,1,1,李敖Talk秀(1),发行
格兰特,政治人物 / 主剧情人物 / 小说剧本人物 / 军事人物 / 历史类比引用,政治人物,53,1,1,1,1,李敖Talk秀(1),请他、总统、将军
沙荡,媒体 / 公共论战,媒体,53,1,1,1,1,李敖Talk秀(1),记者
罗家伦,学术 / 学术行政 / 政治人物,学术,53,1,1,1,1,李敖Talk秀(1),见、委员
胡金铨,同学,同学,53,1,1,1,1,李敖Talk秀(1),同学、诬告、共产党
谷正文,情治警务 / 军事人物 / 见面 / 证人见证 / 创作资料协助 / 公共论战,情治警务,53,1,1,1,1,李敖Talk秀(1),一起、共产党
马君武,学术 / 诗文出处 / 公共论战 / 历史类比引用,学术,53,1,1,1,1,李敖Talk秀(1),一起、大学、将军、诗
王尔德,诗文出处 / 历史类比引用 / 神交引用,诗文出处,52,2,2,1,2,李敖Talk秀(2),像
白天晚,朋友,朋友,52,2,1,1,2,李敖Talk秀(2),朋友、像
郑成功,历史类比引用 / 军事人物 / 政治人物 / 神交引用,历史类比引用,52,2,2,1,1,李敖Talk秀(2),诗
张良,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,52,1,1,1,1,李敖Talk秀(1),告诉我
拿破仑,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,52,1,1,1,1,李敖Talk秀(1),
斯大林,政治人物 / 公共论战 / 历史类比引用,政治人物,52,1,1,1,1,李敖Talk秀(1),
程烈,政治人物 / 公职人员 / 军事人物 / 创作资料协助,政治人物,51,1,1,1,1,李敖Talk秀(1),老师、学生、教书、师生、爸爸、妈妈
何秀子,社会案件 / 诉讼 / 公共论战,社会案件,50,2,2,1,1,李敖Talk秀(2),
李政道,科学家 / 学术 / 历史类比引用 / 公共论战,科学家,50,2,2,1,1,李敖Talk秀(2),
杨振宁,科学家 / 历史类比引用 / 神交引用,科学家,50,2,2,1,1,李敖Talk秀(2),
王婆,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,50,2,2,1,1,李敖Talk秀(2),
玛利亚,宗教人物 / 历史类比引用 / 神交引用,宗教人物,50,2,2,1,1,李敖Talk秀(2),
许散愁,学术 / 历史类比引用 / 神交引用,学术,50,2,2,1,1,李敖Talk秀(2),
朱邦复,神交引用,神交引用,50,1,1,1,1,李敖Talk秀(1),像、先生
伍廷芳,司法人员 / 公职人员 / 政治人物 / 历史类比引用,司法人员,49,1,1,1,1,李敖Talk秀(1),老师、爸爸、儿子、思想
李放,亲属 / 称谓待考 / 通信,亲属,49,1,1,1,1,李敖Talk秀(1),弟弟、家里
苏贞昌,政治人物 / 公职人员 / 公共论战,政治人物,49,1,1,1,1,李敖Talk秀(1),律师、秘书、总统、市长、县长
许广平,情感 / 诗文出处 / 历史类比引用 / 神交引用,情感,49,1,1,1,1,李敖Talk秀(1),学生、恋爱、情书
黄宏成,师生 / 学术 / 见面,师生,49,1,1,1,1,李敖Talk秀(1),学生、教书、大学、像
俞大维,军事人物 / 公职人员 / 学术 / 历史类比引用,军事人物,48,1,1,1,1,李敖Talk秀(1),师生
刘焕荣,社会案件,社会案件,48,1,1,1,1,李敖Talk秀(1),管理员、军法
刘邦,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,48,1,1,1,1,李敖Talk秀(1),儿子
卢仁发,司法人员 / 诉讼 / 公共论战,司法人员,48,1,1,1,1,李敖Talk秀(1),同学、同班、台大
吴彰炯,情治警务 / 军事人物 / 刑求人员,情治警务,48,1,1,1,1,李敖Talk秀(1),太太、记者、司令
康有为,学术 / 政治人物 / 出版 / 主剧情人物 / 小说剧本人物 / 历史类比引用 / 神交引用,学术,48,1,1,1,1,李敖Talk秀(1),编辑、总编辑
朱镕基,政治人物 / 公职人员 / 公共论战,政治人物,48,1,1,1,1,李敖Talk秀(1),学生、大学、共产党
梁启超,学术 / 政治人物 / 诗文出处 / 历史类比引用 / 神交引用,学术,48,1,1,1,1,李敖Talk秀(1),教授、儿子、嫁给、电视
王杏庆,媒体 / 诉讼 / 公共论战 / 朋友,媒体,48,1,1,1,1,李敖Talk秀(1),
石掌珠,医疗照护 / 亲属 / 创作资料协助 / 公共论战,医疗照护,48,1,1,1,1,李敖Talk秀(1),
石柏苍,出版 / 朋友 / 见面 / 通信 / 创作资料协助,出版,48,1,1,1,1,李敖Talk秀(1),检察官、法院、读、诗
竺道生,宗教人物 / 神交引用,宗教人物,48,1,1,1,1,李敖Talk秀(1),节目、电视、市长
蒋纬国,军事人物 / 政治人物 / 亲属 / 诉讼 / 财产债务 / 公共论战 / 历史类比引用,军事人物,48,1,1,1,1,李敖Talk秀(1),家里
辜振甫,政治人物 / 财产债务 / 财产信托 / 公共论战 / 通信,政治人物,48,1,1,1,1,李敖Talk秀(1),陪他、告诉我、父亲、将军
郭良蕙,出版 / 公共论战,出版,48,1,1,1,1,李敖Talk秀(1),见、一起
陈天福,亲属 / 创作资料协助 / 公共论战,亲属,48,1,1,1,1,李敖Talk秀(1),家里、法院、像
陈平,政治人物 / 历史类比引用 / 神交引用,政治人物,48,1,1,1,1,李敖Talk秀(1),法务部、部长
陈独秀,学术 / 政治人物 / 神交引用,学术,48,1,1,1,1,李敖Talk秀(1),记者、市长、政府、像
黄天福,政治人物 / 媒体 / 出版 / 公共论战 / 通信,政治人物,48,1,1,1,1,李敖Talk秀(1),家里、法院、像
伍泽元,政治人物 / 财产债务 / 公共论战,政治人物,47,1,1,1,1,李敖Talk秀(1),司令、像
吴丰山,媒体 / 公职人员 / 公共论战,媒体,47,1,1,1,1,李敖Talk秀(1),总统、封杀
左舜生,政治人物 / 诗文出处 / 党务宣传 / 公共论战 / 历史类比引用,政治人物,47,1,1,1,1,李敖Talk秀(1),主席
巴赫,文艺音乐 / 宗教人物 / 神交引用,文艺音乐,47,1,1,1,1,李敖Talk秀(1),见
廖福本,政治人物 / 公共论战,政治人物,47,1,1,1,1,李敖Talk秀(1),法院
张牙医（李敖Talk秀）,医疗照护 / 邻居 / 创作资料协助 / 称谓待考,医疗照护,47,1,1,1,1,李敖Talk秀(1),告诉我、杂志
李焕,政治人物 / 党务宣传 / 公共论战,政治人物,47,1,1,1,1,李敖Talk秀(1),大学
杨宪村,政治人物 / 公共论战 / 出版,政治人物,47,1,1,1,1,李敖Talk秀(1),总统、封杀
游锡堃,政治人物 / 公职人员 / 公共论战,政治人物,47,1,1,1,1,李敖Talk秀(1),电视、政府
王令麟,媒体 / 财产债务 / 公共论战,媒体,47,1,1,1,1,李敖Talk秀(1),委员
端木恺,律师代理 / 学术 / 公共论战,律师代理,47,1,1,1,1,李敖Talk秀(1),警备总部、司令
简志信,朋友 / 财产债务,朋友,47,1,1,1,1,李敖Talk秀(1),问我、出版
谢启大,政治人物 / 司法人员 / 公共论战,政治人物,47,1,1,1,1,李敖Talk秀(1),立委、国民党、民进党
邓小平,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,47,1,1,1,1,李敖Talk秀(1),节目
陈境圳,师生 / 医疗照护 / 财产信托 / 财产债务 / 见面,师生,47,1,1,1,1,李敖Talk秀(1),杂志
陈履安,政治人物 / 财产债务 / 亲属 / 通信 / 公共论战,政治人物,47,1,1,1,1,李敖Talk秀(1),总统
黄大洲,公职人员 / 政治人物 / 公共论战,公职人员,47,1,1,1,1,李敖Talk秀(1),见、市长
叶金凤,司法人员 / 公职人员 / 公共论战,司法人员,46,1,1,1,1,李敖Talk秀(1),政治、像
吴铁城,政治人物 / 公职人员 / 诗文出处 / 出版管制 / 历史类比引用,政治人物,46,1,1,1,1,李敖Talk秀(1),国民党
夏娃,宗教人物 / 历史类比引用 / 神交引用,宗教人物,46,1,1,1,1,李敖Talk秀(1),
妈祖,宗教人物 / 神交引用,宗教人物,46,1,1,1,1,李敖Talk秀(1),国民党
孙悟空,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,46,1,1,1,1,李敖Talk秀(1),
宋庆龄,政治人物 / 历史类比引用 / 神交引用,政治人物,46,1,1,1,1,李敖Talk秀(1),政治
张爱玲,诗文出处 / 文艺音乐 / 历史类比引用 / 神交引用,诗文出处,46,1,1,1,1,李敖Talk秀(1),朋友
徐璐,出版 / 媒体 / 通信,出版,46,1,1,1,1,李敖Talk秀(1),朋友、思想
林黛玉,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,46,1,1,1,1,李敖Talk秀(1),
武大郎,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,46,1,1,1,1,李敖Talk秀(1),
萧万长,政治人物 / 公共论战,政治人物,46,1,1,1,1,李敖Talk秀(1),国民党
贾宝玉,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,46,1,1,1,1,李敖Talk秀(1),朋友、所谓
龙应台,媒体 / 学术 / 公共论战,媒体,46,1,1,1,1,李敖Talk秀(1),批评、像
隋炀帝,政治人物 / 神交引用,政治人物,45,1,1,1,1,李敖Talk秀(1),古代、诗
佛朗哥,军事人物 / 政治人物 / 公共论战 / 神交引用,军事人物,44,1,1,1,1,李敖Talk秀(1),思想
姚嘉文,政治人物 / 政治异议者 / 公共论战,政治人物,44,1,1,1,1,李敖Talk秀(1),像
孙立人,军事人物 / 政治人物 / 被害人 / 诉讼 / 公共论战 / 历史类比引用,军事人物,44,1,1,1,1,李敖Talk秀(1),像
帕瓦罗蒂,文艺音乐 / 神交引用,文艺音乐,44,1,1,1,1,李敖Talk秀(1),像
库普林,出版 / 神交引用,出版,44,1,1,1,1,李敖Talk秀(1),文学
荆轲,历史类比引用 / 神交引用,历史类比引用,44,1,1,1,1,李敖Talk秀(1),像
萨特,诗文出处 / 学术 / 历史类比引用 / 神交引用,诗文出处,44,1,1,1,1,李敖Talk秀(1),像
赖国洲,媒体 / 学术 / 公职人员 / 公共论战,媒体,44,1,1,1,1,李敖Talk秀(1),像
魏京生,政治异议者 / 人权救援 / 公共论战 / 神交引用,政治异议者,44,1,1,1,1,李敖Talk秀(1),像
黄信介,政治人物 / 政治异议者 / 媒体 / 公职人员 / 公共论战,政治人物,44,1,1,1,1,李敖Talk秀(1),像
乾隆,历史类比引用 / 政治人物 / 神交引用,历史类比引用,42,1,1,1,1,李敖Talk秀(1),
亚当,宗教人物 / 历史类比引用 / 神交引用,宗教人物,42,1,1,1,1,李敖Talk秀(1),
大禹,政治人物 / 历史类比引用 / 神交引用,政治人物,42,1,1,1,1,李敖Talk秀(1),
宋教仁,政治人物 / 神交引用,政治人物,42,1,1,1,1,李敖Talk秀(1),
张伯伦,政治人物 / 公共论战 / 神交引用,政治人物,42,1,1,1,1,李敖Talk秀(1),
张自忠,军事人物 / 烈士殉难 / 历史类比引用,军事人物,42,1,1,1,1,李敖Talk秀(1),
李光耀,政治人物 / 公共论战,政治人物,42,1,1,1,1,李敖Talk秀(1),
