姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
薛石民,情治警务 / 政治人物 / 见面,情治警务,99,7,7,1,4,笑敖年代(7),太太、将军、总统、请我、法院、委员、支票、经费
诸葛亮,政治人物 / 军事人物 / 历史类比引用,政治人物,99,7,7,1,2,笑敖年代(7),司令、院长
何应钦,军事人物 / 政治人物 / 公职人员 / 历史类比引用,军事人物,99,6,6,1,3,笑敖年代(6),将军
凯撒,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,99,6,6,1,1,笑敖年代(6),太太、情人、读
周恩来,政治人物 / 公共论战 / 历史类比引用,政治人物,99,6,6,1,2,笑敖年代(6),共产党、国民党、访问、一起、电视
林宪同,律师代理 / 社会案件,律师代理,99,6,6,1,2,笑敖年代(6),见、律师、宣传、法院、朋友、起诉
查泰莱夫人,虚拟人物 / 小说剧本人物 / 神交引用,虚拟人物,99,6,6,1,1,笑敖年代(6),夫人、情人、政治、像、国民党、诗
猪八戒,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,99,6,6,1,5,笑敖年代(6),总统、拳头、民进党、历史上、攻击
邓小平,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,99,6,6,1,3,笑敖年代(6),共产党、主义、读、政府、像
郑成功,历史类比引用 / 军事人物 / 政治人物 / 神交引用,历史类比引用,99,6,6,1,1,笑敖年代(6),见、家里、政府
岳飞,历史类比引用 / 军事人物 / 神交引用,历史类比引用,99,5,5,1,2,笑敖年代(5),法官、历史上、一起
殷海光,学术 / 师生 / 见面 / 出版 / 公共论战 / 诗文出处 / 历史类比引用,学术,99,5,5,1,1,笑敖年代(5),家里、编辑、总编辑、学者、报纸、像
文天祥,历史类比引用 / 政治异议者,历史类比引用,99,4,4,1,1,笑敖年代(4),古代
李宗仁,政治人物 / 军事人物 / 公职人员 / 选举助选 / 诗文出处 / 历史类比引用,政治人物,99,4,4,1,3,笑敖年代(4),总统、政府、所谓、一起、国民党
爱因斯坦,科学家 / 历史类比引用 / 神交引用,科学家,99,4,4,1,2,笑敖年代(4),访问、太太、记者、像、市长
罗斯福,政治人物 / 军事人物 / 历史类比引用 / 公共论战,政治人物,99,4,4,1,3,笑敖年代(4),总统、主义、一起、将军
管碧玲,诉讼,诉讼,96,4,4,1,1,笑敖年代(4),法院、委员
蔡启芳,政治人物 / 公共论战,政治人物,96,4,4,1,1,笑敖年代(4),主席、民进党、警察、一起、法院、攻击、见、朋友
冯沪祥,学术 / 政治人物 / 朋友 / 创作资料协助 / 公共论战,学术,95,36,36,1,3,笑敖年代(36),法官、判决、警察、像、总统、法院、序、见
雷倩,政治人物 / 诉讼 / 公共论战,政治人物,95,14,14,1,2,笑敖年代(14),国民党、委员、法院、哥哥、一起、民进党、见、朋友
严停云,出版 / 亲属 / 姻亲 / 公共论战,出版,95,8,8,1,1,笑敖年代(8),报纸、哥哥、老师、出版、像、爸爸、共产党、交情
李镇源,科学家 / 医疗照护 / 学术 / 人权救援 / 公共论战,科学家,95,8,8,1,1,笑敖年代(8),台大、国民党、同学、台独、批评、所谓、序、民进党
郝柏村,军事人物 / 政治人物 / 公职人员 / 选举助选 / 公共论战,军事人物,95,8,8,1,6,笑敖年代(8),台大、请我、台独、查禁、教授、大学、院长、哲学
吴淑珍,政治人物 / 亲属 / 公共论战,政治人物,95,7,7,1,4,笑敖年代(7),电话、律师、家里、总统、爸爸、法院、委员、像
林弘宣,政治异议者 / 通信 / 人权救援,政治异议者,95,7,7,1,1,笑敖年代(7),像、律师、法院、见、政治
曾文惠,亲属 / 财产债务 / 公共论战,亲属,95,6,6,1,1,笑敖年代(6),法官、夫人、判决、像、电话、总统、见、警察
谢聪敏,政治人物 / 人权救援 / 创作资料协助 / 公共论战,政治人物,95,6,6,1,2,笑敖年代(6),台独、老师、国民党、所谓、一起、委员
钱复,公职人员 / 政治人物 / 学术 / 公共论战 / 创作资料协助,公职人员,95,5,5,1,3,笑敖年代(5),见、总统、院长、政治、老师、法院、朋友
蔡元培,学术行政 / 学术 / 诗文出处 / 公共论战 / 历史类比引用,学术行政,95,3,3,1,2,笑敖年代(3),大学、写信、政治、教授、北大、研究、学术、中央研究院
刘邦,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,94,10,10,1,2,笑敖年代(10),国民党、古代、总统、历史上
马克思,学术 / 公共论战 / 历史类比引用,学术,94,3,3,1,1,笑敖年代(3),国民党、民进党、共产党、委员、所谓
康宁祥,政治人物 / 政治异议者 / 选举助选 / 公共论战 / 历史类比引用,政治人物,92,5,5,1,1,笑敖年代(5),总统、政治、像、主席、委员、国民党
叶明勋,财产债务 / 财产信托 / 通信,财产债务,92,4,4,1,1,笑敖年代(4),共产党、报纸、大学、先生、老师、哥哥、大舅子、嫁给
王安石,历史类比引用 / 政治人物 / 学术 / 神交引用,历史类比引用,92,3,3,1,2,笑敖年代(3),诗、政府、古代
叶城松,政治异议者 / 被害人 / 诉讼 / 历史类比引用 / 公共论战,政治异议者,90,4,4,1,1,笑敖年代(4),判决、司令、共产党
庄子,历史类比引用 / 神交引用,历史类比引用,90,3,3,1,1,笑敖年代(3),古代
陈静兰,媒体 / 见面,媒体,89,42,42,1,1,笑敖年代(42),总统、像、政府、见、主席、所谓、节目、法院
甘地,历史类比引用 / 政治异议者 / 神交引用,历史类比引用,89,16,16,1,4,笑敖年代(16),像、政府、律师、主义、司令、民进党、朋友、市长
林正杰,政治人物 / 媒体 / 公共论战 / 通信 / 情感,政治人物,89,13,13,1,1,笑敖年代(13),民进党、委员、像、拳头、政治、报导
李文忠,政治人物 / 公共论战 / 见面,政治人物,89,9,9,1,3,笑敖年代(9),民进党、像、所谓、报导、电视、总统、记者
张群,政治人物 / 公职人员 / 出版管制 / 公共论战 / 历史类比引用,政治人物,89,7,7,1,2,笑敖年代(7),同学、一起、总统、国民党、共产党
郑南榕,烈士殉难 / 媒体 / 政治异议者 / 公共论战 / 朋友 / 见面 / 通信,烈士殉难,89,7,7,1,5,笑敖年代(7),杂志、市长、民进党、朋友、政治、总统、批评、思想
戴笠,情治警务 / 军事人物 / 公共论战 / 历史类比引用,情治警务,89,6,6,1,2,笑敖年代(6),特务
柏杨,诗文出处 / 政治异议者 / 人权救援 / 公共论战 / 出版,诗文出处,89,6,6,1,1,笑敖年代(6),太太、像
严侨,师生 / 学术 / 朋友 / 见面 / 政治异议者 / 同案狱友 / 人权救援,师生,89,5,5,1,1,笑敖年代(5),哥哥、共产党、大舅子、见、老师、姐姐、嫁给、一起
王企祥,学术 / 科学家 / 公共论战,学术,89,5,5,1,1,笑敖年代(5),老师、大学
王作荣,师生 / 学术 / 政治人物 / 公共论战,师生,89,5,5,1,2,笑敖年代(5),院长、大学、警察、老师、政治、批评、总统、国民党
王祥基,媒体 / 创作资料协助 / 朋友 / 见面,媒体,89,5,5,1,1,笑敖年代(5),市长、国民党、朋友
蒋孝严,政治人物 / 亲属 / 公共论战,政治人物,89,5,5,1,1,笑敖年代(5),妈妈、爸爸、弟弟、一起、告诉我、儿子
许世楷,政治人物 / 选举助选 / 公共论战,政治人物,89,4,4,1,2,笑敖年代(4),杂志、政治、总统、民进党、国民党
邱义仁,政治人物 / 政治异议者 / 公共论战 / 见面,政治人物,89,4,4,1,2,笑敖年代(4),民进党、总统、秘书、国民党、政治、名言
黎文正,政治异议者 / 人权救援 / 公共论战,政治异议者,88,6,6,1,1,笑敖年代(6),见、接见、总统、情书、报纸、爸爸、像
雷震,政治异议者 / 出版 / 媒体 / 同案狱友,政治异议者,88,5,5,1,2,笑敖年代(5),院长、法院、特务、司令、一起、编辑、总编辑、家里
欧阳修,学术 / 政治人物 / 神交引用,学术,88,4,4,1,1,笑敖年代(4),老师、家里、嫁给
蔡烱燉,司法人员,司法人员,88,3,3,1,1,笑敖年代(3),法官、法院、判决、报纸、电视、警察
叶菊兰,政治人物 / 选举助选 / 公共论战,政治人物,87,9,9,1,4,笑敖年代(9),台大、哲学、总统、国民党、杂志、市长、民进党、朋友
杰斐逊,政治人物 / 历史类比引用 / 神交引用,政治人物,87,3,3,1,3,笑敖年代(3),总统、像、政治、委员、市长、说过
许俊杰,学术,学术,86,3,3,1,2,笑敖年代(3),博士、警察、像
王永兴,见面,待复核,85,5,3,1,1,笑敖年代(5),找我、总统、法院、先生
黄大洲,公职人员 / 政治人物 / 公共论战,公职人员,85,5,5,1,4,笑敖年代(5),市长、国民党
克林顿,政治人物 / 公职人员 / 公共论战 / 历史类比引用,政治人物,85,3,3,1,2,笑敖年代(3),总统、民进党、共产党
周书楷,政治人物 / 公职人员 / 公共论战,政治人物,85,3,3,1,2,笑敖年代(3),部长、一起、像
吕洞宾,宗教人物 / 历史类比引用 / 神交引用,宗教人物,84,7,7,1,1,笑敖年代(7),碰到、古代、思想、像
王建民,神交引用,待复核,83,10,4,1,2,笑敖年代(10),像、说过、民进党、主席、将军
蔡同荣,政治人物 / 媒体 / 财产债务 / 诉讼 / 公共论战,政治人物,83,4,4,1,4,笑敖年代(4),见、民进党、批评、研究、节目
阿登纳,政治人物 / 公职人员 / 历史类比引用 / 神交引用,政治人物,83,4,4,1,2,笑敖年代(4),政府、朋友、市长、国民党、民进党
曾子,诗文出处 / 历史类比引用 / 神交引用,诗文出处,82,4,4,1,1,笑敖年代(4),朋友、学生
黄信介,政治人物 / 政治异议者 / 媒体 / 公职人员 / 公共论战,政治人物,82,4,4,1,3,笑敖年代(4),像、教授、国民党
卢彦如,司法人员,司法人员,82,3,3,1,1,笑敖年代(3),法官、法院、判决、报纸、警察
谢东闵,政治人物 / 公共论战,政治人物,82,3,3,1,2,笑敖年代(3),主席、市长
邓振球,司法人员,司法人员,82,3,3,1,1,笑敖年代(3),法官、见、见到、法院、判决、报纸、警察
陈维昭,学术行政 / 证人见证 / 诉讼 / 公共论战,学术行政,82,3,3,1,2,笑敖年代(3),学术、大学、北大、国民党
刘文雄,政治人物 / 朋友 / 见面,政治人物,81,4,4,1,3,笑敖年代(4),国民党、市长、批评、像、见、军购
林洋港,司法人员 / 公职人员 / 政治人物 / 诉讼 / 公共论战,司法人员,81,3,3,1,2,笑敖年代(3),总统、院长、法院、国民党、所谓、太太、读
辜振甫,政治人物 / 财产债务 / 财产信托 / 公共论战 / 通信,政治人物,81,3,3,1,3,笑敖年代(3),哥哥、姐姐、嫁给、政治、像、弟弟、台独
严家淦,政治人物 / 公职人员 / 公共论战 / 历史类比引用,政治人物,80,3,3,1,2,笑敖年代(3),一起、同学、主席、部长
布什,政治人物 / 公共论战,政治人物,79,3,3,1,3,笑敖年代(3),总统、民进党、台独、像、政府
李大维,公职人员 / 学术 / 公共论战,公职人员,79,3,3,1,2,笑敖年代(3),委员、共产党、法院
项羽,政治人物 / 军事人物 / 神交引用,政治人物,78,6,6,1,1,笑敖年代(6),古代、总统
关公,军事人物 / 宗教人物 / 历史类比引用 / 神交引用,军事人物,78,5,5,1,2,笑敖年代(5),一起、政治
克里蒙梭,政治人物 / 神交引用,政治人物,78,4,4,1,1,笑敖年代(4),名言、将军、中将
陈文茜,媒体 / 政治人物 / 通信 / 朋友 / 见面 / 公共论战,媒体,78,3,3,1,2,笑敖年代(3),问我、电视、市长
李丽华,媒体 / 文艺音乐 / 公共论战,媒体,77,6,6,1,1,笑敖年代(6),作品、所谓、国民党、共产党
罗素,诗文出处 / 学术 / 历史类比引用 / 神交引用 / 出版,诗文出处,77,2,2,1,1,笑敖年代(2),政治、哲学、文学、像、思想
贞德,政治异议者 / 军事人物 / 宗教人物 / 历史类比引用 / 神交引用,政治异议者,76,7,7,1,1,笑敖年代(7),像、告诉我
萧何,政治人物 / 公职人员 / 历史类比引用 / 神交引用,政治人物,76,4,4,1,1,笑敖年代(4),国民党
帅化民,军事人物 / 政治人物 / 公共论战,军事人物,76,2,2,1,1,笑敖年代(2),法院、委员、将军、军购
里根,政治人物 / 公职人员 / 历史类比引用 / 公共论战,政治人物,76,2,2,1,2,笑敖年代(2),总统、共产党
许历农,军事人物 / 党务宣传 / 政治人物 / 见面 / 公共论战,军事人物,75,3,3,1,1,笑敖年代(3),院长、法院、台大、哲学
上帝,宗教人物 / 神交引用,宗教人物,74,5,5,1,3,笑敖年代(5),选举
司马懿,政治人物 / 军事人物 / 历史类比引用,政治人物,74,5,5,1,1,笑敖年代(5),司令、政治、读
王建煊,政治人物 / 公共论战,政治人物,74,3,3,1,2,笑敖年代(3),市长、总统、见、像
叶腾瑞,司法人员,司法人员,74,2,2,1,1,笑敖年代(2),法官、序、法院
谢冠生,司法人员 / 政治人物 / 创作资料协助 / 历史类比引用,司法人员,74,2,2,1,2,笑敖年代(2),一起、院长、法院、特务、司令
赵功恒,司法人员,司法人员,74,2,2,1,1,笑敖年代(2),法官、序、法院
陈耀昌,医疗照护 / 学术 / 政治人物,医疗照护,73,3,3,1,1,笑敖年代(3),台大、报纸、起诉、像
林靖娟,师生,师生,73,2,2,1,1,笑敖年代(2),老师、警察、像
王阳明,历史类比引用 / 学术 / 神交引用,历史类比引用,73,2,2,1,1,笑敖年代(2),朋友、研究、古人
蔡明宪,军事人物 / 政治人物 / 公共论战,军事人物,73,2,2,1,1,笑敖年代(2),部长、报纸、法院、委员
黎元洪,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,73,2,2,1,1,笑敖年代(2),总统、家里
苏起,政治人物 / 学术 / 公共论战,政治人物,72,3,3,1,1,笑敖年代(3),国民党、民进党、朋友、政府
莎士比亚,诗文出处 / 历史类比引用 / 神交引用,诗文出处,72,2,2,1,2,笑敖年代(2),像
殷琪,财产债务 / 公共论战,财产债务,71,5,5,1,2,笑敖年代(5),读、一起
余纪忠,媒体 / 出版 / 见面 / 朋友 / 诉讼 / 公共论战,媒体,70,7,7,1,1,笑敖年代(7),研究、中央研究院
梁肃戎,政治人物 / 公职人员 / 通信 / 公共论战,政治人物,70,3,3,1,2,笑敖年代(3),院长、法院、台大、哲学
贺德芬,学术 / 公共论战,学术,70,3,3,1,2,笑敖年代(3),教授、国民党、像、政治
高志明,政治人物 / 公共论战 / 创作资料协助,政治人物,70,3,3,1,1,笑敖年代(3),总统、像
丘吉尔,政治人物 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,70,2,2,1,1,笑敖年代(2),
王柏龄,军事人物 / 公职人员 / 公共论战 / 历史类比引用,军事人物,70,2,2,1,1,笑敖年代(2),将军
林语堂,学术 / 诗文出处 / 公共论战 / 神交引用,学术,69,6,6,1,2,笑敖年代(6),政府
庄明彰,司法人员,司法人员,68,2,2,1,1,笑敖年代(2),法官、见、序
梁启超,学术 / 政治人物 / 诗文出处 / 历史类比引用 / 神交引用,学术,68,2,2,1,1,笑敖年代(2),学生、大学
蒋纬国,军事人物 / 政治人物 / 亲属 / 诉讼 / 财产债务 / 公共论战 / 历史类比引用,军事人物,68,2,2,1,1,笑敖年代(2),爸爸、国民党、哥哥
郭廷以,学术 / 公职人员 / 创作资料协助 / 政治异议者 / 公共论战,学术,68,2,2,1,1,笑敖年代(2),一起、研究、所长、中央研究院、先生、学生
郭正亮,政治人物,政治人物,67,3,3,1,1,笑敖年代(3),民进党、像、总统、所谓
阎锡山,军事人物 / 政治人物 / 历史类比引用,军事人物,67,2,2,1,1,笑敖年代(2),所谓、总统、院长、政府
黄营杉,学术行政,学术行政,67,2,2,1,1,笑敖年代(2),见、报纸、部长、院长、像、告诉我
许世英,公职人员 / 司法人员 / 政治人物 / 历史类比引用,公职人员,64,4,4,1,1,笑敖年代(4),
汪精卫,政治人物 / 公职人员 / 历史类比引用,政治人物,64,3,3,1,2,笑敖年代(3),院长
孙运璿,政治人物 / 公职人员 / 公共论战 / 通信 / 历史类比引用,政治人物,64,2,2,1,1,笑敖年代(2),像、院长、先生
王幸男,政治人物 / 诉讼 / 公共论战,政治人物,64,2,2,1,2,笑敖年代(2),像、主席、市长
陈幸妤,亲属 / 财产债务 / 公共论战,亲属,63,3,3,1,1,笑敖年代(3),见、朋友、关怀
刘宜良,媒体 / 出版 / 烈士殉难 / 政治异议者 / 历史类比引用,媒体,62,3,3,1,2,笑敖年代(3),思想
严复,学术 / 神交引用,学术,62,2,2,1,1,笑敖年代(2),老师、交情、父亲、共产党、爸爸
倪文亚,政治人物 / 公共论战 / 见面,政治人物,62,2,2,1,1,笑敖年代(2),院长、法院、儿子
劳伦斯,诗文出处 / 历史类比引用 / 神交引用,诗文出处,62,2,2,1,1,笑敖年代(2),夫人、情人、像
唐绍仪,政治人物 / 公职人员 / 历史类比引用 / 神交引用,政治人物,62,2,2,1,2,笑敖年代(2),县长、院长、市长
张作霖,军事人物 / 政治人物 / 公职人员 / 历史类比引用,军事人物,62,2,2,1,1,笑敖年代(2),老师、爸爸、总统、国民党
老布什,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用,政治人物,62,2,2,1,1,笑敖年代(2),爸爸、共产党
艾玫,通信 / 姻亲,通信,62,2,2,1,1,笑敖年代(2),太太、像
陈履安,政治人物 / 财产债务 / 亲属 / 通信 / 公共论战,政治人物,62,2,2,1,2,笑敖年代(2),院长、老师、国民党
齐邦媛,学术 / 诗文出处 / 亲属 / 历史类比引用,学术,62,2,2,1,1,笑敖年代(2),爸爸、学者、法院、国民党
吴敦义,政治人物 / 公职人员 / 通信 / 出版管制 / 公共论战,政治人物,61,2,2,1,1,笑敖年代(2),报纸
杜正胜,政治人物 / 学术 / 见面,政治人物,61,2,2,1,2,笑敖年代(2),总统、像、市长、政府
王世坚,政治人物 / 媒体,政治人物,61,2,2,1,2,笑敖年代(2),法院、警察
罗文干,司法人员 / 政治人物 / 公共论战 / 神交引用,司法人员,61,2,2,1,1,笑敖年代(2),总统、家里、大学
费鸿泰,政治人物 / 见面,政治人物,61,2,2,1,2,笑敖年代(2),同事、朋友、债务、政府
陈菊,政治人物 / 政治异议者 / 见面 / 公共论战,政治人物,61,2,2,1,2,笑敖年代(2),律师、交情、记者、像
黄志芳,政治人物,政治人物,61,2,2,1,2,笑敖年代(2),部长、总统、法院、军购、所谓
宋教仁,政治人物 / 神交引用,政治人物,60,2,2,1,1,笑敖年代(2),总统、国民党
小布什,政治人物 / 公职人员 / 历史类比引用 / 公共论战,政治人物,60,2,2,1,2,笑敖年代(2),爸爸、共产党、民进党
张俊雄,政治人物 / 公职人员 / 公共论战,政治人物,60,2,2,1,2,笑敖年代(2),律师、民进党
肯尼迪,政治人物 / 公职人员 / 历史类比引用,政治人物,60,2,2,1,1,笑敖年代(2),博士
许强,医疗照护 / 同案狱友 / 人权救援 / 烈士殉难,医疗照护,60,2,2,1,1,笑敖年代(2),同学、台独、大学、共产党
邵雍,学术 / 神交引用,学术,60,2,2,1,1,笑敖年代(2),拜访、请他、问我、朋友
陈师孟,政治人物 / 公职人员 / 财产债务 / 公共论战,政治人物,60,2,2,1,2,笑敖年代(2),台大、所谓、见
李应元,政治人物 / 政治异议者 / 人权救援 / 诉讼,政治人物,59,2,2,1,2,笑敖年代(2),民进党、市长、国民党
柯俊雄,媒体 / 文艺音乐 / 政治人物 / 见面 / 公共论战,媒体,59,2,2,1,2,笑敖年代(2),报纸、朋友
费希平,政治人物 / 公共论战 / 媒体 / 选举助选,政治人物,59,2,2,1,2,笑敖年代(2),民进党、委员
张昭鼎,学术 / 学术行政 / 创作资料协助 / 公共论战,学术,59,1,1,1,1,笑敖年代(1),教授、大学、台大、院长
石敬瑭,政治人物 / 军事人物 / 神交引用,政治人物,58,3,3,1,1,笑敖年代(3),
格兰特,政治人物 / 主剧情人物 / 小说剧本人物 / 军事人物 / 历史类比引用,政治人物,58,1,1,1,1,笑敖年代(1),总统、政府、将军、司令
姚嘉文,政治人物 / 政治异议者 / 公共论战,政治人物,57,2,2,1,2,笑敖年代(2),像、法院
陈隆志,学术 / 公共论战,学术,56,2,2,1,1,笑敖年代(2),院长
尼克松,政治人物 / 公职人员 / 历史类比引用 / 公共论战,政治人物,55,2,2,1,2,笑敖年代(2),法院、政府
施洗者约翰,宗教人物 / 神交引用,宗教人物,55,2,2,1,1,笑敖年代(2),见
钱思亮,学术 / 学术行政 / 公共论战,学术,55,1,1,1,1,笑敖年代(1),报纸、研究、大学、中央研究院、院长
陈仪,政治人物 / 军事人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,54,2,2,1,1,笑敖年代(2),政治
刘禅,政治人物 / 历史类比引用,政治人物,54,1,1,1,1,笑敖年代(1),见、院长
华盛顿,政治人物 / 公职人员 / 历史类比引用,政治人物,54,1,1,1,1,笑敖年代(1),总统、像
居浩然,诗文出处 / 学术 / 出版 / 朋友 / 公共论战,诗文出处,54,1,1,1,1,笑敖年代(1),朋友、情人、大学、诗
张朋园,学术行政,学术行政,54,1,1,1,1,笑敖年代(1),一起、研究、中央研究院、所长
