姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
吴俊才,学术 / 媒体 / 通信 / 创作资料协助 / 公共论战,学术,48,1,1,1,1,李敖通电集(1),见、电话、老师、杂志
居里夫人,科学家 / 神交引用,科学家,48,1,1,1,1,李敖通电集(1),夫人、报导
李光耀,政治人物 / 公共论战,政治人物,48,1,1,1,1,李敖通电集(1),见、见面
李孟谦,亲属,亲属,48,1,1,1,1,李敖通电集(1),儿子、大学、读
李煜瀛,政治人物 / 学术 / 历史类比引用,政治人物,48,1,1,1,1,李敖通电集(1),研究、中央研究院、委员、政府、国民党、政治
林献堂,政治人物 / 诗文出处 / 历史类比引用 / 公共论战,政治人物,48,1,1,1,1,李敖通电集(1),学生、文学
沈铭三,亲属 / 朋友 / 见面,亲属,48,1,1,1,1,李敖通电集(1),母亲、夫人
洪秀柱,政治人物 / 公共论战,政治人物,48,1,1,1,1,李敖通电集(1),认识、儿子、总统、立委
王惕吾,媒体 / 出版 / 财产债务 / 公共论战,媒体,48,1,1,1,1,李敖通电集(1),警卫室
蒋渭水,政治异议者 / 政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治异议者,48,1,1,1,1,李敖通电集(1),学生、政治、文学
郑南榕,烈士殉难 / 媒体 / 政治异议者 / 公共论战 / 朋友 / 见面 / 通信,烈士殉难,48,1,1,1,1,李敖通电集(1),去我家、一起、弟弟
钱其琛,政治人物 / 公共论战,政治人物,48,1,1,1,1,李敖通电集(1),
陈纳德,军事人物 / 神交引用,军事人物,48,1,1,1,1,李敖通电集(1),请我、夫人
陶英惠,同学 / 学术 / 通信 / 见面,同学,48,1,1,1,1,李敖通电集(1),
马占山,军事人物 / 政治人物 / 历史类比引用,军事人物,48,1,1,1,1,李敖通电集(1),好友、法务部
唐飞,军事人物 / 政治人物 / 公职人员 / 公共论战,军事人物,47,1,1,1,1,李敖通电集(1),总统、民进党
姚嘉文,政治人物 / 政治异议者 / 公共论战,政治人物,47,1,1,1,1,李敖通电集(1),见、党部、民进党
康宁祥,政治人物 / 政治异议者 / 选举助选 / 公共论战 / 历史类比引用,政治人物,47,1,1,1,1,李敖通电集(1),党部、像
彭婉如,被害人 / 人权救援 / 社会案件 / 公共论战,被害人,47,1,1,1,1,李敖通电集(1),同学、政府
戴笠,情治警务 / 军事人物 / 公共论战 / 历史类比引用,情治警务,47,1,1,1,1,李敖通电集(1),报人、国民党
李庆元,政治人物 / 创作资料协助 / 诉讼 / 公共论战 / 见面,政治人物,47,1,1,1,1,李敖通电集(1),市长、书中
章学诚,学术 / 神交引用,学术,47,1,1,1,1,李敖通电集(1),杂志、史学、国民党、读
许信良,政治人物 / 政治异议者 / 公共论战 / 选举助选,政治人物,47,1,1,1,1,李敖通电集(1),党部、像
邓小平,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,47,1,1,1,1,李敖通电集(1),记者
阎王,虚拟人物 / 宗教人物 / 历史类比引用 / 神交引用,虚拟人物,47,1,1,1,1,李敖通电集(1),传记、文学
陈健民,司法人员 / 诉讼,司法人员,47,1,1,1,1,李敖通电集(1),政府
伊索,诗文出处 / 历史类比引用 / 神交引用,诗文出处,45,1,1,1,1,李敖通电集(1),读、比喻
黄信介,政治人物 / 政治异议者 / 媒体 / 公职人员 / 公共论战,政治人物,45,1,1,1,1,李敖通电集(1),思想、主义
宋七力,宗教人物 / 社会案件 / 财产债务 / 公共论战,宗教人物,44,1,1,1,1,李敖通电集(1),所谓
张良,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,44,1,1,1,1,李敖通电集(1),历史上
秦始皇,政治人物 / 历史类比引用 / 公共论战 / 神交引用,政治人物,44,1,1,1,1,李敖通电集(1),历史上
黄石公,军事人物 / 历史类比引用 / 神交引用,军事人物,44,1,1,1,1,李敖通电集(1),历史上
吕安妮,媒体 / 学术 / 师生 / 见面 / 公共论战,媒体,42,1,1,1,1,李敖通电集(1),
李凤亭,亲属,亲属,42,1,1,1,1,李敖通电集(1),
林则徐,历史类比引用 / 政治人物 / 学术 / 神交引用,历史类比引用,42,1,1,1,1,李敖通电集(1),
汪传浦,财产债务 / 公款经费 / 创作资料协助 / 公共论战,财产债务,42,1,1,1,1,李敖通电集(1),
王志维,亲属 / 出版 / 诉讼 / 创作资料协助,亲属,42,1,1,1,1,李敖通电集(1),
王昭明,政治人物 / 公共论战,政治人物,42,1,1,1,1,李敖通电集(1),
章太炎,学术 / 诗文出处 / 出版 / 政治异议者 / 公共论战 / 历史类比引用,学术,42,1,1,1,1,李敖通电集(1),
胡祖望,出版 / 创作资料协助,出版,42,1,1,1,1,李敖通电集(1),
陈果夫,政治人物 / 党务宣传 / 历史类比引用,政治人物,42,1,1,1,1,李敖通电集(1),
陈继盛,学术 / 公共论战,学术,42,1,1,1,1,李敖通电集(1),
高俊明,宗教人物 / 政治异议者 / 人权救援 / 公共论战,宗教人物,42,1,1,1,1,李敖通电集(1),
王兄能,待复核,待复核,54,2,1,1,2,李敖通电集(2),会面、访问
那名女,待复核,待复核,53,2,1,1,2,李敖通电集(2),碰到
台端尽,待复核,待复核,46,2,0,1,1,李敖通电集(2),
时亲交,待复核,待复核,46,2,0,1,2,李敖通电集(2),
