姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
蔡同荣,政治人物 / 媒体 / 财产债务 / 诉讼 / 公共论战,政治人物,99,19,19,1,4,李敖通电集(19),电视、告发、立委、民进党、国民党、诉状、政府、请他
徐济安,学术行政 / 学术 / 监狱行政,学术行政,99,17,15,1,3,李敖通电集(17),研究、中央研究院、本院、先生、见、所长、打电话、电报
刘锡江,通信 / 学术行政,待复核,99,15,9,1,2,李敖通电集(15),研究、电话、太太、中央研究院、总办事处处长刘锡江、夫人、院长、见
吴大猷,科学家 / 学术 / 学术行政 / 公共论战,科学家,99,15,15,1,3,李敖通电集(15),研究、院长、中央研究院、见、政府、总统、所谓、序
张福淙,财产债务 / 邻居 / 社会案件 / 创作资料协助,财产债务,99,15,15,1,4,李敖通电集(15),财产、见、政府、民进党、国民党、张福淙、柯建铭、洪贵参、家里
杨重信,学术行政 / 见面,待复核,99,13,12,1,6,李敖通电集(13),总务主任杨重信、一起、总务主任、院方、见、院长、先生、研究
林信义,政治人物,政治人物,99,13,10,1,4,李敖通电集(13),部长、总统、院长、政府、政治、委员、民进党、见
许荣棋,媒体 / 创作资料协助 / 公共论战,媒体,99,12,12,1,3,李敖通电集(12),告发、电视、节目、诉状、攻击
许荣淑,政治人物 / 政治异议者 / 亲属 / 出版 / 人权救援 / 通信 / 公共论战,政治人物,99,12,12,1,1,李敖通电集(12),委员、节目、女士、起诉、诉状、朋友、民进党、像
周东欉,亲属 / 学术行政,亲属,99,11,10,1,5,李敖通电集(11),研究、中央研究院、儿子、先生、委员、爸爸、女儿、同仁
拿破仑,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,99,9,9,1,1,李敖通电集(9),国民党、秘书
章孝严,政治人物 / 公共论战,政治人物,99,9,9,1,1,李敖通电集(9),委员、夫人、政治、批评、立委、选举
李承龙,诉讼,诉讼,99,8,7,1,3,李敖通电集(8),告发、诉状、节目、攻击
杨国枢,学术 / 公共论战,学术,99,8,8,1,4,李敖通电集(8),总统、研究、院长、中央研究院、先生、秘书、本院、院方
田长霖,见面 / 学术行政 / 学术,见面,99,8,8,1,4,李敖通电集(8),认识、博士、找他、研究、中央研究院、院长、夫人、会面
胡适,通信 / 见面 / 学术 / 学术行政 / 诗文出处 / 公共论战 / 历史类比引用,通信,99,8,8,1,3,李敖通电集(8),研究、本院、院长
陈定南,政治人物 / 公职人员 / 司法人员 / 公共论战,政治人物,99,8,8,1,3,李敖通电集(8),法务部、部长、委员、立委、法院、公共
刘和谦,军事人物 / 公职人员 / 公共论战,军事人物,99,7,7,1,1,李敖通电集(7),委员、参谋、专案小组、报导、书中、司令、像、担任参谋总长的刘和谦上将
吴锦丽,姻亲,姻亲,99,7,7,1,2,李敖通电集(7),研究、中央研究院、太太、电话、夫人、院长、爸爸、传来了夫人吴锦丽的询问
谢启大,政治人物 / 司法人员 / 公共论战,政治人物,99,7,7,1,1,李敖通电集(7),总统、记者、法院、委员、夫人、法官、见、证人
陈哲男,监狱行政 / 学术行政,监狱行政,99,7,7,1,4,李敖通电集(7),总统、秘书、研究、中央研究院、见、记者、政府、院长
陈由豪,财产债务 / 创作资料协助 / 公共论战,财产债务,99,7,7,1,1,李敖通电集(7),土地、院长、研究、中央研究院、报导
耶稣,宗教人物 / 历史类比引用 / 神交引用,宗教人物,99,5,5,1,4,李敖通电集(5),学生、大学、事务
蒋介石,政治人物 / 公共论战 / 历史类比引用,政治人物,99,4,4,1,3,李敖通电集(4),文星、警卫室
王作荣,师生 / 学术 / 政治人物 / 公共论战,师生,98,3,3,1,1,李敖通电集(3),老师、告诉我、大学、国民党
宋楚瑜,政治人物 / 党务宣传 / 见面 / 选举助选 / 公共论战,政治人物,95,13,13,1,10,李敖通电集(13),国民党、选举、总统、政治、立委、委员、告发、民进党
钟金江,诉讼,诉讼,95,8,6,1,3,李敖通电集(8),告发、诉状、电视
李永萍,媒体 / 政治人物 / 见面 / 公共论战,媒体,95,7,7,1,3,李敖通电集(7),电视、节目、律师、代理、见、党部、民进党、晤
田再庭,政治人物 / 政治异议者 / 诉讼 / 公共论战,政治人物,95,7,7,1,3,李敖通电集(7),告发、诉状、请他、院长、法院、总统、国民党、民视的董监事包括田再庭、蔡同荣、张俊宏、李镇源、陈刚信
刘玲根,学术行政,学术行政,95,6,5,1,2,李敖通电集(6),研究、所长、中央研究院、调查局、法院、财产
李政道,科学家 / 学术 / 历史类比引用 / 公共论战,科学家,95,6,6,1,2,李敖通电集(6),研究、见、政府、弟弟、中央研究院、院长、论战、封杀
蒋经国,政治人物 / 公共论战 / 历史类比引用,政治人物,95,6,6,1,4,李敖通电集(6),请我、请他、总统、书中、夫人、委员、政治、写信
刘宗欣,律师代理,律师代理,95,3,3,1,1,李敖通电集(3),见、记者、律师、代理、法官、代理曾文惠出庭的刘宗欣律师
孙中山,政治人物 / 公共论战 / 历史类比引用,政治人物,95,3,3,1,2,李敖通电集(3),研究、学术、国民党、中央研究院、政府、政治、思想、哲学
潘毓刚,科学家 / 学术 / 朋友 / 通信 / 见面 / 公共论战,科学家,94,5,5,1,2,李敖通电集(5),教授、朋友、序、读
瞿海源,学术 / 学术行政 / 公共论战,学术,94,4,4,1,3,李敖通电集(4),研究、中央研究院、报导、所长、序、院方、委员
爱因斯坦,科学家 / 历史类比引用 / 神交引用,科学家,94,3,3,1,1,李敖通电集(3),教授、大学、研究、中央研究院、博士、夫人、报导
邬宏潘,监狱行政,监狱行政,94,3,3,1,1,李敖通电集(3),见、秘书、总办事处处长邬宏潘
包奕洪,朋友 / 创作资料协助 / 公共论战,朋友,93,5,5,1,3,李敖通电集(5),节目、先生、支票
孔子,诗文出处 / 学术 / 历史类比引用 / 神交引用,诗文出处,92,3,3,1,1,李敖通电集(3),名言
罗铜壁,学术行政,学术行政,91,3,3,1,2,李敖通电集(3),院长、本院、致函、研究、中央研究院、见
释迦牟尼,宗教人物 / 神交引用,宗教人物,91,3,3,1,2,李敖通电集(3),母亲、女儿
蔡元培,学术行政 / 学术 / 诗文出处 / 公共论战 / 历史类比引用,学术行政,89,4,4,1,3,李敖通电集(4),研究、中央研究院、教授、院内、委员、政府、国民党、政治
邱义仁,政治人物 / 政治异议者 / 公共论战 / 见面,政治人物,88,5,5,1,2,李敖通电集(5),秘书、所谓
叶义雄,监狱行政,监狱行政,88,3,3,1,2,李敖通电集(3),研究、所长、序、院方、委员
尹清枫,军事人物 / 被害人 / 公款经费 / 公共论战,军事人物,88,3,3,1,2,李敖通电集(3),委员、总统、太太、记者、法务部、部长
梅贻琦,学术行政 / 学术 / 公共论战 / 神交引用,学术行政,88,3,3,1,1,李敖通电集(3),部长、学生、校长、研究、大学、王企祥从梅贻琦那边请得庚款基金
刘绍唐,出版 / 媒体 / 师生 / 见面 / 通信 / 公共论战 / 创作资料协助,出版,87,4,4,1,2,李敖通电集(4),杂志、传记、文学、见、查禁、老师
周荃,媒体 / 创作资料协助 / 通信 / 公共论战,媒体,86,3,3,1,3,李敖通电集(3),电视、见、节目
星云法师,宗教人物 / 公共论战,宗教人物,85,4,4,1,2,李敖通电集(4),大学、教授、政府、请他
关公,军事人物 / 宗教人物 / 历史类比引用 / 神交引用,军事人物,84,5,5,1,3,李敖通电集(5),助理、经费、信托、见、财产、法务部、委员、选举
上帝,宗教人物 / 神交引用,宗教人物,84,4,4,1,3,李敖通电集(4),序、告诉我、见
吴相湘,师生 / 学术 / 见面 / 编辑 / 诗文出处 / 出版,师生,84,2,2,1,1,李敖通电集(2),杂志、传记、文学、教授、女儿、见、老师
曾志朗,学术,学术,83,3,3,1,1,李敖通电集(3),见、研究、中央研究院、学术、教授、大学、总统、委员
李崇道,科学家 / 学术行政 / 公共论战,科学家,83,3,3,1,1,李敖通电集(3),研究、院长、弟弟、中央研究院、论战、封杀、李崇道（李政道的弟弟，当时是中央研究院副院长）
李远鹏,亲属,亲属,83,3,3,1,2,李敖通电集(3),弟弟、院长、教授、研究、大学、中央研究院、法官
连战,政治人物 / 公职人员 / 选举助选 / 公共论战,政治人物,83,3,3,1,2,李敖通电集(3),研究、中央研究院、政治、见、贵院、院长、总统
刘兆玄,学术 / 政治人物 / 公职人员 / 公共论战,学术,82,3,3,1,1,李敖通电集(3),研究、博士、中央研究院、回信、弟弟
李金龙,政治人物 / 亲属 / 公共论战,政治人物,82,3,3,1,1,李敖通电集(3),父亲、警察、记者、报导、作品、文学、刑警、读
杨振宁,科学家 / 历史类比引用 / 神交引用,科学家,82,3,3,1,2,李敖通电集(3),弟弟、研究、中央研究院、院长、丁肇中、杨振宁、郑洪反对加入的一方、找他
陈振东,律师代理 / 见面 / 创作资料协助,律师代理,82,2,2,1,1,李敖通电集(2),见、见证、电视、律师、代理、陈振东律师见证
卜少夫,政治人物 / 公共论战 / 见面,政治人物,81,3,3,1,1,李敖通电集(3),电话、杂志、老师
经征得,政治人物,政治人物,81,2,2,1,1,李敖通电集(2),秘书、总统、院长、研究、中央研究院
何凡,媒体 / 出版 / 朋友 / 创作资料协助,媒体,80,3,3,1,1,李敖通电集(3),见、文星、警备总部、宣传
蔡豪,政治人物 / 朋友 / 见面,政治人物,80,3,3,1,1,李敖通电集(3),电视、见、案外人蔡豪之觊觎
林俊义,学术 / 政治人物 / 公共论战,学术,79,3,3,1,1,李敖通电集(3),总统、政治、见
王叔岷,学术 / 公共论战,学术,79,2,2,1,1,李敖通电集(2),教授、研究、先生、夫人
相关禁,政治人物,政治人物,78,3,2,1,3,李敖通电集(3),主席、记者、总统
何支薪,学术行政,学术行政,77,2,2,1,1,李敖通电集(2),贵院、院长、本院
和两位,监狱行政,监狱行政,76,2,2,1,2,李敖通电集(2),研究、院长、所长、所谓、好友、送我、爸爸、妈妈
应依,学术行政,学术行政,76,2,2,1,1,李敖通电集(2),贵院、院长、总统、见
经评议,学术行政,学术行政,76,2,2,1,2,李敖通电集(2),院长、总统、选举、研究、中央研究院、所长、院内
查作业,学术行政,学术行政,75,2,2,1,2,李敖通电集(2),委员、研究、本院、所长、院方、院长、所谓
黄昆辉,学术行政 / 政治人物 / 公共论战,学术行政,75,2,2,1,1,李敖通电集(2),院长、秘书、总统、研究、中央研究院
沈哲鲲,监狱行政,监狱行政,74,3,2,1,2,李敖通电集(3),研究、所长、院长
俞大维,军事人物 / 公职人员 / 学术 / 历史类比引用,军事人物,74,2,2,1,1,李敖通电集(2),学生、部长、国防部长俞大维
公帑,公款经费,公款经费,74,2,2,1,2,李敖通电集(2),公帑、研究、总务主任
刘辰旦,同案狱友 / 政治异议者 / 创作资料协助 / 公共论战,同案狱友,74,2,2,1,2,李敖通电集(2),先生、同案、本院、法院、委员
包含卢,看守戒护,看守戒护,74,2,2,1,2,李敖通电集(2),同仁、管理员、委员
司机同,看守戒护,看守戒护,74,2,2,1,2,李敖通电集(2),同仁、管理员、委员
戴锜,政治人物 / 诉讼 / 公共论战,政治人物,74,2,2,1,1,李敖通电集(2),透过电话连线与戴锜要求相关单位查察、谢启大、冯沪祥及新党籍侨务委员戴锜
李安妮,刑求人员,刑求人员,74,2,2,1,1,李敖通电集(2),调查局、记者、法官、总统、曾文惠及李安妮母女
林瑞图,政治人物 / 选举助选 / 通信 / 公共论战,政治人物,74,2,2,1,2,李敖通电集(2),院方、立委、见
罗斯福,政治人物 / 军事人物 / 历史类比引用 / 公共论战,政治人物,74,2,2,1,1,李敖通电集(2),委员、选举
陈密谈,政治人物,政治人物,74,2,2,1,2,李敖通电集(2),总统、主席、读、寄给
徐缉昌,财产债务,财产债务,73,3,2,1,1,李敖通电集(3),财产、总统、委员
王晓波,学术 / 政治异议者 / 公共论战,学术,72,5,5,1,4,李敖通电集(5),访问、研究、大学、哲学、主义
庄铭耀,军事人物 / 公职人员 / 公共论战,军事人物,72,3,3,1,1,李敖通电集(3),专案小组、书中
任来,同事,同事,72,2,2,1,2,李敖通电集(2),同仁
时当场,同事,同事,72,2,2,1,2,李敖通电集(2),同仁
项发现,同事,同事,72,2,2,1,2,李敖通电集(2),同仁、委员
龙柏,学术,学术,72,2,2,1,2,李敖通电集(2),研究
支领特,学术行政,学术行政,71,2,2,1,1,李敖通电集(2),研究、本院、院长、中央研究院、部长
张昭雄,政治人物 / 公共论战,政治人物,70,2,2,1,2,李敖通电集(2),研究、中央研究院、院长、总务主任、支票、学术
丁肇中,科学家 / 学术 / 公共论战,科学家,69,2,2,1,1,李敖通电集(2),弟弟、研究、中央研究院、院长、丁肇中、杨振宁、郑洪反对加入的一方
刘主任,通信,通信,69,2,2,1,1,李敖通电集(2),本院、打电话、电话
连家立,朋友 / 见面,朋友,69,2,2,1,2,李敖通电集(2),弟弟、妹妹、致函、记者、总统
邵广昭,学术行政,学术行政,69,2,2,1,2,李敖通电集(2),研究、中央研究院、院长、所长、序、院方、委员
万左右,学术行政,学术行政,68,2,2,1,2,李敖通电集(2),研究、院长、部长、致函
张昭鼎,学术 / 学术行政 / 创作资料协助 / 公共论战,学术,68,2,2,1,1,李敖通电集(2),回信、弟弟
张桂贞,亲属 / 诉讼 / 创作资料协助 / 财产债务,亲属,68,2,2,1,2,李敖通电集(2),妈妈、病房、女士
成立特,监狱行政,监狱行政,68,2,2,1,2,李敖通电集(2),法务部、部长、记者
戴琏璋,监狱行政,监狱行政,68,2,2,1,2,李敖通电集(2),研究、所长、序、院方、委员
王瑞駪,师生,师生,68,2,2,1,1,李敖通电集(2),教授、大学、研究、中央研究院
郑泰安,监狱行政,监狱行政,68,2,2,1,2,李敖通电集(2),委员、研究、所长、序、院方
刘旭峰,媒体 / 创作资料协助,媒体,67,2,2,1,1,李敖通电集(2),党部、民进党、新闻部经理李永萍、副理刘旭峰、副理王而立
常常想,政治人物,政治人物,67,2,2,1,2,李敖通电集(2),总统、教授、大学、读
张松涵,朋友 / 见面,朋友,67,2,2,1,2,李敖通电集(2),大学、读、学生、北大、先生、好友
朱云鹏,监狱行政,监狱行政,67,2,2,1,2,李敖通电集(2),研究、所长、序、委员
王而立,媒体 / 创作资料协助,媒体,67,2,2,1,1,李敖通电集(2),党部、民进党、新闻部经理李永萍、副理刘旭峰、副理王而立
陈升宏,财产债务 / 创作资料协助 / 公共论战,财产债务,67,2,2,1,1,李敖通电集(2),见、总经理陈升宏去职
郭沫若,学术 / 出版 / 政治人物 / 公共论战 / 神交引用,学术,66,3,3,1,1,李敖通电集(3),共产党、读、国民党
宣称,公共论战,公共论战,66,2,2,1,2,李敖通电集(2),政治、致函、记者
江主席,政治人物,政治人物,66,2,2,1,2,李敖通电集(2),主席
平路,诗文出处 / 媒体 / 见面,诗文出处,65,3,3,1,3,李敖通电集(3),来信、电话
丁远超,媒体 / 公共论战,媒体,64,2,2,1,1,李敖通电集(2),像、发言人丁远超本月里就举证说李远哲对李登辉
郝柏村,军事人物 / 政治人物 / 公职人员 / 选举助选 / 公共论战,军事人物,64,2,2,1,1,李敖通电集(2),专案小组、委员、像、书中
郭冠英,媒体 / 创作资料协助 / 公共论战,媒体,63,3,3,1,1,李敖通电集(3),见、政府、台独
吴敬恒,学术 / 政治人物 / 公共论战 / 历史类比引用,学术,62,2,2,1,1,李敖通电集(2),写信、朋友
张俊雄,政治人物 / 公职人员 / 公共论战,政治人物,62,2,2,1,2,李敖通电集(2),院长、委员
李镇源,科学家 / 医疗照护 / 学术 / 人权救援 / 公共论战,科学家,62,2,2,1,1,李敖通电集(2),民视的董监事包括田再庭、蔡同荣、张俊宏、李镇源、陈刚信
柯建铭,政治人物 / 公共论战,政治人物,62,2,2,1,1,李敖通电集(2),张福淙、柯建铭、洪贵参
洪贵参,律师代理 / 通信 / 诉讼,律师代理,62,2,2,1,1,李敖通电集(2),张福淙、柯建铭、洪贵参
陈刚信,媒体 / 公共论战,媒体,62,2,2,1,1,李敖通电集(2),民视的董监事包括田再庭、蔡同荣、张俊宏、李镇源、陈刚信
陈良榘,律师代理 / 诉讼 / 创作资料协助,律师代理,62,2,2,1,1,李敖通电集(2),律师、立委、朋友
马英九,政治人物 / 公共论战 / 选举助选,政治人物,62,2,2,1,2,李敖通电集(2),本院、市长
董狐,学术 / 神交引用,学术,61,2,2,1,1,李敖通电集(2),文星、国民党、杂志
张训嘉,律师代理,律师代理,61,1,1,1,1,李敖通电集(1),事务、律师、委由、所谓
何飞鹏,出版 / 媒体 / 见面,出版,60,2,2,1,1,李敖通电集(2),序、读
连方瑀,公共论战 / 亲属,公共论战,60,2,2,1,1,李敖通电集(2),电视、晤、总统
柏杨,诗文出处 / 政治异议者 / 人权救援 / 公共论战 / 出版,诗文出处,59,2,2,1,1,李敖通电集(2),政治、序
伍木成,师生,师生,59,1,1,1,1,李敖通电集(1),老师、主席
李应元,政治人物 / 政治异议者 / 人权救援 / 诉讼,政治人物,57,1,1,1,1,李敖通电集(1),委员
能参选,政治人物,政治人物,57,1,1,1,1,李敖通电集(1),总统、特务、国民党、共产党
关中,政治人物 / 党务宣传 / 选举助选,政治人物,56,2,2,1,2,李敖通电集(2),致函
证严法师,宗教人物 / 人权救援 / 公共论战,宗教人物,56,2,2,1,1,李敖通电集(2),见、认识
王菲,文艺音乐 / 媒体 / 见面,文艺音乐,56,1,1,1,1,李敖通电集(1),好友、送我、爸爸、妈妈、姐姐、委员
计室卢,见面,见面,56,1,1,1,1,李敖通电集(1),会面、太太、妻
马围剿,政治人物,政治人物,56,1,1,1,1,李敖通电集(1),院长、总统、委员、政府、民进党、院内
高薪水,通信,通信,56,1,1,1,1,李敖通电集(1),打电话、电报、电话
李德财,学术行政,学术行政,55,2,1,1,1,李敖通电集(2),研究、中央研究院、院长、所长
杨祥发,学术行政,学术行政,55,2,1,1,1,李敖通电集(2),研究、中央研究院、院长、所长
鲁国镛,学术行政,学术行政,55,2,1,1,1,李敖通电集(2),研究、中央研究院、院长、所长
施令,姻亲,姻亲,55,1,1,1,1,李敖通电集(1),见、太太、夫人、研究、中央研究院、院长、记者、总统
王墨林,政治人物 / 同学 / 朋友 / 见面,政治人物,55,1,1,1,1,李敖通电集(1),写信、好友、送我、爸爸、妈妈、委员、先生
石滋宜,学术 / 创作资料协助 / 见面 / 公共论战,学术,55,1,1,1,1,李敖通电集(1),学生、教书、像
祖父祖,亲属,亲属,55,1,1,1,1,李敖通电集(1),写信、爸爸、妈妈
能劝卢,姻亲,姻亲,55,1,1,1,1,李敖通电集(1),太太、妻、先生
蒋仲苓,军事人物 / 政治人物,军事人物,55,1,1,1,1,李敖通电集(1),研究、中央研究院、院长、部长、国民党
蔡义雄,学术行政,学术行政,55,1,1,1,1,李敖通电集(1),研究、中央研究院、院长、所长
车驾驶,学术行政,学术行政,55,1,1,1,1,李敖通电集(1),院方、院长
郑重质,政治人物,政治人物,55,1,1,1,1,李敖通电集(1),记者、总统、委员、立委
金十万,学术行政,学术行政,55,1,1,1,1,李敖通电集(1),研究、本院、院方、委员
陶渊明,诗文出处 / 学术 / 历史类比引用 / 神交引用,诗文出处,55,1,1,1,1,李敖通电集(1),读、比喻
马克思,学术 / 公共论战 / 历史类比引用,学术,55,1,1,1,1,李敖通电集(1),共产党、思想、主义
龙穴,政治人物,政治人物,55,1,1,1,1,李敖通电集(1),委员、立委、选举
慎重,司法人员,司法人员,54,2,1,1,2,李敖通电集(2),报导、法官、委员
时支持,姻亲,姻亲,54,2,1,1,2,李敖通电集(2),妻
蔡振水,学术行政,学术行政,54,2,1,1,1,李敖通电集(2),见、研究、中央研究院、所长
郭宗德,监狱行政,监狱行政,54,2,1,1,1,李敖通电集(2),研究、所长
刘源俊,学术行政 / 学术 / 公共论战,学术行政,54,1,1,1,1,李敖通电集(1),找我、编辑、总编辑
劳伦斯,诗文出处 / 历史类比引用 / 神交引用,诗文出处,54,1,1,1,1,李敖通电集(1),研究、大学、主席、委员
吴焕章,朋友 / 见面,朋友,54,1,1,1,1,李敖通电集(1),好友、法务部、先生
巴燕达鲁,诉讼 / 媒体 / 公共论战,诉讼,54,1,1,1,1,李敖通电集(1),巴燕达鲁 （台北市中山南路1号）
张清溪,师生,师生,54,1,1,1,1,李敖通电集(1),教授、台大、报导、思想
成舍我,媒体 / 学术行政 / 公共论战,媒体,54,1,1,1,1,李敖通电集(1),女儿、出版、杂志、传记、大学、文学
戴政,学术行政 / 创作资料协助,学术行政,54,1,1,1,1,李敖通电集(1),秘书组主任戴政
李曾遹,学术 / 科学家 / 创作资料协助,学术,54,1,1,1,1,李敖通电集(1),王企祥带领李远哲和李曾遹写学术论文
杨宪宏,媒体 / 公共论战 / 见面,媒体,54,1,1,1,1,李敖通电集(1),环球电视总经理杨宪宏出面邀请李敖主持节目
沈君山,学术 / 学术行政 / 党务宣传 / 机构警卫 / 公共论战,学术,54,1,1,1,1,李敖通电集(1),找我、编辑、总编辑
白恳请,学术行政,学术行政,54,1,1,1,1,李敖通电集(1),院长
相晤,通信,通信,54,1,1,1,1,李敖通电集(1),晤、电话、教授
能尽速,学术,学术,54,1,1,1,1,李敖通电集(1),研究、学术、中央研究院、法院、总统、政府
赵怡,媒体 / 创作资料协助 / 公共论战,媒体,54,1,1,1,1,李敖通电集(1),公司）原由赵怡等组成
通拆掉,学术行政,学术行政,54,1,1,1,1,李敖通电集(1),院长
那院长,公款经费,公款经费,54,1,1,1,1,李敖通电集(1),特支费、院长、所谓
郑洪,科学家 / 学术 / 公共论战,科学家,54,1,1,1,1,李敖通电集(1),丁肇中、杨振宁、郑洪反对加入的一方
金国宝,师生,师生,54,1,1,1,1,李敖通电集(1),老师、主席
金融贷,财产债务,财产债务,54,1,1,1,1,李敖通电集(1),土地、政府
钱思亮,学术 / 学术行政 / 公共论战,学术,54,1,1,1,1,李敖通电集(1),见、同仁、研究、中央研究院、说过、先生
阎孟华,姻亲,姻亲,54,1,1,1,1,李敖通电集(1),一起、好友、夫人、委员
阎振兴,学术行政 / 学术,学术行政,54,1,1,1,1,李敖通电集(1),教授、朋友
阎琴南,学术行政 / 创作资料协助,学术行政,54,1,1,1,1,李敖通电集(1),政风室主任阎琴南
陈明,财产债务,财产债务,54,1,1,1,1,李敖通电集(1),财产、总统、委员
韩非,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,54,1,1,1,1,李敖通电集(1),教授、研究、台大、思想、哲学
文洋兄,见面,见面,53,2,1,1,1,李敖通电集(2),会面
杨莲福,见面,见面,53,2,1,1,1,李敖通电集(2),见
印证,见面,见面,53,1,1,1,1,李敖通电集(1),见
家人迁,学术,学术,53,1,1,1,1,李敖通电集(1),大学
徐树铮,军事人物 / 政治人物 / 公共论战 / 历史类比引用 / 神交引用,军事人物,53,1,1,1,1,李敖通电集(1),送我、传记、批评、文学、先生
林莲开,见面,见面,53,1,1,1,1,李敖通电集(1),见、节目
牛顿,科学家 / 历史类比引用 / 神交引用,科学家,53,1,1,1,1,李敖通电集(1),杂志、采访
石城兄,政治人物,政治人物,53,1,1,1,1,李敖通电集(1),朋友、总统
金校长,见面,见面,53,1,1,1,1,李敖通电集(1),请我
闻声,见面,见面,53,1,1,1,1,李敖通电集(1),一起
闻显示,媒体,媒体,53,1,1,1,1,李敖通电集(1),记者、法院、委员
陈之信,政治人物,政治人物,53,1,1,1,1,李敖通电集(1),主席
陈做最,政治人物,政治人物,53,1,1,1,1,李敖通电集(1),主席
陈再次,政治人物,政治人物,53,1,1,1,1,李敖通电集(1),主席、书中
陈摊牌,政治人物,政治人物,53,1,1,1,1,李敖通电集(1),总统
陈沟通,政治人物,政治人物,53,1,1,1,1,李敖通电集(1),总统
马永成,创作资料协助 / 财产债务 / 公共论战,创作资料协助,53,1,1,1,1,李敖通电集(1),总统
高荫祖,诗文出处 / 历史类比引用,诗文出处,53,1,1,1,1,李敖通电集(1),拜访
高血压,学术,学术,53,1,1,1,1,李敖通电集(1),台大
王阳明,历史类比引用 / 学术 / 神交引用,历史类比引用,52,1,1,1,1,李敖通电集(1),
陈交换,公共论战,公共论战,52,1,1,1,1,李敖通电集(1),民进党
奥威尔,出版 / 政治异议者 / 神交引用,出版,50,2,2,1,1,李敖通电集(2),
谢长廷,政治人物 / 律师代理 / 选举助选 / 公共论战,政治人物,50,1,1,1,1,李敖通电集(1),同仁、关怀、本院、院方、院长、委员
张光直,学术 / 出版 / 神交引用,学术,49,1,1,1,1,李敖通电集(1),研究、中央研究院、院长、所长、所谓
李夫人,历史类比引用 / 情感 / 神交引用,历史类比引用,49,1,1,1,1,李敖通电集(1),见、太太、夫人、研究、中央研究院、院长、记者、总统
梅兰芳,媒体 / 神交引用,媒体,49,1,1,1,1,李敖通电集(1),爸爸、妈妈
苏志诚,政治人物 / 公职人员 / 创作资料协助 / 公共论战,政治人物,49,1,1,1,1,李敖通电集(1),信托、委员
丁锡庆,姻亲,姻亲,48,1,1,1,1,李敖通电集(1),请我、夫人
全祖望,诗文出处 / 历史类比引用 / 神交引用,诗文出处,48,1,1,1,1,李敖通电集(1),学生
