姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
托尔斯泰,神交引用,神交引用,73,2,2,1,1,胡适研究(2),著作、文学
翁文灏,政治人物 / 公职人员 / 学术 / 历史类比引用,政治人物,73,2,2,1,1,胡适研究(2),传记、与翁文灏、曾世英合编
詹姆士,学术 / 科学家 / 历史类比引用 / 神交引用,学术,72,3,3,1,2,胡适研究(3),哲学、主义、像、教书、思想
刘禅,政治人物 / 历史类比引用,政治人物,71,3,3,1,2,胡适研究(3),政治、见、政府、批评
张幼仪,姻亲,姻亲,70,2,2,1,1,胡适研究(2),离婚、写信、夫人、政治、思想、结婚
左拉,诗文出处 / 政治异议者 / 公共论战 / 历史类比引用,诗文出处,69,3,3,1,1,胡适研究(3),文学、政治、主义、学者
冯顺弟,亲属 / 社会案件 / 医疗照护 / 被害人 / 历史类比引用 / 神交引用,亲属,69,2,2,1,1,胡适研究(2),妈妈、家里、冯顺弟
林长民,政治人物 / 学术 / 公职人员 / 历史类比引用,政治人物,69,2,2,1,1,胡适研究(2),朋友、研究、传记、大学、文学、如林长民、梁启超、梁士诒、蔡元培、张元济、高梦旦、陈独秀、熊希龄、叶景葵等人写自传
台静农,学术 / 出版 / 见面 / 公共论战,学术,68,2,2,1,1,胡适研究(2),大学、台大、校改本，送给徐高阮、毛子水、台静农、姚从吾、台大图书馆、成功大学图书馆、李敖，蒋梦麟、沈宗瀚、钱天鹤
李寅恭,出版 / 诗文出处,出版,68,2,2,1,1,胡适研究(2),教授、北大、著作、章士钊、李寅恭等文章
梁士诒,政治人物 / 公职人员,政治人物,68,2,2,1,1,胡适研究(2),朋友、研究、传记、文学、如林长民、梁启超、梁士诒、蔡元培、张元济、高梦旦、陈独秀、熊希龄、叶景葵等人写自传
沈宗瀚,学术 / 公职人员 / 创作资料协助,学术,68,2,2,1,1,胡适研究(2),大学、台大、校改本，送给徐高阮、毛子水、台静农、姚从吾、台大图书馆、成功大学图书馆、李敖，蒋梦麟、沈宗瀚、钱天鹤
蒋百里,军事人物 / 诗文出处 / 历史类比引用,军事人物,68,2,2,1,1,胡适研究(2),家里、大学、发行、杂志、投稿
钱天鹤,学术 / 公职人员 / 创作资料协助,学术,68,2,2,1,1,胡适研究(2),大学、台大、校改本，送给徐高阮、毛子水、台静农、姚从吾、台大图书馆、成功大学图书馆、李敖，蒋梦麟、沈宗瀚、钱天鹤
陈立峰,出版 / 创作资料协助,出版,68,2,2,1,1,胡适研究(2),出版、文星、陈立峰、毛子水、梁实秋、叶公超、徐复观、黎东方、胡秋原、李敖、蒋复璁、王洪钧、余光中
扁鹊,医疗照护 / 神交引用,医疗照护,67,3,3,1,1,胡适研究(3),思想、学者、司令
叶景葵,出版 / 诗文出处,出版,67,2,2,1,1,胡适研究(2),朋友、传记、文学、如林长民、梁启超、梁士诒、蔡元培、张元济、高梦旦、陈独秀、熊希龄、叶景葵等人写自传
司马光,政治人物 / 学术 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,67,2,2,1,2,胡适研究(2),序、主义
张元济,出版 / 诗文出处,出版,67,2,2,1,1,胡适研究(2),朋友、传记、文学、如林长民、梁启超、梁士诒、蔡元培、张元济、高梦旦、陈独秀、熊希龄、叶景葵等人写自传
曾世英,学术 / 诗文出处,学术,67,2,2,1,1,胡适研究(2),传记、与翁文灏、曾世英合编
熊希龄,政治人物 / 学术 / 神交引用,政治人物,67,2,2,1,1,胡适研究(2),朋友、传记、文学、如林长民、梁启超、梁士诒、蔡元培、张元济、高梦旦、陈独秀、熊希龄、叶景葵等人写自传
高梦旦,出版 / 诗文出处,出版,67,2,2,1,1,胡适研究(2),朋友、传记、文学、如林长民、梁启超、梁士诒、蔡元培、张元济、高梦旦、陈独秀、熊希龄、叶景葵等人写自传
黎东方,学术 / 诗文出处 / 历史类比引用,学术,67,2,2,1,1,胡适研究(2),出版、陈立峰、毛子水、梁实秋、叶公超、徐复观、黎东方、胡秋原、李敖、蒋复璁、王洪钧、余光中
狄更斯,诗文出处 / 历史类比引用 / 神交引用,诗文出处,66,3,3,1,1,胡适研究(3),文学、政治、主义
王子直,通信 / 创作资料协助,通信,66,2,2,1,1,胡适研究(2),朋友、答王子直
地藏菩萨,宗教人物 / 神交引用,宗教人物,64,3,3,1,1,胡适研究(3),电报
阎王,虚拟人物 / 宗教人物 / 历史类比引用 / 神交引用,虚拟人物,64,3,3,1,1,胡适研究(3),见、辩护
吴敬梓,诗文出处 / 历史类比引用 / 神交引用,诗文出处,63,3,3,1,2,胡适研究(3),传记
张厚载,文艺音乐 / 公共论战 / 诗文出处,文艺音乐,62,2,2,1,1,胡适研究(2),张厚载在《我的中国旧戏观》
张勋,军事人物 / 政治人物 / 历史类比引用,军事人物,61,2,2,1,1,胡适研究(2),出版、论文、教授、北大
华佗,医疗照护 / 历史类比引用 / 神交引用,医疗照护,60,2,2,1,1,胡适研究(2),学者、史学、思想
李鸿章,政治人物 / 学术 / 公共论战 / 神交引用,政治人物,60,2,2,1,2,胡适研究(2),研究、传记、历史上
林琴南,学术 / 诗文出处 / 出版 / 历史类比引用 / 神交引用,学术,60,2,2,1,1,胡适研究(2),序、主义
光绪,政治人物 / 历史类比引用 / 神交引用,政治人物,58,2,2,1,1,胡适研究(2),读、见、学生、文学
张飞,军事人物 / 历史类比引用 / 公共论战,军事人物,58,2,2,1,2,胡适研究(2),政治
何键,军事人物 / 政治人物 / 历史类比引用,军事人物,57,2,2,1,1,胡适研究(2),读、见、书中、诗
谭嗣同,政治异议者 / 学术 / 历史类比引用 / 神交引用,政治异议者,57,2,2,1,1,胡适研究(2),思想、学者、司令
贝尔,科学家 / 神交引用,科学家,57,2,2,1,1,胡适研究(2),思想、主义、读
吴佩孚,军事人物 / 政治人物 / 历史类比引用,军事人物,56,2,2,1,1,胡适研究(2),主义、朋友
张作霖,军事人物 / 政治人物 / 公职人员 / 历史类比引用,军事人物,56,2,2,1,1,胡适研究(2),主义、朋友
张国淦,政治人物 / 公职人员 / 诗文出处 / 历史类比引用,政治人物,56,2,2,1,2,胡适研究(2),见、写信
笛卡儿,学术 / 科学家 / 历史类比引用 / 神交引用,学术,56,2,2,1,2,胡适研究(2),哲学、像
老子,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,56,1,1,1,1,胡适研究(1),思想、书中、哲学
俞樾,学术 / 诗文出处 / 学术考证引用 / 历史类比引用 / 神交引用,学术,55,2,2,1,2,胡适研究(2),传记、历史上
齐白石,文艺音乐 / 历史类比引用 / 神交引用,文艺音乐,55,2,2,1,2,胡适研究(2),北大
吴大猷,科学家 / 学术 / 学术行政 / 公共论战,科学家,55,1,1,1,1,胡适研究(1),研究、中央研究院、院长、政府、先生
丘吉尔,政治人物 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,54,1,1,1,1,胡适研究(1),学术、引用
列宁,政治人物 / 公共论战 / 历史类比引用,政治人物,54,1,1,1,1,胡适研究(1),思想
孟戈,出版 / 公共论战 / 创作资料协助,出版,54,1,1,1,1,胡适研究(1),《展望》杂志中的孟戈先生
文殊菩萨,宗教人物 / 神交引用,宗教人物,54,1,1,1,1,胡适研究(1),辩护
曾依孙,师生,师生,54,1,1,1,1,胡适研究(1),教授、出版、大学、先生
汪梦湘,情治警务 / 军事人物 / 出版 / 诗文出处 / 朋友 / 公共论战,情治警务,54,1,1,1,1,胡适研究(1),杂志、文星、作品、先生
爱因斯坦,科学家 / 历史类比引用 / 神交引用,科学家,54,1,1,1,1,胡适研究(1),发行、杂志、投稿
王阳明,历史类比引用 / 学术 / 神交引用,历史类比引用,54,1,1,1,1,胡适研究(1),读
罗尔纲,学术 / 出版 / 神交引用,学术,54,1,1,1,1,胡适研究(1),传记、北大、文学
若兰,出版 / 公共论战 / 创作资料协助,出版,54,1,1,1,1,胡适研究(1),《中国学生周报》中的若兰先生
陆啸钊,同学 / 朋友 / 出版 / 学术 / 创作资料协助 / 公共论战,同学,54,1,1,1,1,胡适研究(1),朋友、出版、杂志、大学、先生
唐擘黄,学术,学术,53,1,1,1,1,胡适研究(1),论文、哲学、文学
尼采,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,53,1,1,1,1,胡适研究(1),见、文学
张君劢,学术 / 政治人物 / 公共论战 / 神交引用,学术,53,1,1,1,1,胡适研究(1),博士
张菊生,学术,学术,53,1,1,1,1,胡适研究(1),论文、哲学、文学、先生
张起钧,学术,学术,53,1,1,1,1,胡适研究(1),大学、先生
李济,学术 / 学术行政 / 公共论战,学术,53,1,1,1,1,胡适研究(1),总统、先生
汤尔和,学术 / 政治人物 / 公共论战 / 神交引用,学术,53,1,1,1,1,胡适研究(1),朋友、杂志、大学
陆象山,学术 / 历史类比引用 / 神交引用,学术,53,1,1,1,1,胡适研究(1),见
黎锦熙,学术,学术,53,1,1,1,1,胡适研究(1),北大
任鸿隽,学术 / 学术行政 / 公共论战 / 神交引用,学术,52,2,2,1,1,胡适研究(2),文学
吴又陵,朋友,朋友,52,1,1,1,1,胡适研究(1),朋友、先生
希特勒,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,52,1,1,1,1,胡适研究(1),政治
王安石,历史类比引用 / 政治人物 / 学术 / 神交引用,历史类比引用,52,1,1,1,1,胡适研究(1),
罗斯福,政治人物 / 军事人物 / 历史类比引用 / 公共论战,政治人物,52,1,1,1,1,胡适研究(1),政治
罗隆基,神交引用,神交引用,52,1,1,1,1,胡适研究(1),思想、哲学、文学
莫辛,出版 / 公共论战,出版,52,1,1,1,1,胡适研究(1),批评
钱思亮,学术 / 学术行政 / 公共论战,学术,52,1,1,1,1,胡适研究(1),告诉我、读、先生
章君谷,神交引用,神交引用,51,1,1,1,1,胡适研究(1),诗、像、先生
顾颉刚,学术 / 编辑 / 出版 / 历史类比引用 / 神交引用,学术,51,1,1,1,1,胡适研究(1),哲学、文学
吴相湘,师生 / 学术 / 见面 / 编辑 / 诗文出处 / 出版,师生,50,1,1,1,1,胡适研究(1),读、先生
梁巨川,学术 / 政治人物 / 神交引用,学术,50,1,1,1,1,胡适研究(1),诗、先生
泰戈尔,诗文出处 / 历史类比引用 / 神交引用,诗文出处,50,1,1,1,1,胡适研究(1),诗
上帝,宗教人物 / 神交引用,宗教人物,48,1,1,1,1,胡适研究(1),出版、文星、共产党、说过
拜伦,诗文出处 / 历史类比引用 / 神交引用,诗文出处,48,1,1,1,1,胡适研究(1),学生、作品、文学、像
曹汝霖,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,48,1,1,1,1,胡适研究(1),学生、报纸、政府
章宗祥,公职人员 / 司法人员 / 政治人物 / 公共论战 / 历史类比引用,公职人员,48,1,1,1,1,胡适研究(1),学生、报纸、政府
罗君若,通信 / 出版 / 朋友,通信,48,1,1,1,1,胡适研究(1),寄给、朋友、杂志、大学
罗家伦,学术 / 学术行政 / 政治人物,学术,48,1,1,1,1,胡适研究(1),学生、作品、主义、文学、像
舒新城,出版 / 创作资料协助 / 学术 / 历史类比引用 / 神交引用,出版,48,1,1,1,1,胡适研究(1),学生、读
观世音,虚拟人物 / 宗教人物 / 神交引用,虚拟人物,48,1,1,1,1,胡适研究(1),
邱比特,虚拟人物 / 宗教人物 / 情感 / 历史类比引用 / 神交引用,虚拟人物,48,1,1,1,1,胡适研究(1),恋爱
陆宗舆,公职人员 / 政治人物 / 公共论战 / 历史类比引用,公职人员,48,1,1,1,1,胡适研究(1),学生、报纸、政府
陈炯明,政治人物 / 军事人物 / 公共论战 / 历史类比引用,政治人物,48,1,1,1,1,胡适研究(1),总统、政府、论战、宣传
雷震,政治异议者 / 出版 / 媒体 / 同案狱友,政治异议者,48,1,1,1,1,胡适研究(1),写信、告诉我、传记
黄导群,出版 / 公共论战,出版,48,1,1,1,1,胡适研究(1),学生
严复,学术 / 神交引用,学术,47,1,1,1,1,胡适研究(1),传记
刘师培,学术 / 神交引用,学术,47,1,1,1,1,胡适研究(1),政府、主义
华兹华斯,诗文出处 / 历史类比引用 / 神交引用,诗文出处,47,1,1,1,1,胡适研究(1),传记、诗、文学
卓文君,历史类比引用 / 情感 / 神交引用,历史类比引用,47,1,1,1,1,胡适研究(1),见、作品、主义
叶楚伧,政治人物 / 诗文出处 / 历史类比引用,政治人物,47,1,1,1,1,胡适研究(1),见、国民党
塞万提斯,出版 / 神交引用,出版,47,1,1,1,1,胡适研究(1),司令
孔嘉,朋友 / 见面,朋友,47,1,1,1,1,胡适研究(1),国民党、论战、读
巴斯德,科学家 / 神交引用,科学家,47,1,1,1,1,胡适研究(1),学者、政治、文学
巴札洛夫,虚拟人物,虚拟人物,47,1,1,1,1,胡适研究(1),出版、研究
布鲁达克,学术 / 诗文出处 / 神交引用,学术,47,1,1,1,1,胡适研究(1),学术、思想、引用
张铁君,学术 / 学术行政 / 公共论战,学术,47,1,1,1,1,胡适研究(1),发行
李文,亲属 / 通信 / 创作资料协助 / 公共论战,亲属,47,1,1,1,1,胡适研究(1),序、文学
李逵,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,47,1,1,1,1,胡适研究(1),同学、读
梁敬錞,诗文出处 / 学术 / 历史类比引用,诗文出处,47,1,1,1,1,胡适研究(1),法院、所谓
欧阳修,学术 / 政治人物 / 神交引用,学术,47,1,1,1,1,胡适研究(1),序、读
