姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
张灿鍙,政治人物 / 政治异议者 / 人权救援 / 诉讼,政治人物,92,4,4,1,2,李敖颠倒众生(4),政府、市长、委员、国民党、像、检察官、法务部、民进党
陈文茜,媒体 / 政治人物 / 通信 / 朋友 / 见面 / 公共论战,媒体,92,4,4,1,3,李敖颠倒众生(4),节目、电话、国民党、民进党、陪他、哥哥
高志明,财产债务 / 创作资料协助 / 公共论战,财产债务,92,4,4,1,1,李敖颠倒众生(4),见、节目、电视、跟我说、高志明还送了一包东西给了吴子嘉
丘吉尔,政治人物 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,92,3,3,1,2,李敖颠倒众生(3),像、政府、拜访、总统
王建煊,政治人物 / 公共论战,政治人物,91,4,4,1,3,李敖颠倒众生(4),市长、像、院长、法务部、部长、请我、总统、国民党
郑淑敏,媒体 / 见面,媒体,91,4,4,1,1,李敖颠倒众生(4),共产党、朋友、国民党、像
陈芳明,学术 / 媒体 / 诗文出处 / 公共论战,学术,91,4,4,1,1,李敖颠倒众生(4),朋友、大学、国民党、民进党、教授、报纸、政治、学者
陈嘉宏,媒体,媒体,90,4,4,1,1,李敖颠倒众生(4),访问、记者、总统、选举、所谓、像
刘邦,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,89,34,34,1,5,李敖颠倒众生(34),太太、书中、节目、弟弟、古代、像、政治、县长
周伯伦,政治人物 / 公共论战 / 见面,政治人物,89,22,22,1,1,李敖颠倒众生(22),法院、主席、拜访、到我家、陪他、国民党、民进党、判决
尤清,公职人员 / 政治人物 / 律师代理 / 政治异议者 / 人权救援 / 公共论战,公职人员,89,15,15,1,3,李敖颠倒众生(15),县长、民进党、律师、见、告诉我、写信、委员、政府
李夫人,历史类比引用 / 情感 / 神交引用,历史类比引用,89,11,11,1,1,李敖颠倒众生(11),夫人、像
林洋港,司法人员 / 公职人员 / 政治人物 / 诉讼 / 公共论战,司法人员,89,10,10,1,2,李敖颠倒众生(10),总统、院长、法院、爸爸、证人
苏贞昌,政治人物 / 公职人员 / 公共论战,政治人物,89,10,10,1,3,李敖颠倒众生(10),县长、市长、像、民进党、见、律师、秘书、总统
李自成,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,89,8,8,1,2,李敖颠倒众生(8),将军、诗、女儿
杨传广,体育人物 / 公共论战,体育人物,89,8,8,1,1,李敖颠倒众生(8),见、国民党、所谓、将军
邱义仁,政治人物 / 政治异议者 / 公共论战 / 见面,政治人物,89,8,8,1,2,李敖颠倒众生(8),像、朋友、秘书、主席、院长、国民党、民进党、政治
吴乃仁,政治人物 / 党务宣传,政治人物,89,6,6,1,1,李敖颠倒众生(6),民进党、党务、拜访、见、秘书、陪他、哥哥
武则天,政治人物 / 历史类比引用 / 神交引用,政治人物,89,6,6,1,1,李敖颠倒众生(6),见、政府、儿子、古代
黄大洲,公职人员 / 政治人物 / 公共论战,公职人员,89,6,6,1,2,李敖颠倒众生(6),市长、请他、政府、所谓
钟古夫人,创作资料协助 / 证人见证 / 财产债务 / 见面 / 公共论战,创作资料协助,89,5,5,1,2,李敖颠倒众生(5),夫人、回扣、起诉、政府
曾文惠,亲属 / 财产债务 / 公共论战,亲属,89,4,4,1,2,李敖颠倒众生(4),妹妹、儿子、土地、存款、总统
刘宜良,媒体 / 出版 / 烈士殉难 / 政治异议者 / 历史类比引用,媒体,88,5,5,1,2,李敖颠倒众生(5),电话、调查局、夫人、政府、所谓
林瑞图,政治人物 / 选举助选 / 通信 / 公共论战,政治人物,88,4,4,1,2,李敖颠倒众生(4),总统、委员、市长、记者、家里、调查局
陈映真,出版 / 编辑 / 政治异议者 / 同案狱友 / 公共论战,出版,88,4,4,1,2,李敖颠倒众生(4),杂志、宣传、委员、部长、朋友、政府、教授、台大
黄信介,政治人物 / 政治异议者 / 媒体 / 公职人员 / 公共论战,政治人物,88,3,3,1,2,李敖颠倒众生(3),总统、主席、民进党、请我、党部、国民党
贺德芬,学术 / 公共论战,学术,87,7,7,1,2,李敖颠倒众生(7),告诉我、国民党、电视、委员
武松,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,87,5,5,1,1,李敖颠倒众生(5),哥哥、家里
居浩然,诗文出处 / 学术 / 出版 / 朋友 / 公共论战,诗文出处,87,4,4,1,1,李敖颠倒众生(4),杂志、文星、大学、国民党、政治
瞿海源,学术 / 学术行政 / 公共论战,学术,87,4,4,1,2,李敖颠倒众生(4),所谓、研究、学者、中央研究院、一起、院长
彭孟缉,军事人物 / 政治人物 / 情治警务 / 公共论战,军事人物,87,3,3,1,1,李敖颠倒众生(3),见、司令、国民党、秘书
林丰正,公职人员 / 政治人物 / 公共论战,公职人员,87,3,3,1,3,李敖颠倒众生(3),国民党、总统、读、报纸、秘书、碰到、学生、部长
张训嘉,律师代理,律师代理,87,2,2,1,1,李敖颠倒众生(2),律师、委任书、代理、来信、存证信、事务
汪笨湖,媒体 / 公共论战,媒体,86,4,4,1,2,李敖颠倒众生(4),电视、节目、民进党
颜文闩,媒体 / 出版 / 诉讼 / 公共论战,媒体,85,5,5,1,1,李敖颠倒众生(5),读、所谓、查禁
吴淑珍,政治人物 / 亲属 / 公共论战,政治人物,85,4,4,1,3,李敖颠倒众生(4),太太、读、像、民进党
孙立人,军事人物 / 政治人物 / 被害人 / 诉讼 / 公共论战 / 历史类比引用,军事人物,85,4,4,1,1,李敖颠倒众生(4),上校、军法
梁实秋,学术 / 出版 / 诗文出处 / 历史类比引用 / 神交引用,学术,85,3,3,1,2,李敖颠倒众生(3),先生、朋友、病房、像、见、告诉我、国民党
张炎宪,学术 / 诗文出处 / 创作资料协助 / 公共论战 / 历史类比引用,学术,83,4,4,1,2,李敖颠倒众生(4),研究、院长、政府、所谓、学者、国民党、民进党、像
陈布雷,政治人物 / 出版 / 诗文出处 / 历史类比引用,政治人物,82,6,6,1,3,李敖颠倒众生(6),国民党、像、所谓
吕安妮,媒体 / 学术 / 师生 / 见面 / 公共论战,媒体,82,3,3,1,1,李敖颠倒众生(3),教授
吴丰山,媒体 / 公职人员 / 公共论战,媒体,82,3,3,1,1,李敖颠倒众生(3),公视头子吴丰山、李永得跟公视头子吴丰山
夏娃,宗教人物 / 历史类比引用 / 神交引用,宗教人物,82,3,3,1,1,李敖颠倒众生(3),像
宁恩承,见面,见面,82,3,3,1,1,李敖颠倒众生(3),到我家、我家来、大学、北大
苏秋镇,政治人物 / 政治异议者 / 公共论战 / 见面,政治人物,82,3,3,1,2,李敖颠倒众生(3),告诉我、朋友、先生
陈禄曾,军事人物,军事人物,82,2,2,1,1,李敖颠倒众生(2),上校、司令
徐志摩,诗文出处 / 历史类比引用 / 神交引用,诗文出处,81,4,4,1,1,李敖颠倒众生(4),电视、恋爱、儿子、嫁给、情人、所谓
严家淦,政治人物 / 公职人员 / 公共论战 / 历史类比引用,政治人物,81,3,3,1,1,李敖颠倒众生(3),总统、院长
胡金铨,党务宣传,党务宣传,81,3,3,1,2,李敖颠倒众生(3),导演、查禁、朋友
张光锦,同学 / 军事人物 / 朋友 / 见面,同学,81,2,2,1,2,李敖颠倒众生(2),中将、同学、司令、见、朋友
谢东闵,政治人物 / 公共论战,政治人物,80,5,5,1,3,李敖颠倒众生(5),民进党、教授、好友、律师、像
伊诺努,神交引用 / 政治人物,神交引用,80,4,4,1,1,李敖颠倒众生(4),国民党
基辛格,政治人物 / 神交引用,政治人物,80,4,4,1,1,李敖颠倒众生(4),一起、代理
王洪钧,学术行政 / 公共论战,学术行政,80,4,4,1,2,李敖颠倒众生(4),见、说过、教授、好友、出版、大学、所谓
金惟纯,媒体 / 出版 / 诉讼 / 公共论战,媒体,80,3,3,1,2,李敖颠倒众生(3),法院、审判长法官许文章、萧仰归、郑小康、朋友、国民党、共产党
彭卫华,司法人员 / 同案狱友 / 创作资料协助 / 公共论战,司法人员,80,2,2,1,1,李敖颠倒众生(2),会面、检察官、监狱、典狱长、委员、彭卫华检察官
闻评议,政治人物,政治人物,80,2,2,1,1,李敖颠倒众生(2),秘书、委员、法院、发行
王万莹,朋友,待复核,79,9,3,1,2,李敖颠倒众生(9),告诉我、打电话、电话、秘书
张处长,同事,同事,79,4,3,1,3,李敖颠倒众生(4),法院、同仁、记者
江春男,媒体 / 诉讼 / 公共论战,媒体,79,4,4,1,1,李敖颠倒众生(4),读、所谓
石永贵,媒体 / 党务宣传 / 出版管制 / 公共论战,媒体,79,4,4,1,2,李敖颠倒众生(4),国民党、像、教授、好友、出版、大学、所谓
邓小平,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,79,4,4,1,3,李敖颠倒众生(4),报纸、像、电视
周书楷,政治人物 / 公职人员 / 公共论战,政治人物,79,3,3,1,1,李敖颠倒众生(3),部长、所谓
孙运璿,政治人物 / 公职人员 / 公共论战 / 通信 / 历史类比引用,政治人物,79,3,3,1,2,李敖颠倒众生(3),委员、上校、拜访、总统
张麟征,学术 / 公共论战,学术,79,2,2,1,1,李敖颠倒众生(2),教授、见、请我、见证、台大、总统、委员
慈禧,政治人物 / 历史类比引用 / 神交引用,政治人物,78,6,6,1,2,李敖颠倒众生(6),古代、政治、像、历史上
江青,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,78,4,4,1,1,李敖颠倒众生(4),像、主席、见、历史上
张正瑞,军事人物 / 创作资料协助 / 公共论战,军事人物,77,2,2,1,1,李敖颠倒众生(2),见、见面、打电话、电话、少将、张正瑞少将
维多利亚女王,历史类比引用 / 政治人物 / 神交引用,历史类比引用,76,7,7,1,1,李敖颠倒众生(7),太太
查理曼,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,76,5,5,1,1,李敖颠倒众生(5),像、女儿
单亦诚,神交引用,神交引用,76,3,3,1,1,李敖颠倒众生(3),像、先生、告诉我、见、见面、回扣
张良,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,76,3,3,1,1,李敖颠倒众生(3),儿子
王清峰,律师代理 / 人权救援 / 公共论战,律师代理,76,3,3,1,3,李敖颠倒众生(3),律师
辜振甫,政治人物 / 财产债务 / 财产信托 / 公共论战 / 通信,政治人物,76,3,3,1,2,李敖颠倒众生(3),爸爸、父亲、儿子、将军、国民党
上帝,宗教人物 / 神交引用,宗教人物,75,7,7,1,3,李敖颠倒众生(7),像、见、思想
周荃,通信 / 创作资料协助,通信,75,4,4,1,3,李敖颠倒众生(4),请我、找我、节目
柏拉图,学术 / 历史类比引用 / 神交引用,学术,75,2,2,1,1,李敖颠倒众生(2),哲学、像、老师、古代
萧仰归,司法人员 / 诉讼 / 公共论战,司法人员,75,2,2,1,1,李敖颠倒众生(2),法官、审判长、判决、审判长法官许文章、萧仰归、郑小康
许文章,司法人员 / 诉讼 / 公共论战,司法人员,75,2,2,1,1,李敖颠倒众生(2),法官、审判长、判决、审判长法官许文章、萧仰归、郑小康
郑小康,司法人员 / 诉讼 / 公共论战,司法人员,75,2,2,1,1,李敖颠倒众生(2),法官、审判长、判决、审判长法官许文章、萧仰归、郑小康
那如果,政治人物,待复核,74,4,2,1,3,李敖颠倒众生(4),总统、委员、选举、政府
张昭雄,政治人物 / 公共论战,政治人物,74,3,3,1,1,李敖颠倒众生(3),批评、研究、中央研究院、学术、学者
闻一多,学术 / 诗文出处 / 政治异议者 / 历史类比引用 / 神交引用,学术,74,3,3,1,1,李敖颠倒众生(3),国民党、学者、共产党、爸爸
尹铎,亲属 / 被害人 / 证人见证 / 创作资料协助 / 公共论战,亲属,74,2,2,1,2,李敖颠倒众生(2),公公尹铎先生、尹清枫先生的父亲尹铎
李复甸,律师代理 / 学术 / 诉讼 / 公共论战,律师代理,74,2,2,1,2,李敖颠倒众生(2),律师、法官、法院、大学、院长、像
杜甫,诗文出处 / 历史类比引用 / 神交引用,诗文出处,74,2,2,1,2,李敖颠倒众生(2),诗、朋友、电视
太上老君,虚拟人物 / 宗教人物 / 历史类比引用 / 神交引用,虚拟人物,73,3,3,1,1,李敖颠倒众生(3),见、碰到
郭正亮,政治人物,政治人物,73,3,3,1,1,李敖颠倒众生(3),总统
列宁,政治人物 / 公共论战 / 历史类比引用,政治人物,73,2,2,1,2,李敖颠倒众生(2),总统、委员、国民党、共产党、政治
卢仁发,司法人员 / 诉讼 / 公共论战,司法人员,73,2,2,1,1,李敖颠倒众生(2),同学、先生、检察官
吴德耀,学术,学术,73,2,2,1,1,李敖颠倒众生(2),大学、见、一起、法院
陈进兴,社会案件 / 公共论战,社会案件,73,2,2,1,2,李敖颠倒众生(2),见、家里、台大、说过、像
黄昆辉,学术行政 / 政治人物 / 公共论战,学术行政,72,4,4,1,2,李敖颠倒众生(4),像、总统、选举、国民党、所谓
蒋孝勇,亲属 / 政治人物 / 媒体 / 公共论战,亲属,72,3,3,1,3,李敖颠倒众生(3),院长、书里、像、太太、将军
袁世凯,政治人物 / 公共论战 / 历史类比引用,政治人物,72,3,3,1,3,李敖颠倒众生(3),国民党、所谓、见、秘书、历史上
周清玉,公职人员 / 政治人物 / 政治异议者 / 人权救援 / 通信 / 选举助选 / 公共论战,公职人员,72,2,2,1,2,李敖颠倒众生(2),委员、民进党、朋友
张其昀,政治人物 / 学术行政 / 学术 / 党务宣传 / 公共论战 / 历史类比引用,政治人物,71,3,3,1,1,李敖颠倒众生(3),像、大学、国民党、所谓
许世楷,政治人物 / 选举助选 / 公共论战,政治人物,71,3,3,1,2,李敖颠倒众生(3),国民党、台独、市长、像、朋友
文天祥,历史类比引用 / 政治异议者,历史类比引用,71,2,2,1,2,李敖颠倒众生(2),访问
莎士比亚,诗文出处 / 历史类比引用 / 神交引用,诗文出处,71,2,2,1,1,李敖颠倒众生(2),总统
魏忠贤,历史类比引用 / 政治人物 / 神交引用,历史类比引用,70,6,6,1,1,李敖颠倒众生(6),
马永成,创作资料协助 / 财产债务 / 公共论战,创作资料协助,70,4,4,1,1,李敖颠倒众生(4),所谓
余纪忠,媒体 / 出版 / 见面 / 朋友 / 诉讼 / 公共论战,媒体,70,3,3,1,1,李敖颠倒众生(3),
张飞,军事人物 / 历史类比引用 / 公共论战,军事人物,70,3,3,1,1,李敖颠倒众生(3),太太
克林顿,政治人物 / 公职人员 / 公共论战 / 历史类比引用,政治人物,70,2,2,1,1,李敖颠倒众生(2),报纸、总统、国民党、台独
庄子,历史类比引用 / 神交引用,历史类比引用,70,2,2,1,2,李敖颠倒众生(2),朋友、攻击
戴华,情感,情感,70,2,2,1,1,李敖颠倒众生(2),写信、学生、恋爱、情书
关中,政治人物 / 党务宣传 / 选举助选,政治人物,69,3,3,1,1,李敖颠倒众生(3),研究、教授、送我
郑贞铭,学术 / 诗文出处 / 公共论战,学术,69,3,3,1,1,李敖颠倒众生(3),教授、好友、出版、大学、所谓
戴高乐,政治人物 / 军事人物 / 神交引用,政治人物,69,2,2,1,1,李敖颠倒众生(2),总统、见、见面、认识、宣传
陆啸钊,同学 / 朋友 / 出版 / 学术 / 创作资料协助 / 公共论战,同学,69,2,2,1,2,李敖颠倒众生(2),见、请我、一起、送我、先生、律师、像
袁枚,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,68,5,5,1,1,李敖颠倒众生(5),诗
宋太祖,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,68,3,3,1,1,李敖颠倒众生(3),总统
余登发,政治人物 / 政治异议者 / 公共论战,政治人物,68,2,2,1,1,李敖颠倒众生(2),院长、法院、像
孙科,政治人物 / 公职人员 / 选举助选 / 公共论战 / 历史类比引用,政治人物,68,2,2,1,1,李敖颠倒众生(2),儿子、院长、法院、国民党
张富美,情感,情感,68,2,2,1,1,李敖颠倒众生(2),朋友、好友、男友、委员、立委、民进党
朱高正,政治人物 / 公共论战 / 党务宣传,政治人物,68,2,2,1,1,李敖颠倒众生(2),回扣、书里
梁启超,学术 / 政治人物 / 诗文出处 / 历史类比引用 / 神交引用,学术,68,2,2,1,2,李敖颠倒众生(2),所谓、儿子、嫁给、情人、院长、像
汪道涵,政治人物 / 公职人员 / 公共论战,政治人物,68,2,2,1,1,李敖颠倒众生(2),见、见面
简又新,政治人物 / 公职人员 / 公款经费 / 公共论战,政治人物,68,2,2,1,1,李敖颠倒众生(2),报导、监狱、包括简又新等等
萧孟能,出版 / 出版管制 / 财产债务 / 公共论战 / 历史类比引用,出版,68,2,2,1,2,李敖颠倒众生(2),文星、书店、查禁、先生、告诉我、父亲、杂志、委员
陈履安,政治人物 / 财产债务 / 亲属 / 通信 / 公共论战,政治人物,68,2,2,1,2,李敖颠倒众生(2),爸爸、院长、总统、国民党、秘书
周顺吉,监狱行政,监狱行政,67,2,2,1,1,李敖颠倒众生(2),请我、秘书、先生
苏哈托,军事人物 / 政治人物 / 公职人员 / 历史类比引用,军事人物,67,2,2,1,1,李敖颠倒众生(2),还钱、总统
陈国祥,军事人物 / 同案狱友 / 创作资料协助 / 公共论战,军事人物,67,2,2,1,1,李敖颠倒众生(2),见、包括刘锦安，还有陈国祥
魏道明,政治人物 / 公职人员 / 历史类比引用,政治人物,67,2,2,1,1,李敖颠倒众生(2),部长、主席
廉颇,军事人物,军事人物,66,2,2,1,1,李敖颠倒众生(2),将军、碰到
林汉章,出版,出版,66,2,2,1,1,李敖颠倒众生(2),书店、先生
董建华,政治人物,政治人物,66,2,2,1,2,李敖颠倒众生(2),总统、报纸
赵少康,政治人物 / 媒体 / 公共论战 / 朋友,政治人物,66,2,2,1,1,李敖颠倒众生(2),电视、总统
邱正雄,政治人物 / 公职人员 / 财产债务 / 公共论战,政治人物,66,2,2,1,1,李敖颠倒众生(2),部长
陈毅元,政治人物,政治人物,66,2,2,1,1,李敖颠倒众生(2),部长
陈永兴,政治人物 / 党务宣传,政治人物,66,2,2,1,1,李敖颠倒众生(2),访问、国民党、民进党
王羲之,文艺音乐 / 诗文出处 / 历史类比引用 / 神交引用,文艺音乐,65,3,3,1,2,李敖颠倒众生(3),所谓、序、像
亚当,宗教人物 / 历史类比引用 / 神交引用,宗教人物,64,3,3,1,1,李敖颠倒众生(3),像
张福淙,财产债务 / 邻居 / 社会案件 / 创作资料协助,财产债务,64,3,3,1,1,李敖颠倒众生(3),秘书
陈继盛,学术 / 公共论战,学术,64,3,3,1,1,李敖颠倒众生(3),秘书
乔·路易斯,体育人物 / 历史类比引用 / 神交引用,体育人物,64,2,2,1,1,李敖颠倒众生(2),朋友、像
光绪,政治人物 / 历史类比引用 / 神交引用,政治人物,64,2,2,1,1,李敖颠倒众生(2),政治、像
程国强,亲属 / 学术 / 创作资料协助,亲属,64,2,2,1,1,李敖颠倒众生(2),爸爸、儿子、将军、主席、委员、太太
陶希圣,政治人物 / 学术 / 诗文出处 / 公共论战 / 见面 / 历史类比引用,政治人物,64,2,2,1,1,李敖颠倒众生(2),告诉我、所谓
顾宪成,公职人员 / 历史类比引用 / 神交引用,公职人员,63,3,3,1,1,李敖颠倒众生(3),政府
陈仪,政治人物 / 军事人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,62,3,3,1,1,李敖颠倒众生(3),国民党
关公,军事人物 / 宗教人物 / 历史类比引用 / 公共论战,军事人物,62,2,2,1,1,李敖颠倒众生(2),太太
张作霖,军事人物 / 政治人物 / 公职人员 / 历史类比引用,军事人物,62,2,2,1,1,李敖颠倒众生(2),老师、国民党、总统、党部、像
张秀政,财产债务 / 创作资料协助 / 公共论战,财产债务,62,2,2,1,1,李敖颠倒众生(2),
李公仆,政治异议者 / 诗文出处 / 历史类比引用 / 神交引用,政治异议者,62,2,2,1,1,李敖颠倒众生(2),爸爸、委员、将军、国民党
殷琪,财产债务 / 公共论战,财产债务,62,2,2,1,1,李敖颠倒众生(2),国民党、民进党、台独、政治、像
沈之岳,情治警务,情治警务,62,2,2,1,2,李敖颠倒众生(2),调查局、特务
胡茵梦,情感 / 姻亲 / 财产信托 / 诉讼 / 媒体 / 出版,情感,62,2,2,1,2,李敖颠倒众生(2),爸爸、委员、见、妻、像
邱彰,律师代理 / 诗文出处 / 朋友 / 诉讼 / 公共论战,律师代理,62,2,2,1,2,李敖颠倒众生(2),朋友、博士、见、认识、律师
克里蒙梭,政治人物 / 神交引用,政治人物,61,2,2,1,2,李敖颠倒众生(2),将军、一起、部长、政府、文学、像
朱镕基,政治人物 / 公职人员 / 公共论战,政治人物,61,2,2,1,1,李敖颠倒众生(2),碰到、学生、记者
胡汉民,政治人物 / 诗文出处 / 公共论战 / 历史类比引用,政治人物,61,2,2,1,1,李敖颠倒众生(2),会面、弟弟、国民党
龙云,军事人物 / 政治人物 / 历史类比引用,军事人物,61,2,2,1,1,李敖颠倒众生(2),政府、财产
乾隆,历史类比引用 / 政治人物 / 神交引用,历史类比引用,60,3,3,1,2,李敖颠倒众生(3),所谓
周世宗,政治人物 / 神交引用,政治人物,60,2,2,1,1,李敖颠倒众生(2),总统
姚嘉文,政治人物 / 政治异议者 / 公共论战,政治人物,60,2,2,1,1,李敖颠倒众生(2),送我、电话
张京育,媒体 / 公职人员 / 政治人物 / 出版管制 / 同学 / 公共论战,媒体,60,2,2,1,1,李敖颠倒众生(2),国民党、政府、民进党
李涛,军事人物 / 证人见证 / 历史类比引用,军事人物,60,2,2,1,1,李敖颠倒众生(2),电视、节目
蔡式渊,政治人物 / 政治异议者 / 公共论战,政治人物,60,2,2,1,1,李敖颠倒众生(2),法院、国民党、委员、民进党
许水德,政治人物 / 公共论战 / 见面,政治人物,60,2,2,1,2,李敖颠倒众生(2),党部、法院、国民党、所谓
阎王,虚拟人物 / 宗教人物 / 历史类比引用 / 神交引用,虚拟人物,60,2,2,1,1,李敖颠倒众生(2),一起
凯末尔,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,59,2,2,1,1,李敖颠倒众生(2),国民党、总统
张燦鍙,政治人物 / 公职人员 / 公共论战,政治人物,59,2,2,1,1,李敖颠倒众生(2),国民党、市长、台独、像
章孝慈,学术行政 / 政治人物 / 见面 / 公共论战 / 历史类比引用,学术行政,59,2,2,1,1,李敖颠倒众生(2),校长
陈立夫,政治人物 / 党务宣传 / 出版 / 公职人员 / 选举助选 / 出版管制 / 公共论战 / 历史类比引用,政治人物,59,2,2,1,1,李敖颠倒众生(2),国民党、所谓、见
施寄青,诗文出处 / 人权救援 / 朋友 / 见面 / 公共论战,诗文出处,59,1,1,1,1,李敖颠倒众生(1),老师、太太、律师、书里
李师科,烈士殉难 / 社会案件 / 老兵士官,烈士殉难,58,3,3,1,1,李敖颠倒众生(3),
王幸男,政治人物 / 诉讼 / 公共论战,政治人物,58,2,2,1,1,李敖颠倒众生(2),民进党、朋友
苏轼,诗文出处 / 学术 / 历史类比引用 / 神交引用,诗文出处,58,2,2,1,1,李敖颠倒众生(2),所谓、儿子
塔夫脱,政治人物 / 主剧情人物 / 小说剧本人物 / 司法人员 / 历史类比引用,政治人物,58,1,1,1,1,李敖颠倒众生(1),院长、法院、总统
伊索,诗文出处 / 历史类比引用 / 神交引用,诗文出处,57,2,2,1,2,李敖颠倒众生(2),总统、上校、像
钱穆,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,57,2,2,1,1,李敖颠倒众生(2),古代、史学
小罗斯福,政治人物 / 公职人员 / 历史类比引用,政治人物,57,1,1,1,1,李敖颠倒众生(1),总统
李庆安,政治人物 / 选举助选 / 见面 / 公共论战,政治人物,57,1,1,1,1,李敖颠倒众生(1),节目、委员
白景瑞,文艺音乐 / 媒体 / 创作资料协助 / 证人见证 / 公共论战,文艺音乐,57,1,1,1,1,李敖颠倒众生(1),一起、导演
胡镇球,军事人物,军事人物,57,1,1,1,1,李敖颠倒众生(1),请他、打电话、电话、中将
康熙,政治人物 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,56,2,2,1,1,李敖颠倒众生(2),调查局
李瞻,学术 / 公共论战,学术,56,2,2,1,1,李敖颠倒众生(2),教授、好友、出版
程建人,公职人员 / 政治人物 / 媒体 / 同学 / 公共论战,公职人员,56,2,2,1,1,李敖颠倒众生(2),教授、好友、出版
马宏祥,通信 / 同学 / 朋友 / 见面 / 出版,通信,56,2,2,1,2,李敖颠倒众生(2),学生、同学
地藏菩萨,宗教人物 / 神交引用,宗教人物,55,2,2,1,1,李敖颠倒众生(2),节目、思想
徐璐,出版 / 媒体 / 通信,出版,55,2,2,1,2,李敖颠倒众生(2),朋友、电视、诗
包奕洪,朋友 / 创作资料协助 / 公共论战,朋友,55,1,1,1,1,李敖颠倒众生(1),打电话、电话、朋友、电视、先生
廖正豪,司法人员 / 公职人员 / 政治人物 / 公共论战,司法人员,55,1,1,1,1,李敖颠倒众生(1),院长、法务部、部长、政府
曾国藩,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,54,2,2,1,1,李敖颠倒众生(2),国民党、所谓
李光耀,政治人物 / 公共论战,政治人物,54,2,2,1,2,李敖颠倒众生(2),国民党
亓丰瑜,诗文出处 / 创作资料协助 / 公共论战 / 见面,诗文出处,54,1,1,1,1,李敖颠倒众生(1),亓丰瑜老先生
亚里士多德,学术 / 神交引用,学术,54,1,1,1,1,李敖颠倒众生(1),老师、古代、哲学
刘兆玄,学术 / 政治人物 / 公职人员 / 公共论战,学术,54,1,1,1,1,李敖颠倒众生(1),院长、国民党、像
吴俊才,学术 / 媒体 / 通信 / 创作资料协助 / 公共论战,学术,54,1,1,1,1,李敖颠倒众生(1),请他、老师、送我、国民党、先生
吴章炯,刑求人员,刑求人员,54,1,1,1,1,李敖颠倒众生(1),朋友、保安处、警备总部、中将、司令
李济,学术 / 学术行政 / 公共论战,学术,54,1,1,1,1,李敖颠倒众生(1),主席、委员
李济深,军事人物 / 政治人物 / 公共论战 / 历史类比引用,军事人物,54,1,1,1,1,李敖颠倒众生(1),主席、委员
杰斐逊,政治人物 / 创作资料协助 / 历史类比引用,政治人物,54,1,1,1,1,李敖颠倒众生(1),总统、党务
林宪同,律师代理 / 社会案件,律师代理,54,1,1,1,1,李敖颠倒众生(1),记者、律师、总统、先生
江聪明,媒体,媒体,54,1,1,1,1,李敖颠倒众生(1),记者、电视、先生
王金平,政治人物 / 朋友 / 见面 / 通信 / 财产债务,政治人物,54,1,1,1,1,李敖颠倒众生(1),院长、法院、主席、国民党、民进党
班固,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,54,1,1,1,1,李敖颠倒众生(1),太太
老子,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,54,1,1,1,1,李敖颠倒众生(1),主义
谢启大,政治人物 / 司法人员 / 公共论战,政治人物,54,1,1,1,1,李敖颠倒众生(1),院长、法务部、部长
钟坚,学术 / 创作资料协助 / 公共论战,学术,54,1,1,1,1,李敖颠倒众生(1),清华大学原子科学系教授钟坚说
周书府,政治人物,政治人物,53,1,1,1,1,李敖颠倒众生(1),委员、国民党
张平男,媒体,媒体,53,1,1,1,1,李敖颠倒众生(1),记者
张鸿学,政治人物 / 公共论战,政治人物,53,1,1,1,1,李敖颠倒众生(1),委员、国民党
柯立芝,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用,政治人物,53,1,1,1,1,李敖颠倒众生(1),总统
许历农,军事人物 / 党务宣传 / 政治人物 / 见面 / 公共论战,军事人物,53,1,1,1,1,李敖颠倒众生(1),主席、先生
诸葛亮,政治人物 / 军事人物 / 历史类比引用,政治人物,53,1,1,1,1,李敖颠倒众生(1),请我、像
费西平,政治人物,政治人物,53,1,1,1,1,李敖颠倒众生(1),委员
金丰乡,军事人物,军事人物,53,1,1,1,1,李敖颠倒众生(1),中将
马兰奇,政治人物,政治人物,53,1,1,1,1,李敖颠倒众生(1),主席、说过
陈文成,政治异议者 / 人权救援 / 社会案件 / 学术 / 公共论战,政治异议者,52,2,2,1,2,李敖颠倒众生(2),像
