姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
蔡英文,政治人物 / 公共论战 / 选举助选,政治人物,99,15,15,1,5,李敖颠倒众生(15),像、读、委员、政府、学者、政治、太太、女儿
谢聪敏,政治人物 / 人权救援 / 创作资料协助 / 公共论战,政治人物,99,15,15,1,5,李敖颠倒众生(15),一起、委员、同学、台独、朋友、太太、总统、市长
吴宗宪,学术 / 同事 / 媒体 / 见面,学术,99,14,11,1,3,李敖颠倒众生(14),同仁、研究、节目、学术、著作、学者、见、教授
杜鲁门,政治人物 / 历史类比引用 / 神交引用,政治人物,99,14,14,1,6,李敖颠倒众生(14),总统、女儿、批评、博士、共产党、爸爸、所谓、像
江泽民,政治人物 / 公共论战,政治人物,99,14,14,1,4,李敖颠倒众生(14),像、碰到、学生、记者、见、见面、报纸、主席
王德馨（新闻局职员）,公职人员 / 媒体 / 出版管制 / 公共论战,公职人员,99,14,14,1,2,李敖颠倒众生(14),节目、电视、儿子、家里、委员、查禁、政府、王德馨女职员
秦慧珠,政治人物 / 公职人员 / 创作资料协助 / 公共论战,政治人物,99,14,14,1,1,李敖颠倒众生(14),认识、院长、记者、法院、报纸、批评、部长、秦慧珠这一次在立法院里面，用看图认人的方法来对付行政院院长唐飞
蔺相如,政治人物 / 历史类比引用 / 神交引用,政治人物,99,14,14,1,1,李敖颠倒众生(14),将军、见、一起、见到、书里、碰到、交情、古代
魏廷朝,朋友 / 创作资料协助 / 政治异议者 / 公共论战,朋友,99,14,14,1,4,李敖颠倒众生(14),像、一起、委员、说过、朋友、见、见面、同案
何东爵,亲属,亲属,99,13,9,1,2,李敖颠倒众生(13),爸爸、儿子、父亲、将军、北大
王必立,媒体 / 出版 / 亲属 / 公共论战,媒体,99,13,13,1,1,李敖颠倒众生(13),发行、先生、编辑、总编辑、爸爸、节目、朋友、报导
胡佛,政治人物 / 公职人员 / 历史类比引用,政治人物,99,13,13,1,2,李敖颠倒众生(13),总统、调查局、特务、夫人、学生、像、政府、结婚
蒋彦士,政治人物 / 公共论战,政治人物,99,13,13,1,5,李敖颠倒众生(13),总统、秘书、党部、像、碰到、学生、部长、国民党
叶明勋,财产债务 / 财产信托 / 通信,财产债务,99,12,12,1,2,李敖颠倒众生(12),发行、杂志、文星、先生、主义、大舅子、共产党、像
周恩来,政治人物 / 公共论战 / 创作资料协助 / 历史类比引用,政治人物,99,12,12,1,4,李敖颠倒众生(12),共产党、电报、夫人、一起、国民党、大舅子、古代、部长
李世民,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,99,12,12,1,3,李敖颠倒众生(12),像、儿子、一起、节目、共产党、见、序
郑南榕,烈士殉难 / 媒体 / 政治异议者 / 公共论战 / 朋友 / 见面 / 通信,烈士殉难,99,12,12,1,3,李敖颠倒众生(12),太太、杂志、部长、一起、政治、说过、国民党、民进党
郭冠英,媒体 / 创作资料协助 / 公共论战,媒体,99,12,12,1,3,李敖颠倒众生(12),朋友、同仁、报纸、记者、说过、认识、批评、作品
斯大林,政治人物 / 公共论战 / 历史类比引用,政治人物,99,11,11,1,3,李敖颠倒众生(11),共产党、政府、电报、国民党、所谓、像、一起、读
李永得,媒体 / 公职人员 / 公共论战,媒体,99,11,11,1,1,李敖颠倒众生(11),学者、李永得什么人、李永得跟公视头子吴丰山、虽然赖国洲来证明
林义雄,政治人物 / 政治异议者 / 人权救援 / 社会案件 / 亲属 / 公共论战,政治人物,99,11,11,1,5,李敖颠倒众生(11),民进党、主席、像、太太、所谓、政府、读、选举
闻媒体,学术 / 监狱行政 / 公共论战,学术,99,11,9,1,4,李敖颠倒众生(11),发行、秘书、国民党、博士、法官、审判长、判决、委员
陈诚,政治人物 / 军事人物 / 创作资料协助 / 历史类比引用,政治人物,99,11,11,1,2,李敖颠倒众生(11),爸爸、秘书、院长、总统、国民党、司令、见
麦克阿瑟,军事人物 / 公职人员 / 历史类比引用,军事人物,99,11,11,1,3,李敖颠倒众生(11),将军、总统、参谋、少将、共产党
孔子,诗文出处 / 学术 / 历史类比引用 / 神交引用,诗文出处,99,10,10,1,6,李敖颠倒众生(10),主义、父亲、母亲、古代、委员、政治、警察、书里
尼克松,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用,政治人物,99,10,10,1,4,李敖颠倒众生(10),总统、见、主席、调查局、一起、代理、见面、访问
张煦华,学术 / 见面 / 公共论战,学术,99,10,10,1,4,李敖颠倒众生(10),教授、见、朋友、大学、总统、博士、读、告诉我
毛泽东,政治人物 / 公共论战 / 历史类比引用,政治人物,99,10,10,1,5,李敖颠倒众生(10),主席、见、所谓、像、见面、访问、总统、共产党
游锡堃,政治人物 / 公职人员 / 公共论战,政治人物,99,10,10,1,3,李敖颠倒众生(10),院长、太太、民进党、市长、政府、像、政治、见
玉皇大帝,虚拟人物 / 宗教人物 / 历史类比引用 / 神交引用,虚拟人物,99,10,10,1,1,李敖颠倒众生(10),见、一起、思想、所谓
王令麟,媒体 / 财产债务 / 公共论战,媒体,99,10,10,1,1,李敖颠倒众生(10),王令麟、节目、电视、王令麟贪小便宜、博士、读、所谓
萧万长,政治人物 / 公共论战,政治人物,99,10,10,1,6,李敖颠倒众生(10),总统、监狱、像、委员、选举、国民党、所谓、夫人
陈维昭,学术行政 / 证人见证 / 诉讼 / 公共论战,学术行政,99,10,10,1,2,李敖颠倒众生(10),大学、研究、中央研究院、院长、所谓、经费、记者、政府
马科斯,政治人物 / 公共论战,政治人物,99,10,10,1,3,李敖颠倒众生(10),总统、哲学、诗、电视、选举
林肯,政治人物 / 历史类比引用 / 神交引用,政治人物,99,9,9,1,1,李敖颠倒众生(9),主义、所谓、像、总统
王晓波,学术 / 政治异议者 / 公共论战,学术,99,9,9,1,3,李敖颠倒众生(9),教授、台大、写信、主席、国民党、主义、共产党、哲学
胡适,通信 / 见面 / 学术 / 学术行政 / 诗文出处 / 公共论战 / 历史类比引用,通信,99,9,9,1,6,李敖颠倒众生(9),先生、学生、大学、像、法院、教授、共产党、弟弟
蔡元培,学术行政 / 学术 / 诗文出处 / 公共论战 / 历史类比引用,学术行政,99,9,9,1,1,李敖颠倒众生(9),大学、研究、中央研究院、院长、所谓、先生、总干事、政府
沈富雄,政治人物 / 公共论战,政治人物,99,8,8,1,6,李敖颠倒众生(8),民进党、国民党、市长、主席、见、委员、一起、上校
许荣棋,媒体 / 创作资料协助 / 公共论战,媒体,99,8,8,1,3,李敖颠倒众生(8),告发、委员、民进党、电视、一起
侯君集,军事人物 / 政治人物 / 历史类比引用 / 神交引用,军事人物,99,7,7,1,1,李敖颠倒众生(7),儿子、见、像、侯君集后来造反、唐太宗打天下
华盛顿,政治人物 / 公职人员 / 历史类比引用,政治人物,99,7,7,1,3,李敖颠倒众生(7),总统、政府、见、见面、认识、序、朋友、台独
希特勒,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,99,7,7,1,3,李敖颠倒众生(7),特务、将军
李崑材,同案狱友 / 创作资料协助 / 公共论战,同案狱友,99,7,7,1,1,李敖颠倒众生(7),李崑材主任、访问、受访
王作荣,师生 / 学术 / 政治人物 / 创作资料协助 / 公共论战,师生,99,7,7,1,1,李敖颠倒众生(7),老师、一起、院长、台大、所谓、像、家里、总统
王永庆,财产债务 / 财产信托 / 通信 / 公共论战,财产债务,99,7,7,1,5,李敖颠倒众生(7),政治、序、书里、市长、县长、民进党
董狐,学术 / 神交引用,学术,99,7,7,1,2,李敖颠倒众生(7),赵盾弑其君、历史上
傅积宽,政治异议者 / 同案狱友 / 历史类比引用,政治异议者,99,6,6,1,1,李敖颠倒众生(6),总统、夫人、认识、所谓
叶菊兰,政治人物 / 选举助选 / 公共论战,政治人物,99,6,6,1,3,李敖颠倒众生(6),部长、见、杂志、认识、朋友、政治、民进党、太太
李元簇,司法人员 / 政治人物 / 公职人员 / 公共论战 / 历史类比引用,司法人员,99,6,6,1,1,李敖颠倒众生(6),总统
林俊杰,编辑,编辑,99,6,6,1,2,李敖颠倒众生(6),发行、市长、法院、委员、民进党
王惕吾,媒体 / 出版 / 财产债务 / 公共论战,媒体,99,6,6,1,3,李敖颠倒众生(6),发行、爸爸、节目、国民党、朋友、王惕吾的名字、读
罗斯福,政治人物 / 神交引用,政治人物,99,6,6,1,4,李敖颠倒众生(6),总统、像、政府、拜访
艾森豪威尔,政治人物 / 军事人物 / 历史类比引用,政治人物,99,6,6,1,5,李敖颠倒众生(6),总统、将军、一起、少将、委员、见、参谋、认识
许国泰,选举助选 / 政治异议者 / 资金支持 / 公共论战,选举助选,99,6,6,1,1,李敖颠倒众生(6),委员、弟弟、像
赖清德,诉讼 / 政治人物,诉讼,99,6,6,1,1,李敖颠倒众生(6),委员、民进党、法院、政治、告诉我、主席、主义、像
邱明星,证人见证 / 创作资料协助 / 社会案件 / 公共论战,证人见证,99,6,6,1,1,李敖颠倒众生(6),电话、打电话、尹清枫的驾驶
陈清宝,政治人物 / 公共论战,政治人物,99,6,6,1,1,李敖颠倒众生(6),院长、参谋、政府、委员、立委、国民党、攻击、陈清宝说的话
何花落,见面,待复核,99,5,5,1,1,李敖颠倒众生(5),像、认识、交情、民进党
国记者,媒体,媒体,99,5,5,1,2,李敖颠倒众生(5),记者、见、报导
巴顿,军事人物 / 神交引用,军事人物,99,5,5,1,2,李敖颠倒众生(5),将军、总统、少将、参谋、一起、像
张振国,军事人物,军事人物,99,5,5,1,1,李敖颠倒众生(5),将军、国民党、读、委员、爸爸
曹操,政治人物 / 军事人物 / 诗文出处 / 历史类比引用 / 公共论战,政治人物,99,5,5,1,2,李敖颠倒众生(5),思想、特务、古代、儿子
李鸿禧,学术 / 选举助选 / 公共论战,学术,99,5,5,1,3,李敖颠倒众生(5),老师、调查局、总统、朋友、像、导演、政治、台独
汤曜明,军事人物 / 公职人员 / 公共论战,军事人物,99,5,5,1,1,李敖颠倒众生(5),见、部长、院长、委员、立委、参谋、总统、陈水扁担任立委时，长时期待在国防委员会
汪传浦,财产债务 / 公款经费 / 创作资料协助 / 公共论战,财产债务,99,5,5,1,2,李敖颠倒众生(5),陪他、打电话、电话、少将、还有汪传浦、将军
王光宇,公职人员 / 情治警务 / 公共论战,公职人员,99,5,5,1,1,李敖颠倒众生(5),调查局、特务、像、见、总统、部长、情治、陈定南续轰，调查局私下托人放话
邵冰如,媒体,媒体,99,5,5,1,1,李敖颠倒众生(5),小姐、报导、我家来、记者、找我、总统、选举、编辑部
陈唐山,政治人物 / 公职人员 / 公共论战,政治人物,99,5,5,1,1,李敖颠倒众生(5),委员、民进党、县长、总统、院长
雷震,政治异议者 / 出版 / 媒体 / 同案狱友 / 创作资料协助,政治异议者,99,5,5,1,4,李敖颠倒众生(5),杂志、教授、一起、台大、哲学、太太、报导、大学
全斗焕,政治人物,政治人物,99,4,4,1,2,李敖颠倒众生(4),总统、像
刘锦安,军事人物 / 司法人员 / 同案狱友 / 公共论战,军事人物,99,4,4,1,2,李敖颠倒众生(4),军法、先生、军法局局长刘锦安、包括刘锦安，还有陈国祥、访问、受访
包容有,政治人物,政治人物,99,4,4,1,1,李敖颠倒众生(4),国民党、总统、选举、所谓
吴彰炯,情治警务 / 军事人物 / 刑求人员,情治警务,99,4,4,1,2,李敖颠倒众生(4),中将、家里、上校、碰到、少将、司令
文化宣,政治人物,政治人物,99,4,4,1,1,李敖颠倒众生(4),委员、宣传、主席、部长、秘书、朋友
石原,见面,见面,99,4,4,1,1,李敖颠倒众生(4),见、拜访、电话、见面、序
萧同兹,出版 / 出版管制 / 政治人物 / 历史类比引用,出版,99,4,4,1,1,李敖颠倒众生(4),文星、杂志、父亲、委员、国民党、书店、告诉我、爸爸
赵川,政治人物 / 历史类比引用 / 神交引用,政治人物,99,4,4,1,2,李敖颠倒众生(4),赵盾弑其君、这凶手赵川
赵盾,政治人物 / 历史类比引用 / 神交引用,政治人物,99,4,4,1,2,李敖颠倒众生(4),赵盾弑其君、这凶手赵川
黄玉娇,政治人物 / 公职人员 / 政治异议者 / 选举助选 / 资金支持 / 朋友 / 公共论战,政治人物,99,4,4,1,1,李敖颠倒众生(4),太太、委员、弟弟
汪荣祖,学术 / 创作资料协助 / 出版 / 通信 / 见面 / 历史类比引用,学术,99,3,3,1,2,李敖颠倒众生(3),教授、共产党、政府
王铁汉,军事人物,军事人物,99,3,3,1,1,李敖颠倒众生(3),将军、北大、主席、委员、爸爸、儿子、太太
郭廷亮,同案狱友 / 军事人物 / 社会案件 / 证人见证,同案狱友,99,3,3,1,1,李敖颠倒众生(3),上校、军法
陈国平,财产债务 / 创作资料协助 / 诉讼 / 公共论战,财产债务,97,4,4,1,1,李敖颠倒众生(4),记者、市长、总统、调查局
张惠妹,文艺音乐 / 媒体 / 公共论战,文艺音乐,96,9,9,1,4,李敖颠倒众生(9),所谓、像、总统、共产党
孙膑,军事人物 / 历史类比引用 / 神交引用,军事人物,96,6,6,1,1,李敖颠倒众生(6),学术、著作、古代、史学
张大千,文艺音乐 / 诗文出处 / 公共论战 / 历史类比引用 / 神交引用,文艺音乐,95,24,24,1,3,李敖颠倒众生(24),像、古代
李逵,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,95,19,19,1,1,李敖颠倒众生(19),碰到、女儿、所谓
李镇源,科学家 / 医疗照护 / 学术 / 人权救援 / 公共论战,科学家,95,19,19,1,6,李敖颠倒众生(19),台独、请我、国民党、送我、民进党、一起、总统、见
汉武帝,历史类比引用 / 政治人物 / 神交引用,历史类比引用,95,13,13,1,1,李敖颠倒众生(13),夫人、像、见、情人、分手
宋七力,宗教人物 / 社会案件 / 财产债务 / 公共论战,宗教人物,95,11,11,1,3,李敖颠倒众生(11),碰到、所谓、一起、总统、宣传、说过、像、委员
朱婉清,公职人员 / 创作资料协助 / 公共论战,公职人员,95,11,11,1,3,李敖颠倒众生(11),广播、问我、国民党、民进党
顾维钧,政治人物 / 公职人员 / 历史类比引用,政治人物,95,11,11,1,1,李敖颠倒众生(11),秘书、历史上、见、见到、国民党、共产党、像、学生
田再庭,政治人物 / 政治异议者 / 诉讼 / 公共论战,政治人物,95,10,10,1,4,李敖颠倒众生(10),告发、秘书、请他、法院、总统、国民党、电视、说过
林正杰,政治人物 / 媒体 / 公共论战 / 通信 / 情感,政治人物,95,9,9,1,2,李敖颠倒众生(9),政治、委员、所谓、朋友、总统、市长、一起
公司做,媒体,媒体,95,8,7,1,7,李敖颠倒众生(8),电视、总统、教授、大学、部长、台独、见、院长
蔡仁坚,政治人物 / 公共论战,政治人物,95,8,8,1,2,李敖颠倒众生(8),市长、发行、政治、朋友、总统、所谓、一起、法院
钟金江,诉讼 / 政治人物,诉讼,95,8,8,1,3,李敖颠倒众生(8),告发、委员、民进党、像、电视、律师
乔路易,朋友 / 军事人物 / 见面,朋友,95,7,7,1,2,李敖颠倒众生(7),朋友、上校、碰到、一起、像
刘家昌,媒体 / 文艺音乐 / 情感 / 公共论战 / 见面,媒体,95,7,7,1,4,李敖颠倒众生(7),导演、电视、广播、说过、像、朋友、请我
司马文武,出版 / 媒体 / 公共论战,出版,95,7,7,1,2,李敖颠倒众生(7),上校、读、所谓、电视、总统、查禁
和平转,政治人物 / 公共论战,政治人物,95,7,7,1,4,李敖颠倒众生(7),国民党、市长、民进党、总统、见、一起、上校
文化委,政治人物,政治人物,95,7,7,1,1,李敖颠倒众生(7),委员、宣传、部长、主席、法院、秘书、杂志
李承龙,诉讼,诉讼,95,7,7,1,3,李敖颠倒众生(7),告发、委员、民进党、电视、一起
胡志强,学术 / 政治人物 / 公共论战,学术,95,7,7,1,1,李敖颠倒众生(7),国民党、总统、民进党、政治、总干事、像、选举、所谓
范子文,同案狱友 / 情治警务 / 政治异议者,同案狱友,95,7,7,1,1,李敖颠倒众生(7),将军、调查局、国民党、见
王世杰,政治人物 / 学术行政 / 公共论战 / 公款经费 / 财产债务,政治人物,95,6,6,1,2,李敖颠倒众生(6),院长、国民党、研究、中央研究院、秘书、总统、委员、部长
王昇,军事人物 / 党务宣传 / 公共论战 / 历史类比引用,军事人物,95,5,5,1,2,李敖颠倒众生(5),政治、文星、国民党、一起、杂志、学生
邓维桢,媒体 / 政治异议者 / 公共论战 / 见面 / 通信,媒体,95,5,5,1,2,李敖颠倒众生(5),送我、见、电话、会面、朋友、台大、先生
陈师孟,政治人物 / 公职人员 / 财产债务 / 公共论战,政治人物,95,5,5,1,2,李敖颠倒众生(5),市长、政府、像
魏启林,见面,见面,95,5,5,1,2,李敖颠倒众生(5),国民党、碰到、教授、学者、记者、秘书
高位阶,学术行政,学术行政,95,4,4,1,1,李敖颠倒众生(4),研究、中央研究院、院长、学术
卢泰愚,政治人物 / 公职人员 / 公共论战 / 历史类比引用,政治人物,95,3,3,1,2,李敖颠倒众生(3),总统
陈鼓应,学术 / 师生 / 同学 / 公共论战,学术,95,3,3,1,1,李敖颠倒众生(3),教授、打电话、电话、主义、台大、哲学、所谓
孙武,军事人物 / 历史类比引用 / 神交引用,军事人物,94,9,9,1,2,李敖颠倒众生(9),学术、著作、古代、所谓、史学
王桂荣,创作资料协助 / 公共论战,创作资料协助,94,7,7,1,1,李敖颠倒众生(7),王桂荣先生、台美基金会
张水江,学术 / 创作资料协助 / 公共论战,学术,94,4,4,1,1,李敖颠倒众生(4),张水江
方素敏,政治异议者 / 人权救援 / 社会案件 / 通信 / 亲属 / 公共论战,政治异议者,94,4,4,1,1,李敖颠倒众生(4),太太、选举、支票
李艳秋,学术,学术,94,4,4,1,2,李敖颠倒众生(4),节目、研究、读、学术
唐太宗,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,94,3,3,1,1,李敖颠倒众生(3),侯君集后来造反、唐太宗打天下、唐朝的太宗
陈哲男,监狱行政,监狱行政,94,3,3,1,1,李敖颠倒众生(3),总统、秘书、政府
李庆元,政治人物 / 创作资料协助 / 诉讼 / 公共论战 / 见面,政治人物,93,4,4,1,2,李敖颠倒众生(4),记者、女儿、律师、总统、太太、书店、像
庄铭耀,军事人物 / 公职人员 / 公共论战,军事人物,92,5,5,1,1,李敖颠倒众生(5),节目、见、见到、司令、先生
