姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
罗文嘉,政治人物 / 公共论战,政治人物,99,91,91,1,10,李敖大哥大(91),民进党、节目、大学、像、政治、见、记者、找我
曾文惠,亲属 / 财产债务 / 公共论战,亲属,99,81,81,1,10,李敖大哥大(81),法官、夫人、法庭、调查局、法院、节目、总统、太太
谢长廷,政治人物 / 律师代理 / 选举助选 / 公共论战,政治人物,99,80,80,1,23,李敖大哥大(80),民进党、主席、总统、政治、国民党、像、律师、辩护
袁世凯,政治人物 / 公共论战 / 历史类比引用,政治人物,99,79,79,1,16,李敖大哥大(79),总统、像、国民党、儿子、一起、政府、主席、特务
郁慕明,政治人物 / 诉讼 / 朋友 / 公共论战 / 见面,政治人物,99,74,74,1,15,李敖大哥大(74),国民党、主席、像、朋友、民进党、节目、认识、教授
金美龄,政治异议者 / 媒体 / 公共论战,政治异议者,99,74,74,1,21,李敖大哥大(74),像、台独、总统、书里、国民党、报导、杂志、认识
雷倩,政治人物 / 诉讼 / 公共论战,政治人物,99,71,71,1,5,李敖大哥大(71),见、宣传、委员、爸爸、节目、立委、选举、认识
鲁迅,诗文出处 / 学术 / 历史类比引用 / 神交引用 / 公共论战,诗文出处,99,70,70,1,10,李敖大哥大(70),政治、像、国民党、老师、文学、朋友、请我、爸爸
陈师孟,政治人物 / 公职人员 / 财产债务 / 公共论战,政治人物,99,69,69,1,8,李敖大哥大(69),总统、政治、秘书、民进党、党务、像、记者、政府
叶菊兰,政治人物 / 选举助选 / 公共论战,政治人物,99,68,68,1,11,李敖大哥大(68),委员、部长、朋友、政治、民进党、法庭、女儿、发行
斯大林,政治人物 / 公共论战 / 历史类比引用,政治人物,99,67,67,1,15,李敖大哥大(67),共产党、见、政治、宣传、像、特务、国民党、总统
雷震,政治异议者 / 出版 / 媒体 / 同案狱友,政治异议者,99,67,67,1,14,李敖大哥大(67),朋友、国民党、像、夫人、记者、杂志、探监、警备总部
郝柏村,军事人物 / 政治人物 / 公职人员 / 选举助选 / 公共论战,军事人物,99,65,65,1,17,李敖大哥大(65),院长、委员、总统、国民党、见、部长、认识、夫人
许历农,军事人物 / 党务宣传 / 政治人物 / 见面 / 公共论战,军事人物,99,63,63,1,16,李敖大哥大(63),将军、请我、国民党、朋友、弟弟、主席、政战、像
毛泽东,政治人物 / 公共论战 / 历史类比引用,政治人物,99,62,62,1,27,李敖大哥大(62),主席、国民党、共产党、像、太太、读、博士、儿子
张大千,文艺音乐 / 诗文出处 / 公共论战 / 历史类比引用 / 神交引用,文艺音乐,99,61,61,1,6,李敖大哥大(61),太太、像、节目、朋友、见、政治、说过、支票
关公,军事人物 / 宗教人物 / 历史类比引用 / 神交引用,军事人物,99,60,60,1,6,李敖大哥大(60),像、政治、历史上、将军、哥哥、送我、古代、土地
堂吉诃德,虚拟人物,虚拟人物,99,59,59,1,1,李敖大哥大(59),唐吉诃德、文学、总统、报导、民进党、太太、主义
李永萍,媒体 / 政治人物 / 见面 / 公共论战,媒体,99,58,58,1,6,李敖大哥大(58),委员、节目、像、认识、县长、电视、法院、民进党
郝龙斌,政治人物 / 公共论战,政治人物,99,58,58,1,10,李敖大哥大(58),主席、民进党、政府、台独、院长、总统、法院、政治
贺德芬,学术 / 公共论战,学术,99,57,57,1,12,李敖大哥大(57),教授、像、委员、学者、节目、学生、大学、国民党
余登发,政治人物 / 政治异议者 / 公共论战,政治人物,99,55,55,1,2,李敖大哥大(55),国民党、民进党、台独、见、选举、政治、批评、像
李元簇,司法人员 / 政治人物 / 公职人员 / 公共论战 / 历史类比引用,司法人员,99,55,55,1,12,李敖大哥大(55),总统、报纸、政治、共产党、告诉我、交往、恋爱、节目
杰斐逊,政治人物 / 历史类比引用 / 神交引用,政治人物,99,55,55,1,7,李敖大哥大(55),总统、报纸、政府、像、所谓、说过、电视、法官
王永庆,财产债务 / 财产信托 / 通信 / 公共论战,财产债务,99,55,55,1,8,李敖大哥大(55),像、报纸、儿子、总统、大学、电视、杂志、太太
殷海光,学术 / 师生 / 见面 / 出版 / 公共论战 / 诗文出处 / 历史类比引用,学术,99,54,54,1,10,李敖大哥大(54),国民党、台大、大学、老师、教授、像、杂志、哲学
游锡堃,政治人物 / 公职人员 / 公共论战,政治人物,99,54,54,1,19,李敖大哥大(54),国民党、爸爸、民进党、总统、院长、秘书、妈妈、政治
李镇源,科学家 / 医疗照护 / 学术 / 人权救援 / 公共论战,科学家,99,53,53,1,6,李敖大哥大(53),台大、国民党、朋友、总统、研究、政治、像、政府
龙应台,媒体 / 学术 / 公共论战,媒体,99,53,53,1,6,李敖大哥大(53),政府、女儿、市长、告诉我、像、见、批评、报纸
周恩来,政治人物 / 公共论战 / 历史类比引用,政治人物,99,52,52,1,12,李敖大哥大(52),共产党、国民党、电报、告诉我、像、一起、政治、读
布什,政治人物 / 公共论战,政治人物,99,52,52,1,11,李敖大哥大(52),总统、政府、台独、批评、读、告诉我、主席、说过
顾崇廉,军事人物 / 政治人物 / 公共论战,军事人物,99,52,52,1,4,李敖大哥大(52),委员、法院、司令、部长、将军、批评、上校、攻击
阿登纳,政治人物 / 公职人员 / 历史类比引用 / 神交引用,政治人物,99,51,51,1,2,李敖大哥大(51),市长、将军、家里、像、总统、告诉我、律师、爸爸
释迦牟尼,宗教人物 / 神交引用,宗教人物,99,50,50,1,3,李敖大哥大(50),像、所谓、妈妈、一起、思想、见
耶稣,宗教人物 / 历史类比引用 / 神交引用,宗教人物,99,49,49,1,22,李敖大哥大(49),像、警备总部、一起、特务、批评、教授、立委、见
陶百川,司法人员 / 公职人员 / 公共论战 / 历史类比引用,司法人员,99,48,48,1,5,李敖大哥大(48),国民党、像、学生、警备总部、朋友、委员、政治、政府
阎锡山,军事人物 / 政治人物 / 历史类比引用,军事人物,99,47,47,1,3,李敖大哥大(47),产权、总统、共产党、像、政府、拜访、所谓、国民党
陈幸妤,亲属 / 财产债务 / 公共论战,亲属,99,47,47,1,5,李敖大哥大(47),女儿、爸爸、政治、想象力、像、节目、总统、朋友
李庆安,政治人物 / 选举助选 / 见面 / 公共论战,政治人物,99,46,46,1,18,李敖大哥大(46),委员、立委、一起、法院、像、选举、民进党、市长
伊藤博文,主剧情人物 / 小说剧本人物 / 政治人物 / 神交引用,主剧情人物,99,45,45,1,2,李敖大哥大(45),像、一起、政府、节目、政治、所谓
吕安妮,媒体 / 学术 / 师生 / 见面 / 公共论战,媒体,99,45,45,1,1,李敖大哥大(45),教授、像、见、儿子、朋友、教书、大学、见面
张昭雄,政治人物 / 公共论战,政治人物,99,45,45,1,8,李敖大哥大(45),总统、节目、批评、像、政治、国民党、民进党、报纸
陈福民,医疗照护 / 诗文出处 / 公共论战,医疗照护,99,45,45,1,2,李敖大哥大(45),陈福民医师、书里、告诉我、太太、送我、像、认识、台大
秦孝仪,学术行政 / 政治人物 / 出版 / 出版管制 / 公共论战 / 历史类比引用,学术行政,99,43,43,1,12,李敖大哥大(43),院长、土地、国民党、司令、像、所谓、政府、朋友
赵少康,政治人物 / 媒体 / 公共论战 / 朋友,政治人物,99,43,43,1,18,李敖大哥大(43),市长、像、节目、总统、请我、委员、报导、朋友
孙悟空,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,99,42,42,1,9,李敖大哥大(42),像、一起、历史上、总统、国民党
康宁祥,政治人物 / 政治异议者 / 选举助选 / 公共论战 / 历史类比引用,政治人物,99,42,42,1,10,李敖大哥大(42),委员、法院、部长、像、国民党、政治、杂志、政府
莫文蔚,文艺音乐 / 媒体 / 见面,文艺音乐,99,42,42,1,1,李敖大哥大(42),见、记者、家里、小姐、请我、写信、记者招待会、像
丘吉尔,政治人物 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,99,38,38,1,16,李敖大哥大(38),像、一起、总统、所谓、共产党、告诉我、主席、国民党
殷琪,财产债务 / 公共论战,财产债务,99,38,38,1,3,李敖大哥大(38),像、妈妈、爸爸、政府、政治、认识、家里、民进党
汤曜明,军事人物 / 公职人员 / 公共论战,军事人物,99,38,38,1,4,李敖大哥大(38),部长、广播、政府、将军、报纸、教授、法院、批评
胡秋原,公共论战 / 诉讼 / 学术 / 出版 / 党务宣传 / 左派转向 / 诗文出处 / 历史类比引用,公共论战,99,38,38,1,8,李敖大哥大(38),国民党、委员、法官、法院、主席、大学、判决、朋友
高李丽珍,公职人员 / 人权救援 / 姻亲 / 公共论战,公职人员,99,38,38,1,2,李敖大哥大(38),高牧师娘、记者、政府、夫人、像、老师、记者招待会、政治
施明德,政治异议者 / 政治人物 / 公共论战,政治异议者,99,37,37,1,18,李敖大哥大(37),朋友、主席、委员、记者、像、市长、政治、总统
观世音,虚拟人物 / 宗教人物 / 神交引用,虚拟人物,99,37,37,1,5,李敖大哥大(37),像、政治、爸爸、见、警察、儿子、一起、古代
高俊明,宗教人物 / 政治异议者 / 人权救援 / 公共论战,宗教人物,99,37,37,1,7,李敖大哥大(37),政治、像、政府、写信、关怀、委员、请他、太太
刘邦,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,99,36,36,1,6,李敖大哥大(36),像、爸爸、所谓、情书、共产党、将军、一起、写信
周荃,媒体 / 创作资料协助 / 通信 / 公共论战,媒体,99,36,36,1,8,李敖大哥大(36),电视、委员、像、朋友、电话、记者、大学、老师
宗才怡,政治人物 / 公职人员 / 公共论战,政治人物,99,36,36,1,10,李敖大哥大(36),部长、像、政治、告诉我、政府、所谓、法院、委员
姚嘉文,政治人物 / 政治异议者 / 公共论战,政治人物,99,35,35,1,4,李敖大哥大(35),国民党、杂志、一起、院长、台独、告诉我、报导、总统
李鸿章,政治人物 / 学术 / 公共论战 / 神交引用,政治人物,99,35,35,1,6,李敖大哥大(35),访问、所谓、政府、一起、像、父亲、土地、诗
谢聪敏,政治人物 / 人权救援 / 创作资料协助 / 公共论战,政治人物,99,35,35,1,14,李敖大哥大(35),台独、朋友、政治、总统、像、同学、一起、国民党
赵一荻,亲属 / 创作资料协助 / 历史类比引用,亲属,99,35,35,1,3,李敖大哥大(35),赵四小姐、诗、告诉我、结婚、一起、夫人、妈妈、出版社
孙立人,军事人物 / 政治人物 / 被害人 / 诉讼 / 公共论战 / 历史类比引用,军事人物,99,34,34,1,4,李敖大哥大(34),研究、将军、司令、见、一起、像、见证、大学
小布什,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用,政治人物,99,34,34,1,9,李敖大哥大(34),总统、像、大学、学生、朋友、台独、政府、电视
张荣发,财产债务 / 创作资料协助 / 公共论战,财产债务,99,34,34,1,5,李敖大哥大(34),电话、总统、律师、助理、委员、读、告诉我、像
张天师,宗教人物 / 神交引用,宗教人物,99,33,33,1,3,李敖大哥大(33),儿子、台独、报纸、爸爸、古代、像、告诉我
余政宪,政治人物 / 公共论战,政治人物,99,31,31,1,4,李敖大哥大(31),部长、政府、民进党、古代、国民党、选举、政治、像
吴淑珍,政治人物 / 亲属 / 公共论战,政治人物,99,31,31,1,13,李敖大哥大(31),批评、夫人、总统、儿子、报纸、像、辩护、妈妈
廖风德,政治人物 / 媒体 / 学术,政治人物,99,31,25,1,1,李敖大哥大(31),委员、国民党、法院、电视、像、总统、见、学者
李晶玉,媒体 / 见面,媒体,99,31,31,1,4,李敖大哥大(31),节目、朋友、读、家里、小姐、访问、像、打电话
简又新,政治人物 / 公职人员 / 公款经费 / 公共论战,政治人物,99,31,31,1,6,李敖大哥大(31),部长、法院、像、报纸、告诉我、委员、国民党、政府
简汉生,媒体 / 党务宣传 / 公共论战,媒体,99,31,31,1,2,李敖大哥大(31),国民党、宣传、民进党、电视、节目、选举、部长、请他
张秀政,财产债务 / 创作资料协助 / 公共论战,财产债务,99,30,30,1,3,李敖大哥大(30),土地、律师、爸爸、过户、总统、父亲、法院、控告
王世杰,政治人物 / 学术行政 / 公共论战 / 公款经费 / 财产债务,政治人物,99,30,30,1,7,李敖大哥大(30),院长、研究、中央研究院、部长、大学、秘书、总统、家里
秦始皇,政治人物 / 历史类比引用 / 公共论战 / 神交引用,政治人物,99,30,30,1,6,李敖大哥大(30),像、古人、儿子、弟弟、一起、见、历史上、书里
黄任中,通信 / 见面,通信,99,30,30,1,4,李敖大哥大(30),法官、像、法院、告诉我、朋友、爸爸、杂志、院长
岳飞,历史类比引用 / 军事人物 / 神交引用,历史类比引用,99,29,29,1,4,李敖大哥大(29),主义、历史上、法官、像、书里、院长、将军、所谓
李宗仁,政治人物 / 军事人物 / 公职人员 / 选举助选 / 诗文出处 / 历史类比引用,政治人物,99,29,29,1,7,李敖大哥大(29),总统、国民党、所谓、像、选举、政治、儿子、台大
杜正胜,政治人物 / 学术 / 见面,政治人物,99,29,29,1,5,李敖大哥大(29),院长、所谓、政治、研究、中央研究院、像、总统、学者
蔡元培,学术行政 / 学术 / 诗文出处 / 公共论战 / 历史类比引用,学术行政,99,29,29,1,6,李敖大哥大(29),大学、院长、研究、中央研究院、像、国民党、总干事、特务
克林顿,政治人物 / 公职人员 / 公共论战 / 历史类比引用,政治人物,99,28,28,1,10,李敖大哥大(28),总统、像、大学、政府、爸爸、教授、院长、文学
艾森豪威尔,政治人物 / 军事人物 / 历史类比引用,政治人物,99,28,28,1,12,李敖大哥大(28),将军、总统、像、爸爸、查禁、记者、序、太太
萧孟能,出版 / 出版管制 / 财产债务 / 公共论战 / 历史类比引用,出版,99,28,28,1,3,李敖大哥大(28),朋友、太太、文星、出版、一起、杂志、书店、先生
辜振甫,政治人物 / 财产债务 / 财产信托 / 公共论战 / 通信,政治人物,99,28,28,1,9,李敖大哥大(28),师母、夫人、请他、国民党、太太、政府、妹妹、一起
丁渝洲,政治人物 / 媒体,待复核,99,27,17,1,7,李敖大哥大(27),总统、委员、电视、研究、像、秘书、告诉我、情治
李安妮,亲属 / 司法人员 / 见面,亲属,99,27,22,1,3,李敖大哥大(27),女儿、法官、夫人、总统、所谓、法庭、律师、陪我
王清峰,律师代理 / 人权救援 / 公共论战,律师代理,99,27,27,1,6,李敖大哥大(27),律师、记者、太太、委员、记者招待会、主义、关怀、问我
诸葛亮,政治人物 / 军事人物 / 历史类比引用,政治人物,99,27,27,1,6,李敖大哥大(27),像、古人、历史上、政治
钱复,政治人物 / 学术 / 公共论战,政治人物,99,27,27,1,10,李敖大哥大(27),部长、院长、大学、爸爸、政府、教授、台大、总统
张惠妹,文艺音乐 / 媒体 / 公共论战,文艺音乐,99,26,26,1,3,李敖大哥大(26),像、台独、封杀、见、朋友、委员、博士、立委
施寄青,诗文出处 / 人权救援 / 朋友 / 见面 / 公共论战,诗文出处,99,26,26,1,9,李敖大哥大(26),老师、记者、政府、告诉我、像、记者招待会、爸爸、见
杨西崑,公职人员 / 创作资料协助 / 通信 / 历史类比引用,公职人员,99,26,26,1,5,李敖大哥大(26),夫人、见、一起、朋友、请我、跟我说、先生、部长
梁实秋,学术 / 出版 / 诗文出处 / 历史类比引用 / 神交引用,学术,99,26,26,1,11,李敖大哥大(26),先生、教授、朋友、家里、部长、国民党、查禁、编辑
汉武帝,历史类比引用 / 政治人物 / 神交引用,历史类比引用,99,26,26,1,6,李敖大哥大(26),爸爸、学术、所谓、古代、父亲、辩护、太太、妻
王老师,师生,师生,99,26,26,1,7,李敖大哥大(26),老师、院长、节目、批评、病房、学生、师生、记者
刘家昌,媒体 / 文艺音乐 / 情感 / 公共论战 / 见面,媒体,99,25,25,1,3,李敖大哥大(25),朋友、太太、记者、记者招待会、一起、起诉、见、总统
司马迁,历史类比引用 / 神交引用,历史类比引用,99,25,25,1,5,李敖大哥大(25),古人、古代、学者、所谓、读、像、学生、学术
张旭成,政治人物 / 公共论战 / 神交引用 / 出版 / 学术行政,政治人物,99,25,19,1,3,李敖大哥大(25),委员、民进党、法院、国民党、总统、像、报纸、事务
拿破仑,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,99,25,25,1,7,李敖大哥大(25),一起、部长、书里、历史上、诗、文学、读、主席
林肯,政治人物 / 历史类比引用 / 神交引用,政治人物,99,25,25,1,6,李敖大哥大(25),总统、朋友、结婚、见、像、警察、写信、政治
蒋纬国,军事人物 / 政治人物 / 亲属 / 诉讼 / 财产债务 / 公共论战 / 历史类比引用,军事人物,99,25,25,1,6,李敖大哥大(25),爸爸、儿子、政府、哥哥、国民党、批评、告诉我、院长
佛朗哥,军事人物 / 政治人物 / 公共论战 / 神交引用,军事人物,99,24,24,1,3,李敖大哥大(24),将军、一起、见、见面、共产党、主义、监狱、政治
凯撒,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,99,24,24,1,5,李敖大哥大(24),将军、读、书里、碰到、像
梁启超,学术 / 政治人物 / 诗文出处 / 历史类比引用 / 神交引用,学术,99,24,24,1,11,李敖大哥大(24),像、学者、请我、序、大学、女儿、报纸、出版
甘地,历史类比引用 / 政治异议者 / 神交引用,历史类比引用,99,24,24,1,4,李敖大哥大(24),主义、像、朋友、监狱、告诉我、读、财产、攻击
陈履安,政治人物 / 财产债务 / 亲属 / 通信 / 公共论战,政治人物,99,24,24,1,10,李敖大哥大(24),爸爸、儿子、总统、共产党、报导、部长、院长、国民党
陶希圣,政治人物 / 学术 / 诗文出处 / 公共论战 / 见面 / 历史类比引用,政治人物,99,24,24,1,4,李敖大哥大(24),宣传、书里、儿子、国民党、部长、请我、告诉我、爸爸
吉登斯,师生 / 见面 / 公共论战 / 出版,师生,99,23,18,1,1,李敖大哥大(23),一起、老师、古代、思想、政治、所谓、像、电视
杨贵妃,历史类比引用 / 情感 / 神交引用,历史类比引用,99,23,23,1,5,李敖大哥大(23),见、见到、告诉我、古人、像、学者、大学、古代
罗素,诗文出处 / 学术 / 历史类比引用 / 神交引用 / 出版,诗文出处,99,23,23,1,7,李敖大哥大(23),像、哲学、碰到、读、总统、将军、书里
杨仁恺,学术 / 诗文出处 / 创作资料协助 / 文艺音乐 / 历史类比引用 / 神交引用,学术,99,22,22,1,2,李敖大哥大(22),报纸、朋友、先生、研究、书里、家里、学生、教授
爱因斯坦,科学家 / 历史类比引用 / 神交引用,科学家,99,22,22,1,4,李敖大哥大(22),调查局、总统、电话、请他、报纸、像、主义、政治
王金平,政治人物 / 朋友 / 见面 / 通信 / 财产债务,政治人物,99,22,22,1,5,李敖大哥大(22),法院、国民党、院长、民进党、立委、委员、报纸、记者
陈维昭,学术行政 / 证人见证 / 诉讼 / 公共论战,学术行政,99,22,22,1,2,李敖大哥大(22),台大、大学、学生、批评、教授、序、像、主席
刘泰英,政治人物 / 诉讼 / 财产债务,政治人物,99,21,21,1,13,李敖大哥大(21),国民党、论文、告诉我、所谓、委员、像、朋友、选举
孙观汉,科学家 / 学术行政 / 诗文出处 / 创作资料协助,科学家,99,21,21,1,1,李敖大哥大(21),见、政治、写信、大学、出版、序、书里、关怀
张群,政治人物 / 公职人员 / 出版管制 / 公共论战 / 历史类比引用,政治人物,99,21,21,1,10,李敖大哥大(21),同班、总统、宣传、学生、秘书、主席、见、同学
李光耀,政治人物 / 公共论战,政治人物,99,21,21,1,8,李敖大哥大(21),总统、古代、像、特务、政治、政府、思想、共产党
苏轼,诗文出处 / 学术 / 历史类比引用 / 神交引用,诗文出处,99,21,21,1,10,李敖大哥大(21),诗、像、古人、作品、朋友、说过
赖士葆,政治人物 / 学术 / 财产债务 / 见面 / 公共论战,政治人物,99,21,21,1,8,李敖大哥大(21),委员、批评、主席、节目、立委、杂志、政府、台独
邱彰,律师代理 / 诗文出处 / 朋友 / 诉讼 / 公共论战,律师代理,99,21,21,1,5,李敖大哥大(21),民进党、委员、博士、法院、政治、像、序、报纸
陈立夫,政治人物 / 党务宣传 / 出版 / 公职人员 / 选举助选 / 出版管制 / 公共论战 / 历史类比引用,政治人物,99,21,21,1,6,李敖大哥大(21),国民党、告诉我、哥哥、政治、所谓、共产党、总统、一起
黄兴,政治人物 / 政治异议者 / 历史类比引用 / 神交引用,政治人物,99,21,21,1,4,李敖大哥大(21),像、认识、选举、政治、读
台独台,政治人物 / 公共论战 / 学术行政,政治人物,99,20,20,1,7,李敖大哥大(20),台独、总统、见、院长、民进党、主义、法院、将军
张七郎,被害人 / 历史类比引用 / 公共论战,被害人,99,20,20,1,1,李敖大哥大(20),太太、家里、一起、儿子、民进党、像、县长、监狱
章孝慈,学术行政 / 政治人物 / 见面 / 公共论战 / 历史类比引用,学术行政,99,20,20,1,9,李敖大哥大(20),大学、请我、教书、同学、校长、朋友、学生、关怀
何世礼,军事人物 / 通信 / 创作资料协助 / 公共论战,军事人物,99,19,19,1,1,李敖大哥大(19),将军、告诉我、儿子、见、请他、爸爸、序、写信
傅斯年,学术 / 学术行政 / 诗文出处 / 公共论战 / 历史类比引用,学术,99,19,19,1,6,李敖大哥大(19),朋友、大学、教授、见、学生、家里、师长、台独
