姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
列宁,政治人物 / 公共论战 / 历史类比引用,政治人物,99,121,121,1,38,李敖有话说(121),国民党、政治、见、所谓、主席、共产党、委员、节目
李远哲,科学家 / 学术 / 学术行政 / 选举助选 / 公共论战,科学家,99,121,121,1,11,李敖有话说(121),研究、院长、中央研究院、所谓、政治、政府、学术、委员
郝龙斌,政治人物 / 公共论战,政治人物,99,120,120,1,19,李敖有话说(120),国民党、民进党、市长、爸爸、政治、主席、儿子、选举
辜振甫,政治人物 / 财产债务 / 财产信托 / 公共论战 / 通信,政治人物,99,114,114,1,10,李敖有话说(114),国民党、见、节目、弟弟、妹妹、太太、夫人、师母
傅斯年,学术 / 学术行政 / 诗文出处 / 公共论战 / 历史类比引用,学术,99,110,110,1,27,李敖有话说(110),大学、学生、国民党、主义、老师、政府、共产党、台大
朱熹,神交引用 / 学术,神交引用,99,106,106,1,27,李敖有话说(106),读、像、诗、大学、见、一起、论文、告诉我
郝柏村,军事人物 / 政治人物 / 公职人员 / 选举助选 / 公共论战,军事人物,99,105,105,1,29,李敖有话说(105),国民党、院长、部长、参谋、将军、儿子、像、总统
王世杰,政治人物 / 学术行政 / 公共论战 / 公款经费 / 财产债务,政治人物,99,104,104,1,30,李敖有话说(104),院长、部长、国民党、研究、中央研究院、总统、序、秘书
杜鲁门,政治人物 / 历史类比引用 / 神交引用,政治人物,99,99,99,1,24,李敖有话说(99),总统、将军、女儿、见、国民党、批评、太太、政府
林肯,政治人物 / 历史类比引用 / 神交引用,政治人物,99,98,98,1,30,李敖有话说(98),总统、像、所谓、主义、政府、将军、朋友、夫人
乾隆,历史类比引用 / 政治人物 / 神交引用,历史类比引用,99,96,96,1,30,李敖有话说(96),诗、见、大学、古代、学者、像、一起、院长
丘吉尔,政治人物 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,99,95,95,1,41,李敖有话说(95),总统、像、政治、所谓、将军、文学、秘书、一起
关公,军事人物 / 宗教人物 / 历史类比引用 / 神交引用,军事人物,99,95,95,1,16,李敖有话说(95),像、台大、批评、古人、儿子、恋爱、妻、所谓
谢长廷,政治人物 / 律师代理 / 选举助选 / 公共论战,政治人物,99,93,93,1,33,李敖有话说(93),院长、民进党、所谓、市长、国民党、总统、法院、律师
岳飞,历史类比引用 / 军事人物 / 神交引用,历史类比引用,99,92,92,1,19,李敖有话说(92),政治、像、历史上、政府、监狱、所谓、辩护、朋友
张大千,文艺音乐 / 诗文出处 / 公共论战 / 历史类比引用 / 神交引用,文艺音乐,99,91,91,1,16,李敖有话说(91),将军、见、像、教授、国民党、司令、大学、法官
李翰祥,媒体 / 文艺音乐 / 朋友 / 见面 / 公共论战 / 创作资料协助,媒体,99,88,88,1,18,李敖有话说(88),导演、太太、朋友、家里、认识、妻、嫁给、妈妈
李宗仁,政治人物 / 军事人物 / 公职人员 / 选举助选 / 诗文出处 / 历史类比引用,政治人物,99,85,85,1,25,李敖有话说(85),总统、所谓、国民党、将军、教授、见、儿子、像
陈炯明,政治人物 / 军事人物 / 公共论战 / 历史类比引用,政治人物,99,85,85,1,14,李敖有话说(85),参谋、见、儿子、总统、国民党、太太、司令、将军
张作霖,军事人物 / 政治人物 / 公职人员 / 历史类比引用,军事人物,99,84,84,1,15,李敖有话说(84),国民党、所谓、共产党、爸爸、像、儿子、一起、老师
萧孟能,出版 / 出版管制 / 财产债务 / 公共论战 / 历史类比引用,出版,99,84,84,1,8,李敖有话说(84),文星、太太、书店、夫人、杂志、国民党、朋友、离婚
余光中,学术 / 出版 / 见面 / 通信 / 朋友 / 公共论战 / 学术考证引用,学术,99,81,81,1,10,李敖有话说(81),诗、所谓、国民党、杂志、像、文星、节目、朋友
梁肃戎,政治人物 / 公职人员 / 通信 / 公共论战,政治人物,99,80,80,1,13,李敖有话说(80),法院、国民党、院长、节目、政府、太太、委员、请他
秦始皇,政治人物 / 历史类比引用 / 公共论战 / 神交引用,政治人物,99,80,80,1,25,李敖有话说(80),历史上、妈妈、见、像、爸爸、读、一起、节目
李世民,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,99,79,79,1,14,李敖有话说(79),弟弟、哥哥、儿子、像、爸爸、一起、家里、古代
罗素,诗文出处 / 学术 / 历史类比引用 / 神交引用 / 出版,诗文出处,99,78,78,1,31,李敖有话说(78),哲学、像、大学、总统、文学、读、政治、主义
胡秋原,公共论战 / 诉讼 / 学术 / 出版 / 党务宣传 / 左派转向 / 诗文出处 / 历史类比引用,公共论战,99,77,77,1,11,李敖有话说(77),国民党、共产党、大学、委员、法院、老师、主义、节目
陈独秀,学术 / 政治人物 / 神交引用,学术,99,76,76,1,21,李敖有话说(76),共产党、大学、一起、国民党、文学、写稿、思想、儿子
陶成章,烈士殉难 / 政治异议者 / 历史类比引用,烈士殉难,99,75,75,1,10,李敖有话说(75),总统、出版、司令、电报、节目、老师、见、像
黄兴,政治人物 / 政治异议者 / 历史类比引用 / 神交引用,政治人物,99,74,74,1,14,李敖有话说(74),像、政治、见、所谓、攻击、节目、爸爸、书里
戴高乐,政治人物 / 军事人物 / 神交引用,政治人物,99,73,73,1,13,李敖有话说(73),将军、总统、像、政治、节目、思想、一起、报纸
何应钦,军事人物 / 政治人物 / 公职人员 / 历史类比引用,军事人物,99,72,72,1,17,李敖有话说(72),将军、参谋、司令、国民党、见、部长、政府、告诉我
刘邦,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,99,72,72,1,23,李敖有话说(72),古代、像、一起、碰到、告诉我、诗、所谓、读
杨西崑,公职人员 / 创作资料协助 / 通信 / 历史类比引用,公职人员,99,72,72,1,6,李敖有话说(72),所谓、国民党、部长、大学、夫人、像、朋友、老师
爱因斯坦,科学家 / 历史类比引用 / 神交引用,科学家,99,72,72,1,19,李敖有话说(72),像、记者、一起、书里、总统、共产党、朋友、出版
诸葛亮,政治人物 / 军事人物 / 历史类比引用,政治人物,99,72,72,1,17,李敖有话说(72),儿子、诗、国民党、告诉我、所谓、政治、像、历史上
梁漱溟,学术 / 神交引用 / 公共论战,学术,99,71,71,1,6,李敖有话说(71),思想、主席、主义、大学、教授、像、出版、批评
于右任,政治人物 / 公职人员 / 选举助选 / 公共论战 / 历史类比引用,政治人物,99,70,70,1,22,李敖有话说(70),院长、诗、政府、国民党、所谓、总统、见、像
汪精卫,政治人物 / 公职人员 / 历史类比引用,政治人物,99,70,70,1,28,李敖有话说(70),国民党、宣传、部长、研究、政府、主席、像、政治
龚德柏,政治异议者 / 媒体 / 出版 / 感化人员,政治异议者,99,69,69,1,10,李敖有话说(69),报人、见、报纸、国民党、政府、一起、共产党、记者
庄子,历史类比引用 / 神交引用,历史类比引用,99,67,67,1,35,李敖有话说(67),像、朋友、古代、哲学、告诉我、一起、见、序
王安石,历史类比引用 / 政治人物 / 学术 / 神交引用,历史类比引用,99,65,65,1,24,李敖有话说(65),诗、见、像、一起、读、古人、弟弟、古代
陶希圣,政治人物 / 学术 / 诗文出处 / 公共论战 / 见面 / 历史类比引用,政治人物,99,65,65,1,7,李敖有话说(65),委员、国民党、爸爸、儿子、见、宣传、部长、大学
尼克松,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用,政治人物,99,64,64,1,15,李敖有话说(64),总统、见、告诉我、所谓、将军、一起、认识、记者
管仲,政治人物 / 诗文出处 / 历史类比引用,政治人物,99,64,64,1,5,李敖有话说(64),朋友、政治、请他、学生、古代、像、哥哥、思想
何世礼,军事人物 / 通信 / 创作资料协助 / 公共论战,军事人物,99,63,63,1,7,李敖有话说(63),将军、儿子、见、请他、节目、爸爸、中将、家里
李鸿章,政治人物 / 学术 / 公共论战 / 神交引用,政治人物,99,63,63,1,17,李敖有话说(63),像、所谓、告诉我、政治、学生、大学、一起、节目
杰斐逊,政治人物 / 历史类比引用 / 神交引用,政治人物,99,63,63,1,20,李敖有话说(63),总统、像、法官、大学、历史上、政府、部长、攻击
里根,政治人物 / 主剧情人物 / 小说剧本人物 / 媒体 / 历史类比引用,政治人物,99,63,63,1,16,李敖有话说(63),总统、太太、像、家里、传记、报导、家中、访谈
伯夷,政治异议者 / 神交引用,政治异议者,99,61,61,1,5,李敖有话说(61),古人、书里、历史上、古代、主义、思想、政治、节目
布什,政治人物 / 公共论战,政治人物,99,61,61,1,31,李敖有话说(61),总统、所谓、像、见、军购、爸爸、女儿、记者
许历农,军事人物 / 党务宣传 / 政治人物 / 见面 / 公共论战,军事人物,99,61,61,1,20,李敖有话说(61),查禁、将军、国民党、司令、政治、政战、总统、朋友
慈禧,政治人物 / 历史类比引用 / 神交引用,政治人物,99,60,60,1,27,李敖有话说(60),像、见、太太、财产、朋友、报纸、政治、政府
拿破仑,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,99,60,60,1,14,李敖有话说(60),一起、所谓、告诉我、太太、书中、部长、爸爸、妈妈
玛丽莲·梦露,媒体 / 神交引用,媒体,99,60,60,1,6,李敖有话说(60),结婚、像、夫人、太太、妻、作品、离婚、嫁给
陈诚,政治人物 / 军事人物 / 创作资料协助 / 历史类比引用,政治人物,99,58,58,1,26,李敖有话说(58),院长、国民党、总统、见、学生、所谓、儿子、大学
三毛,文艺音乐 / 出版 / 见面 / 公共论战,文艺音乐,99,57,57,1,3,李敖有话说(57),一起、出版、见、国民党、报纸、共产党、爸爸、见到
黄庭坚,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,99,57,57,1,19,李敖有话说(57),诗、像、思想、朋友、见、一起、节目、院长
王国维,学术 / 诗文出处 / 神交引用,学术,99,52,52,1,7,李敖有话说(52),国民党、哲学、像、书里、文学、研究、大学、思想
许信良,政治人物 / 政治异议者 / 公共论战 / 选举助选,政治人物,99,52,52,1,29,李敖有话说(52),民进党、总统、主席、所谓、国民党、选举、见、像
宋庆龄,政治人物 / 历史类比引用 / 神交引用,政治人物,99,51,51,1,16,李敖有话说(51),夫人、太太、结婚、妈妈、儿子、一起、市长、共产党
张群,政治人物 / 公职人员 / 出版管制 / 公共论战 / 历史类比引用,政治人物,99,51,51,1,18,李敖有话说(51),秘书、同学、将军、总统、国民党、同班、主席、共产党
小布什,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用,政治人物,99,50,50,1,24,李敖有话说(50),总统、像、所谓、博士、回扣、政府、国民党、律师
李庆华,政治人物 / 选举助选 / 见面 / 朋友 / 公共论战,政治人物,99,50,50,1,25,李敖有话说(50),朋友、委员、院长、国民党、法院、打电话、电话、主席
王金平,政治人物 / 朋友 / 见面 / 通信 / 财产债务,政治人物,99,50,50,1,20,李敖有话说(50),院长、法院、国民党、主席、所谓、委员、政治、市长
赵一荻,亲属 / 创作资料协助 / 历史类比引用,亲属,99,50,50,1,5,李敖有话说(50),赵四小姐、女儿、诗、朋友、见、陪他、爸爸、太太
高金素梅,政治人物 / 媒体 / 见面,政治人物,99,50,50,1,20,李敖有话说(50),法院、判决、委员、国民党、像、政府、民进党、上诉
李大钊,政治人物 / 公共论战 / 历史类比引用,政治人物,99,49,49,1,16,李敖有话说(49),大学、共产党、管理员、国民党、主义、北大、像、杂志
毕加索,文艺音乐 / 神交引用,文艺音乐,99,49,49,1,9,李敖有话说(49),朋友、像、共产党、作品、读、一起、碰到、老师
甘地,历史类比引用 / 政治异议者 / 神交引用,历史类比引用,99,49,49,1,22,李敖有话说(49),像、女儿、夫人、朋友、政治、来信、一起、作品
苏贞昌,政治人物 / 公职人员 / 公共论战,政治人物,99,49,49,1,14,李敖有话说(49),院长、委员、所谓、律师、部长、总统、告诉我、法院
麦克阿瑟,军事人物 / 公职人员 / 历史类比引用,军事人物,99,49,49,1,18,李敖有话说(49),将军、总统、见、参谋、见到、记者、报导、像
梁启超,学术 / 政治人物 / 诗文出处 / 历史类比引用 / 神交引用,学术,99,48,48,1,19,李敖有话说(48),学生、见、老师、序、大学、写信、学者、政府
李大维,公职人员 / 学术 / 公共论战,公职人员,99,47,47,1,12,李敖有话说(47),所谓、委员、法院、总统、像、国民党、博士、论文
柳下惠,历史类比引用 / 政治人物 / 神交引用,历史类比引用,99,47,47,1,5,李敖有话说(47),书里、一起、古代、所谓、像、大学、政治、历史上
牛顿,科学家 / 历史类比引用 / 神交引用,科学家,99,47,47,1,12,李敖有话说(47),像、委员、哲学、诗、读、市长、对我说、选举
刘备,政治人物 / 军事人物 / 历史类比引用 / 公共论战,政治人物,99,46,46,1,16,李敖有话说(46),儿子、太太、夫人、一起、像、爸爸、拜访、文学
叶德辉,学术 / 诗文出处 / 出版 / 历史类比引用 / 神交引用,学术,99,46,46,1,3,李敖有话说(46),学者、共产党、国民党、书里、像、诗、出版、见
孙科,政治人物 / 公职人员 / 选举助选 / 公共论战 / 历史类比引用,政治人物,99,46,46,1,10,李敖有话说(46),儿子、市长、总统、夫人、妈妈、国民党、院长、爸爸
章孝严,政治人物 / 公共论战,政治人物,99,46,46,1,6,李敖有话说(46),委员、弟弟、选举、所谓、哥哥、儿子、妈妈、国民党
谷正文,情治警务 / 军事人物 / 见面 / 证人见证 / 创作资料协助 / 公共论战,情治警务,99,46,46,1,4,李敖有话说(46),将军、国民党、少将、共产党、特务、朋友、序、市长
连方瑀,公共论战 / 亲属,公共论战,99,46,46,1,8,李敖有话说(46),太太、妻、读、一起、记者、夫人、朋友、国民党
乔家才,情治警务 / 军事人物 / 创作资料协助 / 历史类比引用,情治警务,99,45,45,1,4,李敖有话说(45),将军、国民党、特务、妈妈、脚镣、手铐、见、写信
胡锦涛,政治人物,政治人物,99,45,45,1,13,李敖有话说(45),国民党、见、主席、像、节目、所谓、朋友、太太
陈立夫,政治人物 / 党务宣传 / 出版 / 公职人员 / 选举助选 / 出版管制 / 公共论战 / 历史类比引用,政治人物,99,45,45,1,17,李敖有话说(45),国民党、法院、院长、节目、部长、见、共产党、写信
高玉树,政治人物 / 公职人员 / 公共论战,政治人物,99,45,45,1,4,李敖有话说(45),国民党、市长、见、所谓、见面、主席、政府、请他
凯撒,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,99,44,44,1,7,李敖有话说(44),太太、读、离婚、政治、见、朋友、像、交情
游本嘉,媒体 / 亲属 / 神交引用 / 见面,媒体,99,44,38,1,24,李敖有话说(44),先生、节目、电视、朋友、主义、记者、跟我说、国民党
章太炎,学术 / 诗文出处 / 出版 / 政治异议者 / 公共论战 / 历史类比引用,学术,99,44,44,1,18,李敖有话说(44),一起、学生、像、大学、书里、序、政府、儿子
俞大维,军事人物 / 公职人员 / 学术 / 历史类比引用,军事人物,99,43,43,1,5,李敖有话说(43),部长、国民党、将军、大学、节目、法院、总统、见
杜甫,诗文出处 / 历史类比引用 / 神交引用,诗文出处,99,43,43,1,18,李敖有话说(43),诗、见、太太、家里、见面、共产党、政府、见到
乔·路易斯,体育人物 / 历史类比引用 / 神交引用,体育人物,99,42,42,1,5,李敖有话说(42),朋友、记者、像、电视、碰到、一起、见、见到
刘家昌,媒体 / 文艺音乐 / 情感 / 公共论战 / 见面,媒体,99,42,42,1,7,李敖有话说(42),导演、朋友、一起、国民党、记者、像、嫁给、同学
莫文蔚,文艺音乐 / 媒体 / 见面,文艺音乐,99,42,42,1,6,李敖有话说(42),认识、送我、见、请我、见面、电视、出版、太太
许世英,公职人员 / 司法人员 / 政治人物 / 历史类比引用,公职人员,99,42,42,1,6,李敖有话说(42),政府、妈妈、见、国民党、像、一起、书里、将军
冈村宁次,军事人物 / 神交引用,军事人物,99,41,41,1,3,李敖有话说(41),国民党、参谋、司令、将军、见、史学、少将、中将
孙膑,军事人物 / 历史类比引用 / 神交引用,军事人物,99,41,41,1,4,李敖有话说(41),史学、教授、学者、历史上、大学、古代、像、见
杜聿明,军事人物 / 诗文出处 / 公共论战 / 历史类比引用,军事人物,99,41,41,1,6,李敖有话说(41),将军、太太、共产党、妈妈、儿子、见、学生、总统
陈其美,政治人物 / 历史类比引用,政治人物,99,41,41,1,9,李敖有话说(41),总统、告诉我、国民党、电报、攻击、一起、所谓、市长
刘禅,政治人物 / 历史类比引用,政治人物,99,40,40,1,5,李敖有话说(40),儿子、见、太太、妻、哲学、历史上、告诉我、院长
吕秀莲,政治人物 / 公共论战 / 选举助选,政治人物,99,40,40,1,10,李敖有话说(40),总统、所谓、寄给、检察官、民进党、选举、记者、像
王昇,军事人物 / 党务宣传 / 公共论战 / 历史类比引用,军事人物,99,40,40,1,8,李敖有话说(40),国民党、一起、见、将军、父亲、朋友、政治、传记
王闿运,学术 / 出版 / 历史类比引用 / 神交引用,学术,99,40,40,1,5,李敖有话说(40),学生、学者、见、请他、总统、见到、拜访、节目
郑洞国,军事人物 / 政治人物 / 历史类比引用,军事人物,99,40,40,1,2,李敖有话说(40),共产党、司令、学生、思想、朋友、老师、军长、电话
戴笠,情治警务 / 军事人物 / 公共论战 / 历史类比引用,情治警务,99,39,39,1,9,李敖有话说(39),特务、国民党、将军、见、学生、像、序、书里
李友邦,姻亲 / 通信 / 见面,姻亲,99,39,37,1,3,李敖有话说(39),太太、共产党、国民党、书里、访问、儿子、出版、朋友
王祥基,媒体 / 朋友 / 见面,媒体,99,39,39,1,16,李敖有话说(39),节目、电视、朋友、先生、告诉我、台独、一起、像
谢聪敏,政治人物 / 人权救援 / 创作资料协助 / 公共论战,政治人物,99,39,39,1,6,李敖有话说(39),台独、一起、学生、老师、同学、见、脚镣、判决
戴季陶,政治人物 / 党务宣传 / 公共论战 / 历史类比引用,政治人物,99,38,38,1,6,李敖有话说(38),儿子、爸爸、国民党、一起、主义、院长、思想、共产党
欧阳修,学术 / 政治人物 / 神交引用,学术,99,38,38,1,11,李敖有话说(38),朋友、学生、女儿、娶、请他、书里、父亲、嫁给
蒋孝严,亲属,亲属,99,38,37,1,6,李敖有话说(38),母亲、妈妈、弟弟、父亲、书里、爸爸、一起、告诉我
俞济时,军事人物 / 公职人员 / 历史类比引用,军事人物,99,37,37,1,5,李敖有话说(37),杂志、将军、碰到、中将、见、传记、文学、师长
劳思光,学术 / 公共论战 / 见面,学术,99,37,37,1,4,李敖有话说(37),教授、大学、研究、中央研究院、学术、老师、杂志、政府
克里蒙梭,政治人物 / 神交引用,政治人物,99,36,36,1,7,李敖有话说(36),将军、像、报纸、文学、政府、作品、名言、节目
曾国藩,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,99,36,36,1,12,李敖有话说(36),诗、爸爸、像、读、参谋、弟弟、研究、序
陈平景,通信 / 创作资料协助 / 朋友 / 公共论战,通信,99,36,36,1,8,李敖有话说(36),朋友、节目、大学、妈妈、跟我说、教授、先生、老师
孙武,军事人物 / 历史类比引用 / 神交引用,军事人物,99,35,35,1,6,李敖有话说(35),历史上、学者、大学、史学、学生、见、古人、教授
杨振宁,科学家 / 历史类比引用 / 神交引用,科学家,99,35,35,1,8,李敖有话说(35),先生、博士、老师、太太、夫人、将军、学生、研究
齐世英,政治人物 / 政治异议者 / 出版 / 创作资料协助 / 证人见证 / 见面,政治人物,99,35,35,1,3,李敖有话说(35),国民党、党务、法院、所谓、一起、委员、访问、研究
司马迁,历史类比引用 / 神交引用,历史类比引用,99,34,34,1,11,李敖有话说(34),序、部长、国民党、古人、辩护、见、写信、诗
孙悟空,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,99,34,34,1,9,李敖有话说(34),像、论战、查禁、情书、序、大学、岳母、到我家
弗洛伊德,学术 / 神交引用,学术,99,34,34,1,12,李敖有话说(34),认识、研究、像、节目、主席、太太、女儿、母亲
严侨,师生 / 学术 / 朋友 / 见面 / 政治异议者 / 同案狱友 / 人权救援,师生,99,33,33,1,4,李敖有话说(33),老师、共产党、儿子、教书、师母、国民党、大学、爸爸
今井武夫,军事人物 / 证人见证 / 神交引用,军事人物,99,33,33,1,1,李敖有话说(33),少将、见、参谋、国民党、中将、接见、告诉我、上校
蔡万霖,财产债务 / 公共论战,财产债务,99,33,33,1,3,李敖有话说(33),归公、财产、主义、见、像、杂志、政府、共产党
郭冠英,媒体 / 创作资料协助 / 公共论战,媒体,99,33,33,1,7,李敖有话说(33),朋友、像、诗、台独、国民党、政治、认识、儿子
郭沫若,学术 / 出版 / 政治人物 / 公共论战 / 神交引用,学术,99,33,33,1,12,李敖有话说(33),诗、像、大学、出版、所谓、一起、攻击、政府
韩愈,学术 / 出版 / 历史类比引用 / 神交引用,学术,99,33,33,1,16,李敖有话说(33),诗、古人、历史上、哲学、朋友、国民党、主义、思想
