姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
叶菊兰,政治人物 / 选举助选 / 公共论战,政治人物,99,11,11,1,8,挑战李敖(11),委员、杂志、民进党、朋友、市长、国民党、台独、老师
周荃,通信 / 创作资料协助,通信,99,11,11,1,5,挑战李敖(11),委员、见、见到、访问、问我、大学、助理、选举
李焕,政治人物 / 党务宣传 / 公共论战,政治人物,99,11,11,1,6,挑战李敖(11),爸爸、院长、总统、女儿、教授、主席、电视、委员
王世杰,政治人物 / 学术行政 / 公共论战 / 公款经费 / 财产债务,政治人物,99,11,11,1,6,挑战李敖(11),院长、研究、中央研究院、像、部长、老师、总统、秘书
钱思亮,学术 / 学术行政 / 公共论战,学术,99,11,11,1,4,挑战李敖(11),院长、研究、中央研究院、大学、国民党、记者、批评、台大
陈幸妤,亲属 / 财产债务 / 公共论战,亲属,99,11,11,1,1,挑战李敖(11),妈妈、女儿、大学、房地、岳父、岳母、财产、台大
顾锦才,司法人员 / 诉讼 / 公共论战,司法人员,99,11,11,1,1,挑战李敖(11),法官、判决、国民党、碰到、法院、母亲、债权、辩护
俞大维,军事人物 / 公职人员 / 学术 / 历史类比引用,军事人物,99,10,10,1,5,挑战李敖(10),部长、司令、碰到、博士、教授、家里、研究、共产党
刘玉章,军事人物 / 公共论战,军事人物,99,10,10,1,3,挑战李敖(10),司令、部长、将军、军长、国民党、碰到、共产党、女儿
尼克松,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用,政治人物,99,10,10,1,5,挑战李敖(10),总统、见、政治、名言、选举、市长
李元簇,司法人员 / 政治人物 / 公职人员 / 公共论战 / 历史类比引用,司法人员,99,10,10,1,5,挑战李敖(10),一起、总统、选举、告诉我、记者
李宗仁,政治人物 / 军事人物 / 公职人员 / 选举助选 / 诗文出处 / 历史类比引用,政治人物,99,10,10,1,4,挑战李敖(10),总统、院长、所谓、国民党、儿子、选举
梁肃戎,政治人物 / 公职人员 / 通信 / 公共论战,政治人物,99,10,10,1,4,挑战李敖(10),一起、委员、爸爸、同案、先生、太太、刑求、台独
肯尼迪,政治人物 / 公职人员 / 历史类比引用,政治人物,99,10,10,1,5,挑战李敖(10),总统、部长、见、请他、弟弟、像、夫人
蔡元培,学术行政 / 学术 / 诗文出处 / 公共论战 / 历史类比引用,学术行政,99,10,10,1,6,挑战李敖(10),研究、中央研究院、院长、大学、先生、学术、政府、国民党
麦克阿瑟,军事人物 / 公职人员 / 历史类比引用,军事人物,99,10,10,1,6,挑战李敖(10),将军、参谋、少将、总统、政府、警察、国民党、像
伍泽元,政治人物 / 财产债务 / 公共论战,政治人物,99,9,9,1,6,挑战李敖(9),一起、告诉我、女儿、像、市长、民进党、报纸、检察官
列宁,政治人物 / 公共论战 / 历史类比引用,政治人物,99,9,9,1,7,挑战李敖(9),国民党、共产党、主席、民进党、朋友、儿子、政治、所谓
叶金凤,司法人员 / 公职人员 / 公共论战,司法人员,99,9,9,1,5,挑战李敖(9),部长、法务部、监狱、电视、国民党、军法、批评、台北监狱
吾尔开希,政治异议者 / 公共论战,政治异议者,99,9,9,1,3,挑战李敖(9),认识、太太、像、政府、学生、告诉我
富兰克林,政治人物 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,99,9,9,1,6,挑战李敖(9),将军、碰到、一起、主义、认识、所谓、说过、思想
平路,诗文出处 / 媒体 / 见面 / 公共论战,诗文出处,99,9,9,1,1,挑战李敖(9),平路：、院长、所谓、像、见、见到、妻、总统
张麟征,学术 / 公共论战,学术,99,9,9,1,5,挑战李敖(9),老师、大学、教授、总统、院长、法院、女士、张麟征教授有她的困难
曹操,政治人物 / 军事人物 / 诗文出处 / 历史类比引用 / 公共论战,政治人物,99,9,9,1,4,挑战李敖(9),像、政治、太太、古代、哥哥
李翰祥,媒体 / 文艺音乐 / 朋友 / 见面 / 公共论战 / 创作资料协助,媒体,99,9,9,1,3,挑战李敖(9),太太、导演、像、古代、一起
杨登奎,媒体 / 财产债务 / 公共论战,媒体,99,9,9,1,5,挑战李敖(9),电视、请我、同学、先生、杨登奎有线电视竞标、有线电视媒体董事长移交的时候，移交给杨登奎、所谓、委员
王清峰,律师代理 / 人权救援 / 公共论战,律师代理,99,9,9,1,6,挑战李敖(9),律师、像、政治、所谓、一起、国民党、民进党
范巽绿,政治人物 / 公共论战,政治人物,99,9,9,1,2,挑战李敖(9),委员、民进党、总统、像、立委、结婚、家里、陈文茜说：别提范巽绿了
许历农,军事人物 / 党务宣传 / 政治人物 / 见面 / 公共论战,军事人物,99,9,9,1,5,挑战李敖(9),司令、调查局、法务部、政战、政治、警总、广播、见
邱复生,媒体 / 财产债务 / 公共论战,媒体,99,9,9,1,4,挑战李敖(9),市长、政府、TVBS李涛这个节目、李涛树白旗、总统、批评
邱正雄,政治人物 / 公职人员 / 财产债务 / 公共论战,政治人物,99,9,9,1,4,挑战李敖(9),部长、碰到、报导、国民党、所谓、支票
霍姆斯,司法人员 / 诗文出处 / 历史类比引用 / 神交引用,司法人员,99,9,9,1,4,挑战李敖(9),法官
丁庭宇,媒体 / 见面 / 公共论战,媒体,99,8,8,1,2,挑战李敖(8),访问、问我、儿子、爸爸、丁峰宇在访问我、节目、像、丁庭宇的节目
刘兆玄,学术 / 政治人物 / 公职人员 / 公共论战,学术,99,8,8,1,3,挑战李敖(8),博士、学者、教授、研究、大学、中央研究院、同学、回信
吴敦义,政治人物 / 公职人员 / 通信 / 出版管制 / 公共论战,政治人物,99,8,8,1,4,挑战李敖(8),市长、政府、国民党、民进党、学生、政治、见
周恩来,政治人物 / 公共论战 / 创作资料协助 / 历史类比引用,政治人物,99,8,8,1,5,挑战李敖(8),像、家里、研究、国民党、共产党
陈进财,亲属 / 财产债务 / 公共论战,亲属,99,8,8,1,1,挑战李敖(8),夫人、弟弟、支票、先生、见、发行、像、电话
傅斯年,学术 / 学术行政 / 诗文出处 / 公共论战 / 历史类比引用,学术,99,7,7,1,4,挑战李敖(7),大学、台大、院长、北大、国民党、政府、先生、总统
刘源俊,学术行政 / 学术 / 公共论战,学术行政,99,7,7,1,2,挑战李敖(7),哲学、学生、大学、东吴大学校长刘源俊、校长刘源俊那里抗议、研究
吴大猷,学术 / 学术行政 / 公共论战,学术,99,7,7,1,4,挑战李敖(7),院长、研究、中央研究院、民进党、批评、思想、像、博士
撒切尔夫人,政治人物 / 历史类比引用 / 神交引用,政治人物,99,7,7,1,3,挑战李敖(7),夫人、像、碰到、教授、政治、部长、学术
李念祖,学术 / 律师代理,学术,99,7,7,1,1,挑战李敖(7),律师、事务、请我、报纸、读、节目、电视、总统
柏拉图,学术 / 历史类比引用 / 神交引用,学术,99,7,7,1,5,挑战李敖(7),老师、台大、哲学、像、市长、台独、朋友、见
章孝慈,学术行政 / 政治人物 / 见面 / 公共论战 / 历史类比引用,学术行政,99,7,7,1,6,挑战李敖(7),弟弟、政治、请我、校长、院长、妈妈、老师、大学
谢东闵,政治人物 / 公共论战,政治人物,99,7,7,1,4,挑战李敖(7),先生、主席、市长、县长、儿子、朋友、将军、一起
郑丁旺,政治异议者 / 同案狱友 / 公共论战,政治异议者,99,7,7,1,1,挑战李敖(7),匪谍郑丁旺、警备总部
陈长文,学术 / 公共论战,学术,99,7,7,1,1,挑战李敖(7),律师、事务、见、请我、报纸、读、节目、电视
陶渊明,诗文出处 / 学术 / 历史类比引用 / 神交引用,诗文出处,99,7,7,1,6,挑战李敖(7),读、儿子、查禁、诗、像、比喻
韩非,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,99,7,7,1,3,挑战李敖(7),总统、政府、国民党、读
黄欣欣,律师代理 / 诉讼 / 公共论战,律师代理,99,7,7,1,1,挑战李敖(7),律师、事务、请我、报纸、读、节目、电视、总统
华盛顿,政治人物 / 公职人员 / 历史类比引用,政治人物,99,6,6,1,5,挑战李敖(6),总统、政府、国民党、将军、参谋、家里、秘书、党部
卡特,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用,政治人物,99,6,6,1,3,挑战李敖(6),总统
吴代景,创作资料协助 / 见面 / 公共论战,创作资料协助,99,6,6,1,1,挑战李敖(6),夫人、朋友、先生、法院、总统、书里
周玉蔻,媒体 / 见面 / 公共论战,媒体,99,6,6,1,5,挑战李敖(6),国民党、节目、博士、见、接见、总统、小姐、跟我说
庄万寿,学术 / 见面 / 公共论战,学术,99,6,6,1,2,挑战李敖(6),教授、朋友、大学、警察、一起、见、报纸、先生
李美葵,亲属 / 被害人 / 证人见证 / 创作资料协助 / 公共论战,亲属,99,6,6,1,1,挑战李敖(6),夫人、上校、总统、像、女士、尹清枫的夫李美葵女士
林晃,司法人员 / 诉讼 / 公共论战,司法人员,99,6,6,1,1,挑战李敖(6),法官、国民党、判决、法院、母亲、债权、辩护、碰到
林锦昌,媒体 / 公职人员 / 创作资料协助 / 公共论战,媒体,99,6,6,1,1,挑战李敖(6),妻、岳父、岳母、序、女儿、记者、报导、政府
柯立芝,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用,政治人物,99,6,6,1,1,挑战李敖(6),总统、夫人、太太、一起
梁实秋,学术 / 出版 / 诗文出处 / 历史类比引用 / 神交引用,学术,99,6,6,1,3,挑战李敖(6),研究、作品、先生、教授
王志强,财产债务 / 创作资料协助 / 公共论战,财产债务,99,6,6,1,1,挑战李敖(6),经费、所谓、选举、王志强和陈碧云的账户、总统
章太炎,学术 / 诗文出处 / 出版 / 政治异议者 / 公共论战 / 历史类比引用,学术,99,6,6,1,4,挑战李敖(6),序、立委、批评、先生、总统
邵玉铭,出版管制 / 媒体 / 公职人员 / 政治人物 / 公共论战,出版管制,99,6,6,1,5,挑战李敖(6),政治、像、国民党、诉状、警察、报纸、研究、大学
陈定南,政治人物 / 公职人员 / 公共论战,政治人物,99,6,6,1,2,挑战李敖(6),记者、经费、支票、福尔摩沙基金会要周转现金
黄建青,司法人员 / 诉讼 / 公共论战,司法人员,99,6,6,1,1,挑战李敖(6),法官、判决、国民党、法院、母亲、债权、辩护、碰到
亚里士多德,学术 / 神交引用,学术,99,5,5,1,5,挑战李敖(5),学者、老师、访问、古代、政府、台大、院长、哲学
何飞鹏,出版 / 媒体 / 见面,出版,99,5,5,1,3,挑战李敖(5),先生、出版、政治、总统、朋友、书里
傅学鹏,政治人物 / 党务宣传 / 公共论战,政治人物,99,5,5,1,1,挑战李敖(5),国民党、报纸、国民党要去开除傅学鹏党籍
叶城松,政治异议者 / 被害人 / 诉讼 / 历史类比引用 / 公共论战,政治异议者,99,5,5,1,1,挑战李敖(5),判决、像、书里、台大、共产党、司令
唐飞,军事人物 / 政治人物 / 公职人员 / 公共论战,军事人物,99,5,5,1,5,挑战李敖(5),部长、见、总统、见面、陪他、院长、见到、政府
孙泰元,见面 / 公共论战,见面,99,5,5,1,3,挑战李敖(5),助理、小姐、见、见面、报纸、爸爸、拜访、到我家
张作锦,媒体 / 编辑 / 公共论战,媒体,99,5,5,1,3,挑战李敖(5),朋友、编辑、总编辑、警察、批评、报纸、像
张自忠,军事人物 / 烈士殉难 / 历史类比引用,军事人物,99,5,5,1,3,挑战李敖(5),将军、国民党、所谓、古代、一起
曾祥铎,同案狱友 / 同学 / 公共论战,同案狱友,99,5,5,1,1,挑战李敖(5),老师、朋友、学者、一起、学生
杨宪宏,媒体 / 朋友 / 创作资料协助 / 公共论战,媒体,99,5,5,1,2,挑战李敖(5),朋友、先生、环球电视台董事长吴子嘉、总经理杨宪宏、思想、环球的总经理，我的好朋友杨宪宏
杨开煌,学术 / 公共论战,学术,99,5,5,1,1,挑战李敖(5),教授、政府、国民党、共产党、论文、像、教授叫做这个叫杨开煌
杨朝祥,学术行政 / 政治人物 / 公职人员 / 公共论战,学术行政,99,5,5,1,2,挑战李敖(5),部长、学生、委员、大学、立委、国民党、见
杰斐逊,政治人物 / 创作资料协助 / 历史类比引用,政治人物,99,5,5,1,5,挑战李敖(5),总统、主席、像
萧伯纳,诗文出处 / 历史类比引用 / 神交引用,诗文出处,99,5,5,1,3,挑战李敖(5),文学、像、朋友
蔡齐鹏,公职人员 / 选举助选 / 公共论战,公职人员,99,5,5,1,2,挑战李敖(5),委员、先生、国民党、民进党、总干事、像、公款
钱复,政治人物 / 学术 / 公共论战,政治人物,99,5,5,1,4,挑战李敖(5),院长、国民党、研究、大学、中央研究院、爸爸、杂志、部长
陈万水,亲属 / 财产债务 / 公共论战,亲属,99,5,5,1,3,挑战李敖(5),访问、国民党、太太、总统、你的太太陈万水、一起、学生、妈妈
陈庚金,政治人物 / 党务宣传 / 公共论战,政治人物,99,5,5,1,3,挑战李敖(5),国民党、党部、委员、院长、民进党、哲学
陈河东,财产债务 / 创作资料协助 / 公共论战,财产债务,99,5,5,1,1,挑战李敖(5),支票、选举、还了陈河东、国民党、经费
魏道明,政治人物 / 公职人员 / 历史类比引用,政治人物,99,5,5,1,3,挑战李敖(5),部长、秘书、主席、国民党
刘庆瑞,学术 / 亲属,学术,99,4,4,1,1,挑战李敖(4),太太、嫁给、国民党、先生、教授、传记、文学
吴昆池,亲属 / 姻亲 / 财产债务 / 公共论战,亲属,99,4,4,1,1,挑战李敖(4),岳母、妈妈、岳父、太太、房地、赠与房子给陈致中的是外祖父及外祖母
墨子,学术 / 历史类比引用 / 神交引用,学术,99,4,4,1,3,挑战李敖(4),古代、妈妈、总统、政治、杂志、爸爸、儿子、一起
李胜峰,政治人物 / 公共论战,政治人物,99,4,4,1,2,挑战李敖(4),市长、要把赵少康、陈奎淼、李胜峰、宣传、新党的赵少康、郁慕明、李胜峰
林美伦,政治人物 / 律师代理 / 创作资料协助 / 公共论战 / 财产债务,政治人物,99,4,4,1,1,挑战李敖(4),政府、事务、律师、所长、报纸、市长、总统
牛顿,科学家 / 历史类比引用 / 神交引用,科学家,99,4,4,1,3,挑战李敖(4),学者
王叔岷,学术 / 公共论战,学术,99,4,4,1,1,挑战李敖(4),先生、教授、研究、中央研究院、台大、院长、夫人、学者
翁岳生,司法人员 / 学术 / 见面,司法人员,99,4,4,1,4,挑战李敖(4),院长、法院、大学、同学、台大、法官、说过、财产
荀子,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,99,4,4,1,4,挑战李敖(4),古代、国民党、哲学、像、见
蒋仲苓,军事人物 / 政治人物,军事人物,99,4,4,1,4,挑战李敖(4),部长、共产党、问我
许翼云,科学家 / 公职人员 / 公共论战,科学家,99,4,4,1,3,挑战李敖(4),委员、国民党、批评、像、院长、研究、中央研究院、哥哥
邱彰,律师代理 / 诗文出处 / 朋友 / 诉讼 / 公共论战,律师代理,99,4,4,1,3,挑战李敖(4),邱彰写本书叫做《如何在台湾打赢官司？》、见、警察、像、律师、邱彰律师跟我聊天
马永成,创作资料协助 / 财产债务 / 公共论战,创作资料协助,99,4,4,1,2,挑战李敖(4),电视、市长、发行、夫人、先生、支票、马永成先生、陈进财先生
麦金莱,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用,政治人物,99,4,4,1,1,挑战李敖(4),总统
尹章义,朋友 / 见面 / 通信,朋友,99,3,3,1,2,挑战李敖(3),教授、著作
邓丽君,文艺音乐 / 创作资料协助 / 公共论战,文艺音乐,98,10,10,1,3,挑战李敖(10),认识、来信、妈妈、中将、教授、查禁
钟迎风,财产债务 / 创作资料协助 / 公共论战,财产债务,98,8,8,1,1,挑战李敖(8),先生、土地、杂志、政府、告诉我
许世英,公职人员 / 司法人员 / 政治人物 / 历史类比引用,公职人员,98,7,7,1,4,挑战李敖(7),政府、部长
索摩查,政治人物 / 公共论战,政治人物,98,6,6,1,1,挑战李敖(6),总统、像
严家淦,政治人物 / 公职人员 / 公共论战 / 历史类比引用,政治人物,98,4,4,1,3,挑战李敖(4),总统、院长、像
萧同兹,出版 / 出版管制 / 政治人物 / 历史类比引用,出版,98,4,4,1,2,挑战李敖(4),见、财产、共产党、像、先生、告诉我、国民党、家里
黄主文,政治人物 / 公共论战,政治人物,97,5,5,1,3,挑战李敖(5),部长、特务、读
胡志强,学术 / 政治人物 / 公共论战,学术,96,7,7,1,4,挑战李敖(7),见、院长、总统、部长、见到、陪他、见面
西门庆,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,96,4,4,1,4,挑战李敖(4),文学、结婚、父亲
康德,神交引用,神交引用,96,3,3,1,3,挑战李敖(3),哲学、大学、思想、像、事务、律师
田丽,媒体 / 文艺音乐 / 见面,媒体,95,31,31,1,1,挑战李敖(31),朋友、节目、像、学生、一起、政治、警察、电视
李鸿禧,学术 / 选举助选 / 公共论战,学术,95,26,26,1,6,挑战李敖(26),大学、学生、总统、主席、教授、台大、所谓、像
秦始皇,政治人物 / 历史类比引用 / 公共论战 / 神交引用,政治人物,95,25,25,1,7,挑战李敖(25),历史上、儿子、见、一起、古代、土地、太太、古人
李镇源,科学家 / 医疗照护 / 学术 / 人权救援 / 公共论战,科学家,95,22,22,1,9,挑战李敖(22),国民党、台大、共产党、政治、认识、像、说过、所谓
许水德,政治人物 / 公共论战 / 见面,政治人物,95,20,20,1,10,挑战李敖(20),儿子、像、法院、国民党、朋友、秘书、批评、院长
甘地,历史类比引用 / 政治异议者 / 神交引用,历史类比引用,95,17,17,1,7,挑战李敖(17),律师、朋友、辩护、政治、法庭、一起、主义
萧孟能,出版 / 出版管制 / 财产债务 / 公共论战 / 历史类比引用,出版,95,16,16,1,4,挑战李敖(16),法院、法官、老师、家里、国民党、债权、写信、思想
张燦鍙,政治人物 / 公职人员 / 公共论战,政治人物,95,15,15,1,9,挑战李敖(15),市长、县长、像、委员、政府、台独、国民党、律师
张荣发,财产债务 / 创作资料协助 / 公共论战,财产债务,95,15,15,1,11,挑战李敖(15),助理、委员、像、政府、法院、攻击、所谓
欧阳修,学术 / 政治人物 / 神交引用,学术,95,13,13,1,4,挑战李敖(13),学生、家里、研究、古代
曾国藩,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,95,12,12,1,3,挑战李敖(12),朋友、诗、像、认识、见、历史上、写信、一起
傅积宽,政治异议者 / 同案狱友 / 历史类比引用,政治异议者,95,11,11,1,2,挑战李敖(11),总统、一起、同事、送我、太太、监狱
吴三桂,历史类比引用 / 政治人物 / 军事人物 / 情感 / 神交引用,历史类比引用,95,11,11,1,2,挑战李敖(11),节目、政府、像、共产党
吴伯雄,公职人员 / 政治人物 / 通信 / 公共论战,公职人员,95,11,11,1,7,挑战李敖(11),国民党、秘书、像、节目、民进党、总统、党部、儿子
孙明明,见面 / 公共论战,见面,95,11,11,1,1,挑战李敖(11),朋友、批评、像、告诉我、律师、小姐、研究
彭作奎,政治人物 / 公职人员 / 公共论战,政治人物,95,11,11,1,3,挑战李敖(11),国民党、见、政治、法院、总统、选举、学者
武大郎,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,95,11,11,1,6,挑战李敖(11),结婚、像、父亲、节目、历史上、一起、著作、所谓
周世宗,政治人物 / 神交引用,政治人物,95,10,10,1,1,挑战李敖(10),儿子、家里、问我
柏杨,诗文出处 / 政治异议者 / 人权救援 / 公共论战 / 出版,诗文出处,95,10,10,1,6,挑战李敖(10),像、所谓、国民党、一起、政府、总统、文学、古代
蒋纬国,军事人物 / 政治人物 / 亲属 / 诉讼 / 财产债务 / 公共论战 / 历史类比引用,军事人物,95,10,10,1,6,挑战李敖(10),法院、儿子、市长、政府、老师、法官、朋友、序
魏慈曼,政治人物 / 科学家 / 历史类比引用 / 神交引用,政治人物,95,10,10,1,6,挑战李敖(10),总统、朋友、部长、像
鲁宾斯坦,文艺音乐 / 历史类比引用 / 神交引用,文艺音乐,95,10,10,1,1,挑战李敖(10),儿子、夫人
索尔仁尼琴,政治异议者 / 出版 / 历史类比引用 / 神交引用 / 公共论战,政治异议者,95,9,9,1,7,挑战李敖(9),刑求、逼供、书里、政府、总统、像、哥哥、法庭
艾德礼,政治人物 / 历史类比引用 / 神交引用,政治人物,95,9,9,1,2,挑战李敖(9),政治、传记、先生、主席
黄美伦,亲属 / 情感 / 公共论战,亲属,95,9,9,1,3,挑战李敖(9),离婚、太太、法院、结婚
温生才,主剧情人物 / 小说剧本人物 / 烈士殉难 / 政治异议者 / 军事人物 / 历史类比引用,主剧情人物,95,8,8,1,2,挑战李敖(8),传记、像、将军、国民党、名言
金庸,出版 / 见面 / 公共论战 / 神交引用,出版,95,8,8,1,4,挑战李敖(8),史学、到我家、我家来、跟我说、儿子、老师、教授、历史上
俞济时,军事人物 / 公职人员 / 历史类比引用,军事人物,95,7,7,1,1,挑战李敖(7),总统、少将、市长、中将、见、见面、传记、文学
张昭鼎,学术 / 学术行政 / 创作资料协助 / 公共论战,学术,95,7,7,1,1,挑战李敖(7),研究、中央研究院、博士、老师、大学、同学、回信
李戡,亲属 / 出版 / 学术 / 公共论战 / 财产信托,亲属,95,7,7,1,3,挑战李敖(7),儿子、爸爸、警备总部、女儿
林弘宣,政治异议者 / 通信 / 人权救援,政治异议者,95,7,7,1,3,挑战李敖(7),太太、请他、见、民进党、到我家、律师、像
王五,江湖人物 / 烈士殉难 / 历史类比引用 / 神交引用,江湖人物,95,7,7,1,4,挑战李敖(7),警察、法院、法官、总统、序
蔡敏,文艺音乐 / 学术 / 见面,文艺音乐,95,7,7,1,1,挑战李敖(7),教授、离婚、结婚、大学、查禁、问我、读、古代
杜正胜,政治人物 / 学术 / 见面,政治人物,95,6,6,1,5,挑战李敖(6),认识、研究、中央研究院、书里、像、学者、所谓、所长
莱温斯基,历史类比引用 / 媒体 / 公共论战,历史类比引用,95,6,6,1,3,挑战李敖(6),总统、打电话、电话、杂志
贺德芬,学术 / 公共论战,学术,95,5,5,1,1,挑战李敖(5),教授、像、大学、台大、学者
门罗,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用,政治人物,95,5,5,1,1,挑战李敖(5),总统、主义、所谓
陈守山,军事人物 / 情治警务 / 公共论战,军事人物,95,5,5,1,4,挑战李敖(5),司令、政战、政治、警总、警备总部、将军
龙云,军事人物 / 政治人物 / 历史类比引用,军事人物,95,5,5,1,2,挑战李敖(5),电报、将军、像、部长、政府、国民党、见
吴王霞,亲属 / 姻亲 / 财产债务 / 公共论战,亲属,95,4,4,1,1,挑战李敖(4),岳父、岳母、妈妈、市长、赠与房子给陈致中的是外祖父及外祖母
夏君璐,亲属 / 师生 / 见面 / 通信 / 医疗照护,亲属,95,4,4,1,3,挑战李敖(4),师母、老师、教授、学生、朋友、台大、哲学、太太
孙震,学术行政 / 证人见证 / 公共论战,学术行政,95,3,3,1,2,挑战李敖(3),大学、回信、研究、台大、儿子、国民党、像
庄子,历史类比引用 / 神交引用,历史类比引用,95,3,3,1,3,挑战李敖(3),告诉我、思想、古人、一起、研究、古代、像
康有为,学术 / 政治人物 / 出版 / 主剧情人物 / 小说剧本人物 / 历史类比引用 / 神交引用,学术,94,8,8,1,8,挑战李敖(8),老师、见、碰到、政治、历史上、读
汉武帝,历史类比引用 / 政治人物 / 神交引用,历史类比引用,94,6,6,1,1,挑战李敖(6),父亲
索罗斯,财产债务 / 公共论战 / 神交引用,财产债务,93,8,8,1,1,挑战李敖(8),主义、像、政府、碰到
布什,政治人物 / 公共论战,政治人物,93,4,4,1,3,挑战李敖(4),总统、像、家里、秘书、政府、党部、国民党、政治
许强,医疗照护 / 同案狱友 / 人权救援 / 烈士殉难,医疗照护,93,4,4,1,2,挑战李敖(4),认识、台大、教授、政治、同学、大学、国民党、读
黄义交,政治人物 / 朋友 / 见面,政治人物,93,4,4,1,1,挑战李敖(4),拜访、太太、政治
李四端,媒体 / 公共论战,媒体,93,3,3,1,1,挑战李敖(3),同学、大学、先生、老师、眭澔平先生跟李四端先生以前是大学同学
徐筑生,军事人物 / 政治人物 / 公共论战,军事人物,92,5,5,1,2,挑战李敖(5),司令、参谋、总统
蒋匀田,政治人物 / 出版 / 学术 / 公共论战,政治人物,92,4,4,1,1,挑战李敖(4),朋友、书里、书店、文星、博士、院方、总统、思想
杜马,公职人员 / 政治人物 / 财产债务 / 公共论战,公职人员,92,3,3,1,2,挑战李敖(3),部长、政府、杂志、起诉
廖正豪,司法人员 / 公职人员 / 政治人物 / 公共论战,司法人员,91,6,6,1,2,挑战李敖(6),所谓、一起、部长、批评
俞国华,政治人物 / 公共论战,政治人物,91,4,4,1,3,挑战李敖(4),总统、见、委员、国民党、院长
张俊雄,政治人物 / 公共论战,政治人物,91,4,4,1,1,挑战李敖(4),见、委员、民进党
伊藤博文,主剧情人物 / 小说剧本人物 / 政治人物 / 神交引用,主剧情人物,90,22,22,1,5,挑战李敖(22),所谓
张伯伦,政治人物 / 公共论战 / 神交引用,政治人物,90,5,5,1,2,挑战李敖(5),报纸、部长
杜威,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,90,5,5,1,1,挑战李敖(5),报纸、总统
崔书琴,学术 / 公职人员 / 创作资料协助 / 历史类比引用,学术,90,3,3,1,1,挑战李敖(3),老师、教授、大学、委员、党部、国民党、北京大学教授叫做崔书琴
达赖喇嘛,宗教人物 / 政治人物 / 公共论战 / 人权救援,宗教人物,89,32,32,1,3,挑战李敖(32),政府、像、总统、主义
刘宜良,媒体 / 出版 / 烈士殉难 / 政治异议者 / 历史类比引用,媒体,89,21,21,1,7,挑战李敖(21),诗、像、告诉我、选举、政治、嫁给、见
陈唐山,政治人物 / 公职人员 / 公共论战,政治人物,89,17,17,1,8,挑战李敖(17),县长、像、市长、委员、国民党、民进党、台独、政府
宋太祖,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,89,16,16,1,6,挑战李敖(16),儿子、家里、历史上、国民党
张忠栋,学术 / 公共论战,学术,89,14,14,1,5,挑战李敖(14),国民党、教授、大学、民进党、像、一起、学生、朋友
戴笠,情治警务 / 军事人物 / 公共论战 / 历史类比引用,情治警务,89,14,14,1,2,挑战李敖(14),特务、市长、部长、读、总统、将军
刘松藩,政治人物 / 公共论战 / 选举助选,政治人物,89,13,13,1,4,挑战李敖(13),法院、国民党、像、院长、选举、政治、电话、总统
李丽华,媒体 / 文艺音乐 / 公共论战,媒体,89,13,13,1,3,挑战李敖(13),太太、一起、像、见
关公,军事人物 / 宗教人物 / 历史类比引用 / 公共论战,军事人物,89,12,12,1,9,挑战李敖(12),序、像、说过、委员、发行、夫人、总统、秘书
猪八戒,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,89,11,11,1,4,挑战李敖(11),政治
克里蒙梭,政治人物 / 神交引用,政治人物,89,9,9,1,5,挑战李敖(9),将军、政治、部长、引用、台独、学生、大学、共产党
唐培礼,宗教人物 / 人权救援 / 通信 / 见面 / 公共论战,宗教人物,89,9,9,1,1,挑战李敖(9),家里、认识、太太、同事、警备总部、朋友、政府、国民党
罗小姐,情感 / 称谓待考 / 通信,情感,89,9,9,1,3,挑战李敖(9),节目、军法、认识、说过、国民党
越王勾践,政治人物 / 军事人物 / 神交引用,政治人物,89,9,9,1,5,挑战李敖(9),朋友、读、像、教授、告诉我、大学、批评、史学
叶利钦,政治人物 / 公共论战,政治人物,89,8,8,1,2,挑战李敖(8),主席、告诉我、请我、总统、家里、老师、爸爸
妈祖,宗教人物 / 神交引用,宗教人物,89,8,8,1,6,挑战李敖(8),像、政治、委员、立委、财产、国民党、儿子、家里
张学良,军事人物 / 政治人物 / 公共论战 / 创作资料协助 / 历史类比引用,军事人物,89,8,8,1,2,挑战李敖(8),党部、国民党、父亲、所谓、见、政府
潘金莲,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,89,8,8,1,3,挑战李敖(8),结婚、父亲
王羽,媒体 / 公共论战,媒体,89,8,8,1,3,挑战李敖(8),历史上、像、朋友、报纸
