姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
胡适,通信 / 见面 / 学术 / 学术行政 / 诗文出处 / 公共论战 / 历史类比引用,通信,99,121,121,1,38,挑战李敖(121),先生、像、研究、中央研究院、院长、学生、大学、教授
江泽民,政治人物 / 公共论战,政治人物,99,118,118,1,37,挑战李敖(118),见、总统、像、所谓、政府、访问、共产党、告诉我
郝柏村,军事人物 / 政治人物 / 公职人员 / 选举助选 / 公共论战,军事人物,99,115,115,1,26,挑战李敖(115),院长、总统、像、儿子、民进党、国民党、参谋、委员
希特勒,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,99,112,112,1,15,挑战李敖(112),像、委员、一起、民进党、国民党、院长、总统、报纸
林瑞图,政治人物 / 选举助选 / 通信 / 公共论战,政治人物,99,107,107,1,18,挑战李敖(107),节目、朋友、支票、像、财产、总统、儿子、见
邓小平,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,99,104,104,1,28,挑战李敖(104),共产党、大学、同学、一起、总统、见、政治、学生
刘泰英,政治人物 / 诉讼 / 财产债务,政治人物,99,102,102,1,30,挑战李敖(102),国民党、同学、请我、像、法官、见、总统、法院
章孝严,政治人物 / 公共论战,政治人物,99,89,89,1,17,挑战李敖(89),离婚、秘书、像、国民党、总统、读、告诉我、节目
王永庆,财产债务 / 财产信托 / 通信 / 公共论战,财产债务,99,83,83,1,16,挑战李敖(83),儿子、政治、像、序、总统、政府、院长、见
胡茵梦,情感 / 姻亲 / 财产信托 / 诉讼 / 媒体 / 出版,情感,99,82,82,1,24,挑战李敖(82),妻、像、爸爸、认识、太太、节目、女儿、政治
袁世凯,政治人物 / 公共论战 / 历史类比引用,政治人物,99,79,79,1,17,挑战李敖(79),总统、政府、国民党、政治、像、见、所谓、批评
萧万长,政治人物 / 公共论战,政治人物,99,77,77,1,27,挑战李敖(77),见、总统、夫人、像、部长、院长、国民党、法院
魏廷朝,朋友 / 创作资料协助 / 政治异议者 / 公共论战,朋友,99,69,69,1,13,挑战李敖(69),朋友、一起、所谓、同学、台独、报纸、国民党、台大
刘家昌,媒体 / 文艺音乐 / 情感 / 公共论战 / 见面,媒体,99,68,68,1,12,挑战李敖(68),国民党、朋友、总统、像、电视、辩护、节目、报纸
李昂,诗文出处 / 出版 / 朋友 / 公共论战 / 历史类比引用,诗文出处,99,68,68,1,2,挑战李敖(68),像、朋友、总统、见、电视、见面、妹妹、民进党
耶稣,宗教人物 / 历史类比引用 / 神交引用,宗教人物,99,68,68,1,27,挑战李敖(68),像、总统、一起、妈妈、教授、老师、朋友、思想
上帝,宗教人物 / 神交引用,宗教人物,99,66,66,1,16,挑战李敖(66),像、国民党、朋友、批评、哥哥、民进党、政治、诗
苏志诚,政治人物 / 公职人员 / 创作资料协助 / 公共论战,政治人物,99,66,66,1,20,挑战李敖(66),总统、像、国民党、历史上、党部、委员、请他、哲学
蔡同荣,政治人物 / 公共论战 / 诉讼,政治人物,99,62,62,1,11,挑战李敖(62),电视、像、国民党、民进党、一起、老师、杂志、辩护
王令麟,媒体 / 公共论战,媒体,99,61,61,1,11,挑战李敖(61),仓储、电视、国民党、节目、儿子、委员、见、政府
雷震,政治异议者 / 出版 / 媒体 / 同案狱友 / 创作资料协助,政治异议者,99,59,59,1,12,挑战李敖(59),朋友、监狱、警备总部、杂志、政府、国民党、像、政治
陈履安,政治人物 / 财产债务 / 亲属 / 通信 / 公共论战,政治人物,99,58,58,1,11,挑战李敖(58),国民党、朋友、先生、总统、到我家、我家来、一起、政府
龙应台,媒体 / 学术 / 公共论战,媒体,99,58,58,1,5,挑战李敖(58),见、见面、思想、政府、批评、书里、像、市长
张昭雄,政治人物 / 公共论战,政治人物,99,57,57,1,9,挑战李敖(57),政治、总统、先生、儿子、批评、选举、朋友、像
孔子,诗文出处 / 学术 / 历史类比引用 / 神交引用,诗文出处,99,55,55,1,30,挑战李敖(55),政治、见、所谓、古代、学生、思想、总统、主义
张俊宏,政治人物 / 政治异议者 / 媒体 / 公共论战,政治人物,99,55,55,1,10,挑战李敖(55),电视、民进党、一起、节目、朋友、见、委员、政治
王企祥,学术 / 科学家 / 公共论战,学术,99,55,55,1,6,挑战李敖(55),博士、老师、教授、研究、论文、碰到、部长、台大
谢启大,政治人物 / 司法人员 / 公共论战,政治人物,99,55,55,1,12,挑战李敖(55),委员、像、问我、总统、助理、国民党、电视、大学
徐渊涛,公职人员 / 创作资料协助 / 证人见证 / 见面 / 公共论战,公职人员,99,54,54,1,6,挑战李敖(54),先生、朋友、院长、儿子、总统、见、序、大学
吴子嘉,媒体 / 见面 / 公共论战,媒体,99,53,53,1,10,挑战李敖(53),电视、节目、朋友、一起、像、民进党、请我、先生
殷海光,学术 / 师生 / 见面 / 出版 / 公共论战 / 诗文出处 / 历史类比引用,学术,99,53,53,1,13,挑战李敖(53),国民党、朋友、像、先生、研究、师母、学术、老师
凯撒,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,99,51,51,1,7,挑战李敖(51),古代、太太、将军、像、读、文学、作品、妻
石原慎太郎,政治人物 / 媒体 / 诗文出处 / 公共论战,政治人物,99,51,51,1,6,挑战李敖(51),市长、见、电话、像、总统、主义、打电话、见面
孙悟空,虚拟人物 / 小说剧本人物 / 历史类比引用,虚拟人物,99,50,50,1,5,挑战李敖(50),像、告诉我
杨国枢,学术 / 公共论战,学术,99,50,50,1,6,挑战李敖(50),研究、中央研究院、院长、大学、学术、总统、学者、国民党
毛泽东,政治人物 / 公共论战 / 历史类比引用,政治人物,99,49,49,1,22,挑战李敖(49),国民党、儿子、太太、弟弟、记者、妹妹、共产党、家里
郝龙斌,政治人物 / 公共论战,政治人物,99,49,49,1,9,挑战李敖(49),像、记者、见、总统、问我、儿子、爸爸、委员
林洋港,司法人员 / 公职人员 / 政治人物 / 诉讼 / 公共论战,司法人员,99,45,45,1,19,挑战李敖(45),总统、院长、法院、国民党、爸爸、选举、政治、儿子
瞿海源,学术 / 学术行政 / 公共论战,学术,99,45,45,1,11,挑战李敖(45),研究、学者、中央研究院、朋友、像、所谓、学术、师母
赖士葆,政治人物 / 学术 / 财产债务 / 见面 / 公共论战,政治人物,99,45,45,1,2,挑战李敖(45),赖士葆：、像、委员、先生、总统、批评、支票、政府
陈维昭,学术行政 / 证人见证 / 诉讼 / 公共论战,学术行政,99,45,45,1,7,挑战李敖(45),大学、台大、学生、教授、总统、出版、像、所谓
丘吉尔,政治人物 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,99,44,44,1,12,挑战李敖(44),政治、像、总统、见、研究、一起、将军、传记
王建煊,政治人物 / 公共论战,政治人物,99,44,44,1,18,挑战李敖(44),先生、总统、市长、大学、委员、像、朋友、见
连方瑀,公共论战 / 亲属,公共论战,99,44,44,1,12,挑战李敖(44),像、见、太太、妈妈、批评、总统、国民党、夫人
陈进兴,社会案件 / 公共论战,社会案件,99,43,43,1,6,挑战李敖(43),看守所、法务部、妻、监狱、记者、法院、所谓、台北监狱
宋美龄,亲属 / 政治人物 / 公职人员 / 公共论战 / 历史类比引用,亲属,99,42,42,1,10,挑战李敖(42),夫人、老师、学者、所谓、报导、国民党、太太、爸爸
罗斯福,政治人物 / 神交引用,政治人物,99,41,41,1,18,挑战李敖(41),总统、像、政治、一起、主席、参谋、主义、见
石滋宜,学术 / 创作资料协助 / 见面 / 公共论战,学术,99,39,39,1,3,挑战李敖(39),博士、总统、部长、请他、节目、先生、像、大学
曾文惠,亲属 / 财产债务 / 公共论战,亲属,99,38,38,1,9,挑战李敖(38),夫人、女士、父亲、像、母亲、妻、大学、总统
巴顿,军事人物 / 神交引用,军事人物,99,36,36,1,5,挑战李敖(36),将军、少将、参谋、总统、记者、批评、传记、警察
李庆元,政治人物 / 创作资料协助 / 诉讼 / 公共论战 / 见面,政治人物,99,35,35,1,7,挑战李敖(35),儿子、市长、妈妈、朋友、财产、民进党、像、女儿
郭静纯,媒体 / 文艺音乐 / 公共论战,媒体,99,35,35,1,1,挑战李敖(35),出版、像、见、报导、电视、序、郭静纯写真、节目
王筱婵,情感 / 通信 / 创作资料协助 / 公共论战,情感,99,34,34,1,3,挑战李敖(34),见、离婚、一起、寄给、朋友、读、告诉我、节目
谢长廷,政治人物 / 律师代理 / 选举助选 / 通信 / 公共论战,政治人物,99,34,34,1,20,挑战李敖(34),律师、市长、民进党、辩护、国民党、政治、像、朋友
吴淑珍,政治人物 / 亲属 / 公共论战,政治人物,99,33,33,1,5,挑战李敖(33),岳父、女儿、妻、太太、书里、夫人、财产、发行
李鸿章,政治人物 / 学术 / 公共论战 / 神交引用,政治人物,99,33,33,1,11,挑战李敖(33),政治、像、见、所谓、历史上
沈富雄,政治人物 / 公共论战,政治人物,99,32,32,1,11,挑战李敖(32),像、政治、台独、总统、电视、国民党、儿子、市长
爱因斯坦,科学家 / 历史类比引用 / 神交引用,科学家,99,32,32,1,14,挑战李敖(32),总统、太太、像、访问、夫人、家里、学者、政治
许荣淑,政治人物 / 政治异议者 / 人权救援 / 通信 / 公共论战,政治人物,99,32,32,1,10,挑战李敖(32),委员、民进党、国民党、家里、电视、请我、夫人、监狱
辜振甫,政治人物 / 财产债务 / 财产信托 / 公共论战 / 通信,政治人物,99,32,32,1,17,挑战李敖(32),国民党、政府、电视、儿子、像、节目、委员、公共
孟子,学术 / 历史类比引用 / 神交引用,学术,99,31,31,1,22,挑战李敖(31),书里、父亲、见、儿子、像、节目、老师、学生
拿破仑,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,99,31,31,1,7,挑战李敖(31),主义、妻、像、主席、所谓、部长、政府、总统
文天祥,历史类比引用 / 政治异议者,历史类比引用,99,31,31,1,5,挑战李敖(31),太太、家里、院长、像、恋爱、传记、民进党、古代
苏南成,公职人员 / 政治人物 / 社会案件 / 公共论战,公职人员,99,31,31,1,7,挑战李敖(31),国民党、民进党、序、总统、政治、秘书、委员、见
王作荣,师生 / 学术 / 政治人物 / 创作资料协助 / 公共论战,师生,99,30,30,1,5,挑战李敖(30),国民党、告诉我、老师、请我、总统、像、先生、院长
赵少康,政治人物 / 媒体 / 公共论战 / 朋友,政治人物,99,30,30,1,13,挑战李敖(30),朋友、像、选举、先生、广播、国民党、市长、党部
陈国平,财产债务 / 创作资料协助 / 诉讼 / 公共论战,财产债务,99,30,30,1,3,挑战李敖(30),先生、律师、政府、发行、事务、见、支票、电话
戴安娜王妃,历史类比引用 / 媒体 / 神交引用,历史类比引用,99,29,29,1,4,挑战李敖(29),见、见到、思想
施启扬,司法人员 / 政治人物 / 同学 / 通信 / 公共论战,司法人员,99,29,29,1,10,挑战李敖(29),像、同学、国民党、总统、同班、学生、选举、院长
杜鲁门,政治人物 / 历史类比引用 / 神交引用,政治人物,99,29,29,1,15,挑战李敖(29),总统、政治、碰到、学生、大学、像、报纸、见
程建人,公职人员 / 政治人物 / 媒体 / 同学 / 公共论战,公职人员,99,29,29,1,8,挑战李敖(29),同学、电视、新闻局长程建人、政府、请我、国民党、姐姐、碰到
莎士比亚,诗文出处 / 历史类比引用 / 神交引用,诗文出处,99,29,29,1,16,挑战李敖(29),读、作品、像、国民党、文学、研究、总统、院长
关中,政治人物 / 党务宣传 / 选举助选,政治人物,99,28,28,1,12,挑战李敖(28),国民党、妈妈、朋友、研究、爸爸、牢房、存款、一起
林肯,政治人物 / 历史类比引用 / 神交引用,政治人物,99,28,28,1,14,挑战李敖(28),总统、像、民进党、一起、将军、史学、朋友、家里
郑南榕,烈士殉难 / 媒体 / 政治异议者 / 公共论战 / 朋友 / 见面 / 通信,烈士殉难,99,28,28,1,14,挑战李敖(28),杂志、委员、民进党、政治、朋友、监狱、先生、老师
黄信介,政治人物 / 政治异议者 / 媒体 / 公职人员 / 公共论战,政治人物,99,28,28,1,10,挑战李敖(28),民进党、主席、朋友、台独、总统、像、政治、法庭
刘绍唐,出版 / 媒体 / 师生 / 见面 / 通信 / 公共论战 / 创作资料协助,出版,99,27,27,1,2,挑战李敖(27),传记、文学、国民党、见、见面、先生、报导、委员
施寄青,诗文出处 / 公共论战 / 见面,诗文出处,99,26,26,1,5,挑战李敖(26),老师、政治、委员、政府、总统、市长、见、编辑
莫文蔚,媒体 / 文艺音乐 / 见面,媒体,99,26,26,1,2,挑战李敖(26),像、报纸、认识、见、节目、记者、记者招待会、告诉我
谢聪敏,政治人物 / 人权救援 / 创作资料协助 / 公共论战,政治人物,99,26,26,1,8,挑战李敖(26),台独、国民党、朋友、所谓、同学、律师、委员、见
黄林铭,见面 / 公共论战,见面,99,26,26,1,1,挑战李敖(26),黄林铭：、电视、政府、像、秘书、老师、报纸
李金龙,政治人物 / 亲属 / 公共论战,政治人物,99,25,25,1,4,挑战李敖(25),爸爸、像、儿子、警察、支票、一起、节目、父亲
郑邦镇,学术 / 政治人物 / 选举助选 / 公共论战,学术,99,25,25,1,15,挑战李敖(25),朋友、像、委员、民进党、国民党、总统、主席、报导
张惠妹,文艺音乐 / 媒体 / 公共论战,文艺音乐,99,24,24,1,13,挑战李敖(24),总统、像、院长、太太、大学、政治、政府、说过
慈禧,政治人物 / 历史类比引用 / 神交引用,政治人物,99,24,24,1,10,挑战李敖(24),见、历史上、比喻、电报、主义、所谓、写信、政府
林义雄,政治人物 / 政治异议者 / 人权救援 / 社会案件 / 亲属 / 公共论战,政治人物,99,24,24,1,11,挑战李敖(24),民进党、主席、家里、太太、国民党、夫人、像、请他
梁启超,学术 / 政治人物 / 诗文出处 / 历史类比引用 / 神交引用,学术,99,24,24,1,19,挑战李敖(24),像、先生、大学、见、碰到、思想、老师、出版
尹清枫,军事人物 / 被害人 / 公款经费 / 公共论战,军事人物,99,23,23,1,8,挑战李敖(23),上校、回扣、像、部长、军购、夫人、一起、想象力
蔡豪,政治人物 / 朋友 / 见面,政治人物,99,23,23,1,3,挑战李敖(23),电视、委员、报纸、像、节目、事务、律师、先生
克林顿,政治人物 / 公职人员 / 公共论战 / 历史类比引用,政治人物,99,22,22,1,8,挑战李敖(22),总统、像、报纸、报导、部长、政治、娶、杂志
孙运璿,政治人物 / 公职人员 / 公共论战 / 通信 / 历史类比引用,政治人物,99,22,22,1,5,挑战李敖(22),院长、法院、报纸、政府、委员、认识、请我、总统
尤清,公职人员 / 政治人物 / 律师代理 / 政治异议者 / 人权救援 / 公共论战,公职人员,99,22,22,1,18,挑战李敖(22),律师、县长、民进党、市长、像、辩护、所谓、国民党
朱镕基,政治人物 / 公职人员 / 公共论战,政治人物,99,22,22,1,12,挑战李敖(22),政府、见、总统、读、像、访问、记者、将军
琼瑶,出版 / 神交引用,出版,99,22,22,1,10,挑战李敖(22),像、一起、恋爱、大学、朋友、查禁、作品、哲学
罗福助,政治人物 / 见面 / 公共论战,政治人物,99,22,22,1,5,挑战李敖(22),政治、国民党、认识、民进党、委员、序、电视、立委
戴高乐,政治人物 / 军事人物 / 神交引用,政治人物,99,21,21,1,8,挑战李敖(21),总统、部长、文学、将军、像、请他、找他、宣传
施明德,政治异议者 / 政治人物 / 公共论战,政治异议者,99,21,21,1,9,挑战李敖(21),民进党、主席、像、朋友、政治、思想、记者、辩护
艾森豪威尔,政治人物 / 军事人物 / 历史类比引用,政治人物,99,21,21,1,10,挑战李敖(21),将军、总统、少将、参谋、警察、批评、一起、政府
诸葛亮,政治人物 / 军事人物 / 历史类比引用,政治人物,99,21,21,1,11,挑战李敖(21),像、选举、政治、儿子、请他、古代、见、见到
陈致中,亲属 / 财产债务 / 公共论战,亲属,99,21,21,1,2,挑战李敖(21),岳父、岳母、女儿、财产、台大、读、房地、总统
岳飞,历史类比引用 / 军事人物 / 神交引用,历史类比引用,99,20,20,1,10,挑战李敖(20),将军、碰到、院长
李光耀,政治人物 / 公共论战,政治人物,99,20,20,1,6,挑战李敖(20),见、共产党、问我、像、出版、节目、政治、碰到
林凤英,媒体 / 见面 / 公共论战,媒体,99,20,20,1,1,挑战李敖(20),总统、问我、出版品、出版、电视、作品、读、请我
汪精卫,政治人物 / 公职人员 / 历史类比引用,政治人物,99,20,20,1,6,挑战李敖(20),见、委员、政府、国民党、总统、电报、将军、像
王晓波,学术 / 政治异议者 / 公共论战,学术,99,20,20,1,6,挑战李敖(20),总统、教授、批评、见、台大、哲学、像、思想
郁慕明,政治人物 / 诉讼 / 朋友 / 公共论战 / 见面,政治人物,99,20,20,1,9,挑战李敖(20),朋友、国民党、像、宣传、台独、母亲、选举、政府
钟古夫人,创作资料协助 / 证人见证 / 财产债务 / 见面 / 公共论战,创作资料协助,99,20,20,1,1,挑战李敖(20),夫人、回扣、总统、告诉我、刑警、国民党、朋友、法院
黄昆辉,学术行政 / 政治人物 / 公共论战,学术行政,99,20,20,1,6,挑战李敖(20),秘书、总统、研究、中央研究院、请我、像、国民党、写信
伏尔泰,诗文出处 / 学术 / 政治异议者 / 历史类比引用 / 神交引用,诗文出处,99,19,19,1,3,挑战李敖(19),传记、思想、名言、像、哲学、文学、政府、查禁
徐庆钟,政治人物 / 公职人员 / 亲属 / 创作资料协助 / 历史类比引用,政治人物,99,18,18,1,5,挑战李敖(18),儿子、院长、认识、老师、共产党、朋友、序、先生
石齐平,学术 / 媒体 / 朋友 / 见面 / 公共论战,学术,99,18,18,1,2,挑战李敖(18),朋友、大学、教书、同学、报纸、比喻、像、石齐平分析
秦孝仪,学术行政 / 政治人物 / 出版 / 出版管制 / 公共论战 / 历史类比引用,学术行政,99,18,18,1,6,挑战李敖(18),法官、院长、警察、国民党、夫人、学术、所谓、像
证严法师,宗教人物 / 人权救援 / 公共论战,宗教人物,99,18,18,1,4,挑战李敖(18),调查局、像、节目、批评、证严法师的慈济机构、慈济集团、星云大师与证严法师
金溥聪,政治人物 / 见面 / 公共论战,政治人物,99,18,18,1,5,挑战李敖(18),政府、见、报纸、博士、朋友、打电话、电话、大学
鲁迅,诗文出处 / 学术 / 历史类比引用 / 神交引用 / 公共论战,诗文出处,99,18,18,1,12,挑战李敖(18),像、思想、诗、出版、著作、宣传、政治、节目
黄大洲,公职人员 / 政治人物 / 公共论战,公职人员,99,18,18,1,8,挑战李敖(18),市长、告诉我、大学、写信、杂志、学生、太太、总统
张煦华,学术 / 见面 / 公共论战,学术,99,17,17,1,2,挑战李敖(17),教授、张煦华：、总统、大学、告诉我、支票、儿子、研究
李家同,学术行政 / 学术 / 公共论战,学术行政,99,17,17,1,3,挑战李敖(17),大学、校长、国民党、批评、记者、学术、学生、朋友
李永萍,媒体 / 政治人物 / 见面 / 公共论战,媒体,99,17,17,1,5,挑战李敖(17),像、节目、小姐、电视、总统、妈妈、太太、见
林荣三,媒体 / 政治人物 / 公共论战,媒体,99,17,17,1,5,挑战李敖(17),院长、法官、国民党、先生、节目、法院、判决、上诉
汪荣祖,学术 / 创作资料协助 / 出版 / 通信 / 见面 / 历史类比引用,学术,99,17,17,1,14,挑战李敖(17),教授、研究、朋友、像、请他、史学、报导、批评
王安石,历史类比引用 / 政治人物 / 学术 / 神交引用,历史类比引用,99,17,17,1,7,挑战李敖(17),诗、书里、像、朋友、儿子、古人、结婚、大学
罗素,诗文出处 / 学术 / 历史类比引用 / 神交引用 / 出版,诗文出处,99,16,16,1,7,挑战李敖(16),哲学、读、碰到、主义、书里、儿子、文学、攻击
释迦牟尼,宗教人物 / 神交引用,宗教人物,99,16,16,1,4,挑战李敖(16),所谓、哲学、见
黄天福,政治人物 / 媒体 / 出版 / 公共论战 / 通信,政治人物,99,16,16,1,5,挑战李敖(16),弟弟、朋友、电话、上诉、访问、警察、总干事、发行
孟祥柯,朋友 / 见面 / 创作资料协助 / 媒体,朋友,99,15,15,1,6,挑战李敖(15),朋友、节目、先生、像、交情、研究、中央研究院、家里
朱丽叶,虚拟人物 / 小说剧本人物 / 历史类比引用 / 公共论战,虚拟人物,99,15,15,1,2,挑战李敖(15),见、总统、教授、像、一起、李敖找朱丽叶、朱丽叶是假的朱丽叶
李涛（电视主持人）,媒体 / 公共论战,媒体,99,15,15,1,9,挑战李敖(15),《2100全民开讲》、总统、共产党、节目、TVBS李涛这个节目、委员、立委、国民党
石掌珠,医疗照护 / 亲属 / 创作资料协助 / 公共论战,医疗照护,99,15,15,1,3,挑战李敖(15),一起、女士、爸爸、委员、妈妈、太太、台独、书里
苏秋镇,政治人物 / 政治异议者 / 公共论战 / 见面,政治人物,99,15,15,1,7,挑战李敖(15),朋友、报纸、像、律师、民进党、国民党、节目、委员
蒋孝武,政治人物 / 亲属 / 公共论战,政治人物,99,15,15,1,5,挑战李敖(15),儿子、电话、电视、总统、委员、党部
赵耀东,政治人物 / 财产债务 / 公共论战,政治人物,99,15,15,1,2,挑战李敖(15),先生、总统、见、见面、告诉我、见到、报纸、批评
里根,政治人物 / 主剧情人物 / 小说剧本人物 / 媒体 / 历史类比引用,政治人物,99,15,15,1,9,挑战李敖(15),总统、政治、像、太太、欠债、主义、哥哥、朋友
周伯伦,政治人物 / 公共论战 / 见面,政治人物,99,14,14,1,4,挑战李敖(14),民进党、委员、杂志、政治、国民党、一起
曾子,诗文出处 / 历史类比引用 / 神交引用,诗文出处,99,14,14,1,2,挑战李敖(14),儿子、告诉我、历史上、古代
曾宪政,学术 / 学术行政 / 公职人员 / 公共论战,学术,99,14,14,1,3,挑战李敖(14),高雄市的教育局局长、委员、见、大学、总统、教授、像、教书
朱高正,政治人物 / 公共论战 / 党务宣传,政治人物,99,14,14,1,10,挑战李敖(14),法院、委员、政治、主义、像、国民党、控告、政府
李炳南,学术 / 政治人物 / 见面 / 公共论战,学术,99,14,14,1,1,挑战李敖(14),教授、秘书、政治、台大、见、碰到、大学、像
袁俊麒,公职人员 / 政治人物 / 选举助选 / 公共论战,公职人员,99,14,14,1,2,挑战李敖(14),国民党、委员、总干事、像、朋友、选举、有一位有名的演艺界人士叫做邹美仪、找他
陈天福,亲属 / 创作资料协助 / 公共论战,亲属,99,14,14,1,1,挑战李敖(14),弟弟、电话、访问、警察、总干事、发行、先生、朋友
陈由豪,财产债务 / 创作资料协助 / 公共论战,财产债务,99,14,14,1,3,挑战李敖(14),研究、土地、院长、中央研究院、像、先生、太太、院内
陈碧云,亲属 / 创作资料协助 / 财产债务 / 公共论战,亲属,99,14,14,1,3,挑战李敖(14),陈碧云的账户、经费、王志强和陈碧云的账户、儿子、报导、部长、所谓、秘书
颜锦福,政治人物 / 创作资料协助 / 公共论战,政治人物,99,14,14,1,11,挑战李敖(14),委员、民进党、朋友、杂志、像、经费、先生、同学
刘邦,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,99,13,13,1,8,挑战李敖(13),县长、见、律师、土地、节目、国民党、政治、朋友
张翠英,亲属 / 见面 / 媒体 / 文艺音乐,亲属,99,13,13,1,3,挑战李敖(13),太太、导演、像、古代、见、一起
杨吉雄,政治人物 / 公共论战,政治人物,99,13,13,1,5,挑战李敖(13),委员、部长、立委、国民党、财产、政治、所谓、见
罗文嘉,政治人物 / 见面 / 公共论战,政治人物,99,13,13,1,6,挑战李敖(13),台大、找我、像、同学、儿子、见、共产党、学生
胡佛,政治人物 / 公职人员 / 历史类比引用,政治人物,99,13,13,1,5,挑战李敖(13),总统、夫人、政府、太太、参谋、将军、少将、一起
苏贞昌,政治人物 / 公职人员 / 公共论战,政治人物,99,13,13,1,12,挑战李敖(13),律师、辩护、像、市长、县长、见、报纸、军法
谷正文,情治警务 / 军事人物 / 见面 / 证人见证 / 创作资料协助 / 公共论战,情治警务,99,13,13,1,6,挑战李敖(13),将军、共产党、国民党、少将、台大、请他、像
邱义仁,政治人物 / 政治异议者 / 公共论战 / 见面,政治人物,99,13,13,1,3,挑战李敖(13),民进党、总统、政治、批评、所谓、国民党、总干事、院长
马尔罗,出版 / 政治人物 / 神交引用,出版,99,13,13,1,3,挑战李敖(13),总统、部长、文学、请他、先生、找他
哥白尼,科学家 / 神交引用,科学家,99,12,12,1,1,挑战李敖(12),读、国民党、总统、说过
张群,政治人物 / 公职人员 / 出版管制 / 公共论战 / 历史类比引用,政治人物,99,12,12,1,5,挑战李敖(12),学生、同班、同学、秘书、总统、传记、特务、一起
斯大林,政治人物 / 公共论战 / 历史类比引用,政治人物,99,12,12,1,5,挑战李敖(12),见、总统、选举、共产党
朱惠良,政治人物 / 通信 / 选举助选 / 公共论战,政治人物,99,12,12,1,6,挑战李敖(12),打电话、电话、总统、政治、朋友、读、朱惠良到陈文茜那里、选举
李庆安,政治人物 / 公共论战,政治人物,99,12,12,1,5,挑战李敖(12),电视、电话、妹妹、记者、打电话、见、朋友、委员
杨西崑,公职人员 / 创作资料协助 / 通信 / 历史类比引用,公职人员,99,12,12,1,3,挑战李敖(12),总统、先生、电报、见、认识、请我、写信、秘书
蒋孝勇,亲属 / 政治人物 / 媒体 / 公共论战,亲属,99,12,12,1,4,挑战李敖(12),儿子、电话
郑龙水,政治人物 / 公共论战,政治人物,99,12,12,1,4,挑战李敖(12),记者、政治、委员、总统、先生、立委、朋友、记者招待会
马克思,学术 / 公共论战 / 历史类比引用,学术,99,12,12,1,3,挑战李敖(12),主义、哲学、朋友、思想、研究、作品、学生
刘邦友,政治人物 / 被害人 / 社会案件 / 公共论战,政治人物,99,11,11,1,6,挑战李敖(11),县长、见、律师、土地、节目、国民党、政治、朋友
