姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
邱复生,媒体 / 财产债务 / 公共论战,媒体,99,5,5,1,1,李敖秘密书房(5),朋友、报导、电话、打电话、电视、市长、政府、民进党
陈必照,学术行政,学术行政,99,5,5,1,2,李敖秘密书房(5),委员、一起、研究、中央研究院、同在、院长、学者、所谓
马占山,军事人物 / 政治人物 / 历史类比引用,军事人物,99,5,5,1,1,李敖秘密书房(5),将军、父亲、所谓、家里、主席、政府、司令、宣传
任叔永,师生,师生,99,4,4,1,1,李敖秘密书房(4),朋友、学生、太太、妈妈、妻、嫁给、杂志、同仁
别人打,监狱行政,监狱行政,99,4,4,1,4,李敖秘密书房(4),秘书、参谋、儿子、家里、诗、律师、辩护、朋友
吴汉,历史类比引用 / 神交引用 / 军事人物 / 政治人物,历史类比引用,99,4,4,1,1,李敖秘密书房(4),将军、一起
周百炼,政治人物 / 公共论战,政治人物,99,4,4,1,2,李敖秘密书房(4),女儿、太太、院长、儿子、岳母、爸爸
哥伦布,探险航行 / 历史类比引用 / 神交引用,探险航行,99,4,4,1,1,李敖秘密书房(4),见、像
岳飞,历史类比引用 / 军事人物 / 神交引用,历史类比引用,99,4,4,1,3,李敖秘密书房(4),朋友、见
张群,政治人物 / 公职人员 / 出版管制 / 公共论战 / 历史类比引用,政治人物,99,4,4,1,1,李敖秘密书房(4),同学、同班、学生、传记、像
徐世贤,司法人员 / 公职人员 / 师生 / 亲属,司法人员,99,4,4,1,1,李敖秘密书房(4),司法行政部、老师、总统、法务部、部长
拿破仑,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,99,4,4,1,3,李敖秘密书房(4),像、国民党、比喻
朱熹,神交引用 / 学术,神交引用,99,4,4,1,2,李敖秘密书房(4),像
柏拉图,学术 / 历史类比引用 / 神交引用,学术,99,4,4,1,4,李敖秘密书房(4),家里、哲学、像
章孝慈,学术行政 / 政治人物 / 见面 / 公共论战 / 历史类比引用,学术行政,99,4,4,1,4,李敖秘密书房(4),大学、教书、传记、文学、校长
诸葛亮,政治人物 / 军事人物 / 历史类比引用,政治人物,99,4,4,1,4,李敖秘密书房(4),像
云遮望,神交引用,神交引用,99,3,3,1,2,李敖秘密书房(3),文学、诗、报导
吕传胜,律师代理,律师代理,99,3,3,1,2,李敖秘密书房(3),律师、辩护、像、哥哥、妹妹、法院、所谓、妈妈
曾心仪,出版 / 通信 / 政治异议者 / 选举助选 / 人权救援 / 创作资料协助 / 公共论战,出版,98,8,8,1,1,李敖秘密书房(8),像、访问、一起、研究、中央研究院
蒋孝武,政治人物 / 亲属 / 公共论战,政治人物,98,7,7,1,4,李敖秘密书房(7),请他、委员、儿子、哲学
陈兆基,朋友 / 创作资料协助 / 出版 / 见面 / 历史类比引用,朋友,98,6,6,1,4,李敖秘密书房(6),朋友、先生、书里、学生、研究
张作锦,媒体 / 编辑 / 公共论战,媒体,96,4,4,1,3,李敖秘密书房(4),一起、主席、先生、学生、夫人、朋友、国民党
杜鲁门,政治人物 / 历史类比引用 / 神交引用,政治人物,96,3,3,1,2,李敖秘密书房(3),总统、像、晤、访问、政府
申佩芬,师生 / 同学 / 亲属 / 创作资料协助,师生,96,3,3,1,1,李敖秘密书房(3),女士、老师、同学、爸爸、妈妈、太太、哲学、教书
朱惠良,政治人物 / 通信 / 选举助选 / 公共论战,政治人物,95,78,78,1,4,李敖秘密书房(78),像、研究、见、老师、儿子、出版、政治、法院
吴兆南,神交引用,待复核,95,59,16,1,2,李敖秘密书房(59),像、见、问我、学生、电视、同学、妈妈、广播
于白侬,监狱行政 / 神交引用 / 师生,待复核,95,48,29,1,1,李敖秘密书房(48),像、监狱、见、读、老师、母亲、见面、妻
李庆安,政治人物 / 公共论战,政治人物,95,48,48,1,4,李敖秘密书房(48),国民党、像、朋友、民进党、见、选举、政治、请他
苏伟贞,神交引用,待复核,95,38,24,1,1,李敖秘密书房(38),像、研究、文学、见、攻击、政府、作品、总统
刘义钧,政治人物 / 学术 / 公共论战 / 师生,政治人物,95,37,31,1,2,李敖秘密书房(37),政治、像、总统、研究、部长、教授、选举、国民党
时候看,神交引用 / 公共论战 / 师生,待复核,95,27,16,1,23,李敖秘密书房(27),像、老师、国民党、学生、朋友、杂志、见、批评
能看到,神交引用 / 亲属 / 公共论战 / 师生,待复核,95,21,14,1,16,李敖秘密书房(21),像、政治、教授、书里、出版社、出版、文学、关怀
常重要,神交引用 / 媒体 / 公共论战,待复核,95,19,12,1,16,李敖秘密书房(19),像、所谓、节目、民进党、读、法官、主编、杂志
王永庆,财产债务 / 财产信托 / 通信 / 公共论战,财产债务,95,19,19,1,6,李敖秘密书房(19),县长、像、政府
郑南榕,烈士殉难 / 媒体 / 政治异议者 / 公共论战 / 朋友 / 见面 / 通信,烈士殉难,95,19,19,1,6,李敖秘密书房(19),台独、朋友、杂志、国民党、女儿、宣传、主义、像
陈诚,政治人物 / 军事人物 / 创作资料协助 / 历史类比引用,政治人物,95,18,18,1,3,李敖秘密书房(18),党部、委员、爸爸、共产党、一起、秘书、党务、读
刘志成,师生 / 见面,待复核,95,17,8,1,1,李敖秘密书房(17),老师、教授、像、见、碰到、报导、哲学、女儿
魏廷朝,朋友 / 创作资料协助 / 政治异议者 / 公共论战,朋友,95,16,16,1,6,李敖秘密书房(16),爸爸、像、朋友、刑求、政府、政治、弟弟、委员
王国维,学术 / 诗文出处 / 神交引用,学术,95,15,15,1,1,李敖秘密书房(15),学者、研究、教书、国民党、共产党、朋友、像、政府
台币,神交引用 / 学术,待复核,95,14,10,1,8,李敖秘密书房(14),像、研究、中央研究院、县长、共产党、学者、发行、老师
林益民,师生 / 学术,师生,95,14,9,1,1,李敖秘密书房(14),教授、大学、认识、朋友、批评、像、所谓、总统
罗文嘉,政治人物 / 见面 / 公共论战,政治人物,95,14,14,1,5,李敖秘密书房(14),台大、政府、一起、朋友、节目、像、见、认识
苏秋镇,政治人物 / 政治异议者 / 公共论战 / 见面,政治人物,95,13,13,1,5,李敖秘密书房(13),报纸、朋友、民进党、像、一起、政治、历史上、请他
蒋梦麟,学术 / 政治人物 / 见面 / 公共论战,学术,95,13,13,1,1,李敖秘密书房(13),大学、父亲、老师、北大、代理、学生、同学、委员
谢雪红,政治异议者 / 被害人 / 历史类比引用 / 公共论战,政治异议者,95,13,13,1,3,李敖秘密书房(13),传记、共产党、一起、碰到、朋友、像、政治、见
顾颉刚,学术 / 编辑 / 出版 / 历史类比引用 / 神交引用,学术,95,13,13,1,1,李敖秘密书房(13),研究、读、学生、夫人、古代、同学、出版社、出版
侯冠群,神交引用,神交引用,95,12,9,1,3,李敖秘密书房(12),像、一起、节目、学生、研究、政府
吴健雄,神交引用 / 科学家,神交引用,95,11,11,1,2,李敖秘密书房(11),同学、像、夫人、学生、律师、总统、宣传、博士
尤清,公职人员 / 政治人物 / 律师代理 / 政治异议者 / 人权救援 / 公共论战,公职人员,95,11,11,1,6,李敖秘密书房(11),律师、像、民进党、政治、哥哥、所谓、认识、总统
干嘛,见面,待复核,95,11,5,1,9,李敖秘密书房(11),记者、陪我、老师、学生、跟我说、节目、见、巴掌
张学良,军事人物 / 政治人物 / 公共论战 / 创作资料协助 / 历史类比引用,军事人物,95,11,11,1,6,李敖秘密书房(11),像、爸爸、一起、研究、杂志、读、老师、学者
钱穆,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,95,11,11,1,4,李敖秘密书房(11),学者、史学、见、写信、同学、儿子、认识、研究
司法组,学术 / 律师代理,学术,95,10,10,1,4,李敖秘密书房(10),台大、大学、院长、法院、妹妹、律师、辩护、像
杜正胜,政治人物 / 学术 / 见面,政治人物,95,10,10,1,4,李敖秘密书房(10),研究、中央研究院、所长、像、认识、学术、一起、委员
萧万长,政治人物 / 公共论战,政治人物,95,10,10,1,9,李敖秘密书房(10),像、总统、政治、院长、政府、国民党、党部、部长
陈弘元,亲属 / 诉讼 / 司法人员,亲属,95,10,10,1,2,李敖秘密书房(10),记者、儿子、法院、证人、法官、女儿、太太、院长
高德明,见面,见面,95,10,7,1,3,李敖秘密书房(10),见、儿子、朋友、说过
何秀子,社会案件 / 诉讼 / 公共论战,社会案件,95,9,9,1,2,李敖秘密书房(9),同学、像、主义、编辑、姐姐、批评
关中,政治人物 / 党务宣传 / 选举助选,政治人物,95,9,9,1,4,李敖秘密书房(9),爸爸、妈妈、读、像、见、一起、研究、朋友
家好,师生 / 见面,师生,95,9,9,1,9,李敖秘密书房(9),老师、朋友、见、法官、见面、认识、总统、所谓
程国强,亲属 / 学术 / 创作资料协助,亲属,95,9,9,1,6,李敖秘密书房(9),像、总统、主义、朋友、学者、找他、老师、学生
陈衡哲,诗文出处 / 学术 / 公共论战 / 历史类比引用,诗文出处,95,9,9,1,1,李敖秘密书房(9),朋友、妈妈、学生、太太、妻、嫁给、杂志、同仁
公开讲,学术,待复核,95,8,6,1,7,李敖秘密书房(8),研究、像、将军、古人、共产党、见、朋友、中央研究院
孟祥柯,朋友 / 见面 / 创作资料协助 / 媒体,朋友,95,8,8,1,3,李敖秘密书房(8),一起、妈妈、跟我说、节目、刑求、监狱、离婚
曾经写,学术,学术,95,8,7,1,8,李敖秘密书房(8),学者、主义、大学、国民党、朋友、告诉我、母亲、妈妈
通警察,情治警务,情治警务,95,8,8,1,2,李敖秘密书房(8),警察、批评、朋友
邱义仁,政治人物 / 政治异议者 / 公共论战 / 见面,政治人物,95,8,8,1,4,李敖秘密书房(8),民进党、秘书、像、立委、院长、读、国民党
金惟纯,朋友 / 见面,朋友,95,8,7,1,3,李敖秘密书房(8),思想、读、大学、朋友、见、政府、杂志、文星
余光中,学术 / 出版 / 见面 / 通信 / 朋友 / 公共论战 / 学术考证引用,学术,95,7,7,1,5,李敖秘密书房(7),诗、文学、杂志、报纸、朋友、出版、文星、写信
明明知,神交引用,神交引用,95,7,6,1,6,李敖秘密书房(7),诗、见、像、朋友、学生、部长、国民党、政治
都好,司法人员 / 姻亲,司法人员,95,7,6,1,6,李敖秘密书房(7),法官、嫁给、认识、父亲、母亲、家里、见、部长
公权力,见面,见面,95,6,5,1,2,李敖秘密书房(6),见、法院、像、政府、民进党
广播电,媒体 / 亲属,媒体,95,6,6,1,4,李敖秘密书房(6),广播、电视、爸爸、妈妈、访问、问我、报纸、政府
林洋港,司法人员 / 公职人员 / 政治人物 / 诉讼 / 公共论战,司法人员,95,6,6,1,3,李敖秘密书房(6),民进党、总统、见、主席、律师、国民党、选举、所谓
欧巴桑,亲属 / 神交引用,亲属,95,6,6,1,4,李敖秘密书房(6),家里、文学、像、见、太太
欧美所,学术行政 / 监狱行政,学术行政,95,6,6,1,3,李敖秘密书房(6),事务、所长、研究、中央研究院、书里、本院、院长、秘书
福特,政治人物 / 主剧情人物 / 小说剧本人物 / 历史类比引用 / 神交引用,政治人物,95,6,6,1,3,李敖秘密书房(6),总统、像、一起、思想、碰到、古代、主义
连方瑀,公共论战 / 亲属,公共论战,95,6,6,1,3,李敖秘密书房(6),告诉我、像、请他、家里、夫人、警察、保防、太太
常德街,学术 / 师生,学术,95,5,5,1,1,李敖秘密书房(5),台大、朋友、教授、像
李焕,政治人物 / 党务宣传 / 公共论战,政治人物,95,5,5,1,5,李敖秘密书房(5),国民党、警察、院长、作品、告诉我、儿子、秘书、党部
葛玛兰,学术 / 朋友,学术,95,5,5,1,1,李敖秘密书房(5),研究、学者、朋友、告诉我
陈万水,亲属 / 财产债务 / 公共论战,亲属,95,5,5,1,1,李敖秘密书房(5),太太、家里、政治、碰到
陈周淑,亲属,亲属,95,5,5,1,2,李敖秘密书房(5),女儿、太太、院长、结婚、爸爸、儿子、检察官、起诉
鲁宾斯,亲属,亲属,95,5,5,1,1,李敖秘密书房(5),儿子、碰到、太太、见
余纪忠,媒体 / 出版 / 见面 / 朋友 / 诉讼 / 公共论战,媒体,95,4,4,1,4,李敖秘密书房(4),先生、文学、见、巴掌、中将、读、像
林长民,政治人物 / 学术 / 公职人员 / 历史类比引用,政治人物,95,4,4,1,1,李敖秘密书房(4),情书、像、父亲、读、爸爸
陈建忠,亲属,亲属,95,4,4,1,2,李敖秘密书房(4),儿子、女儿、检察官、法院
刘备,政治人物 / 军事人物 / 历史类比引用 / 公共论战,政治人物,94,13,13,1,3,李敖秘密书房(13),像、主义、所谓
张荣发,财产债务 / 创作资料协助 / 公共论战,财产债务,94,7,7,1,4,李敖秘密书房(7),助理、律师、委员
邵尧夫,朋友 / 亲属,朋友,94,6,5,1,1,李敖秘密书房(6),朋友、父亲、告诉我
霍普金,师生,师生,94,5,4,1,1,李敖秘密书房(5),助理、总统、书里、朋友
华西街,财产债务,财产债务,94,4,4,1,2,李敖秘密书房(4),土地、教授、法官、总统
古瑞云,政治异议者 / 被害人 / 证人见证 / 历史类比引用,政治异议者,94,4,4,1,2,李敖秘密书房(4),见、一起、朋友、见到、先生、访问、政治
权东路,姻亲,姻亲,94,4,4,1,1,李敖秘密书房(4),太太、法官
黄宗宏,姻亲 / 司法人员,姻亲,94,4,4,1,1,李敖秘密书房(4),法官、太太
张光锦,同学 / 军事人物 / 朋友 / 见面,同学,94,3,3,1,2,李敖秘密书房(3),朋友、中将、认识、母亲、大学、像
能掌握,神交引用,神交引用,93,9,6,1,9,李敖秘密书房(9),像、总统、读、研究、访问、问我、报导
方式来,政治人物,政治人物,93,7,5,1,7,李敖秘密书房(7),所谓、选举、政府、认识、一起、导演、像、主席
吴伯雄,公职人员 / 政治人物 / 通信 / 公共论战,公职人员,93,6,6,1,4,李敖秘密书房(6),院长、委员、先生
王香禅,见面 / 神交引用,见面,93,6,6,1,1,李敖秘密书房(6),诗、认识、像、朋友、论文、文学
柴米油,亲属,亲属,93,4,4,1,4,李敖秘密书房(4),妈妈、学者、部长、认识、爸爸
荀子,学术 / 诗文出处 / 历史类比引用 / 神交引用,学术,93,3,3,1,2,李敖秘密书房(3),杂志、书里、主义
林正杰,政治人物 / 媒体 / 公共论战 / 通信 / 情感,政治人物,92,5,5,1,2,李敖秘密书房(5),法庭、一起、共产党、像
牛顿,科学家 / 历史类比引用 / 神交引用,科学家,92,3,3,1,2,李敖秘密书房(3),儿子
光绪,政治人物 / 历史类比引用 / 神交引用,政治人物,91,9,9,1,3,李敖秘密书房(9),历史上、所谓、政治、一起
泰戈尔,诗文出处 / 历史类比引用 / 神交引用,诗文出处,91,7,7,1,3,李敖秘密书房(7),诗、文学、告诉我、父亲、大学、像
公司来,政治人物,政治人物,91,5,4,1,4,李敖秘密书房(5),像、总统、电视、报纸、朋友、夫人
马特拉,政治人物,政治人物,91,5,3,1,1,李敖秘密书房(5),选举
张昭雄,政治人物 / 公共论战,政治人物,90,6,6,1,4,李敖秘密书房(6),节目、总统、国民党、民进党、主席
马哥说,政治人物,政治人物,90,6,4,1,3,李敖秘密书房(6),委员、国民党、市长、见、总统
佘法师,主剧情人物 / 小说剧本人物 / 宗教人物 / 见面,主剧情人物,90,5,5,1,3,李敖秘密书房(5),古代、像、认识、哥哥、见、教授、将军、说过
曹诚英,媒体,媒体,90,5,4,1,1,李敖秘密书房(5),节目、一起、朋友
辜振甫,政治人物 / 财产债务 / 财产信托 / 公共论战 / 通信,政治人物,90,5,5,1,5,李敖秘密书房(5),像、爸爸、财产、夫人、诗
平权,师生,师生,90,2,2,1,1,李敖秘密书房(2),老师、朋友、像
徐宗懋,媒体 / 创作资料协助 / 见面 / 诗文出处 / 历史类比引用,媒体,89,96,96,1,2,李敖秘密书房(96),像、宣传、见、政府、所谓、研究、读、主义
徐渊涛,公职人员 / 创作资料协助 / 证人见证 / 见面 / 公共论战,公职人员,89,78,78,1,1,李敖秘密书房(78),共产党、父亲、像、主席、见、大学、朋友、访谈
黄玉娇,政治人物 / 政治异议者 / 公职人员 / 公共论战 / 选举助选 / 见面,政治人物,89,37,37,1,2,李敖秘密书房(37),政治、主席、国民党、像、妈妈、电话、朋友、一起
赖士葆,政治人物 / 学术 / 财产债务 / 见面 / 公共论战,政治人物,89,30,30,1,1,李敖秘密书房(30),政府、像、法院、序、总统、委员、国民党、立委
柏杨,诗文出处 / 政治异议者 / 人权救援 / 公共论战 / 出版,诗文出处,89,28,28,1,6,李敖秘密书房(28),国民党、读、像、所谓、哲学、著作、一起、出版社
刘宜良,媒体 / 出版 / 烈士殉难 / 政治异议者 / 历史类比引用,媒体,89,22,22,1,6,李敖秘密书房(22),母亲、像、研究、写信、朋友、告诉我、妈妈、老师
钱玄同,学术 / 出版 / 神交引用,学术,89,14,14,1,2,李敖秘密书房(14),大学、像、学生、学者、古代、朋友、诗、弟弟
陈仪,政治人物 / 军事人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,89,14,14,1,3,李敖秘密书房(14),国民党、党部、哥哥、政治、拜访、法庭、秘书、政府
李鸿禧,学术 / 选举助选 / 公共论战,学术,89,12,12,1,4,李敖秘密书房(12),台大、教授、政治、一起、所谓、学生、同学、学者
郑孝胥,政治人物 / 文艺音乐 / 公共论战 / 神交引用,政治人物,89,12,12,1,2,李敖秘密书房(12),诗、政府、一起、爸爸、出版、共产党、书里、思想
黎元洪,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,89,12,12,1,1,李敖秘密书房(12),总统、一起、将军、司令、军长、师长、政府
张作霖,军事人物 / 政治人物 / 公职人员 / 历史类比引用,军事人物,89,11,11,1,4,李敖秘密书房(11),像、政府、共产党、老师、爸爸、读、管理员、所谓
王晓波,学术 / 政治异议者 / 公共论战,学术,89,11,11,1,2,李敖秘密书房(11),像、思想、政治、论战、主编、杂志、文星、所谓
乾隆,历史类比引用 / 政治人物 / 神交引用,历史类比引用,89,10,10,1,7,李敖秘密书房(10),序、所谓、研究、像、碰到、历史上
李世民,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,89,10,10,1,3,李敖秘密书房(10),陪他、古代、序、所谓、书里、像、将军
胡志强,学术 / 政治人物 / 公共论战,学术,89,10,10,1,2,李敖秘密书房(10),国民党、政治、像、市长、大学、部长、电视、选举
周公,政治人物 / 学术 / 历史类比引用 / 神交引用,政治人物,89,9,9,1,1,李敖秘密书房(9),弟弟、古人、诗、儿子
李政道,科学家 / 学术 / 历史类比引用 / 公共论战,科学家,89,9,9,1,5,李敖秘密书房(9),学生、学术、研究、院长、中央研究院、像、老师、夫人
胡祖望,出版 / 创作资料协助,出版,89,9,9,1,2,李敖秘密书房(9),儿子、家里、诗、姐姐、母亲、结婚、离婚
刘邦,历史类比引用 / 政治人物 / 军事人物 / 神交引用,历史类比引用,89,8,8,1,3,李敖秘密书房(8),政府、见、像、民进党
吴佩孚,军事人物 / 政治人物 / 历史类比引用,军事人物,89,8,8,1,2,李敖秘密书房(8),见、读、宣传、政府、认识、研究、像
段祺瑞,政治人物 / 军事人物 / 公共论战 / 神交引用,政治人物,89,8,8,1,2,李敖秘密书房(8),像、老师、国民党、读、见
董必武,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,89,8,8,1,1,李敖秘密书房(8),共产党、大学、研究、学术、一起、教授
唐僧,宗教人物 / 历史类比引用 / 虚拟人物 / 神交引用,宗教人物,89,7,7,1,2,李敖秘密书房(7),像、古代、读、节目
富兰克林,政治人物 / 诗文出处 / 历史类比引用 / 神交引用,政治人物,89,7,7,1,3,李敖秘密书房(7),见、家里、认识、电视、读
李镇源,科学家 / 医疗照护 / 学术 / 人权救援 / 公共论战,科学家,89,7,7,1,3,李敖秘密书房(7),国民党、民进党、总统、台独、节目、选举、所谓
杨振宁,科学家 / 历史类比引用 / 神交引用,科学家,89,7,7,1,5,李敖秘密书房(7),学生、研究、院长、学术、中央研究院、像、老师、博士
苏轼,诗文出处 / 学术 / 历史类比引用 / 神交引用,诗文出处,89,7,7,1,2,李敖秘密书房(7),诗、朋友、一起
周作人,学术 / 诗文出处 / 师生 / 历史类比引用 / 神交引用,学术,89,6,6,1,2,李敖秘密书房(6),弟弟、像、哥哥、学生、政治、杂志、思想、主义
戈尔巴乔夫,政治人物 / 公共论战 / 历史类比引用,政治人物,89,6,6,1,2,李敖秘密书房(6),朋友、家里、所谓、读、见、警察
许历农,军事人物 / 党务宣传 / 政治人物 / 见面 / 公共论战,军事人物,89,6,6,1,3,李敖秘密书房(6),朋友、国民党、像、财产、选举
邵玉铭,出版管制 / 媒体 / 公职人员 / 政治人物 / 公共论战,出版管制,89,6,6,1,2,李敖秘密书房(6),电视、选举、导演、国民党、政治、朋友、借钱
孙武,军事人物 / 历史类比引用 / 神交引用,军事人物,89,5,5,1,1,李敖秘密书房(5),论文、学术、古代、老师、书里、学者、史学
孙膑,军事人物 / 历史类比引用 / 神交引用,军事人物,89,5,5,1,1,李敖秘密书房(5),论文、学术、书里、古代、学者、史学
居里夫人,科学家 / 神交引用,科学家,89,5,5,1,2,李敖秘密书房(5),夫人、像、律师
张奚若,学术 / 创作资料协助 / 历史类比引用,学术,89,5,5,1,1,李敖秘密书房(5),朋友、儿子、思想、见、所谓、共产党、老师、一起
方豪,师生 / 学术 / 宗教人物 / 通信 / 创作资料协助,师生,89,5,5,1,3,李敖秘密书房(5),老师、研究、博士、台大、国民党、查禁、见、一起
江青,政治人物 / 公共论战 / 历史类比引用 / 神交引用,政治人物,89,5,5,1,2,李敖秘密书房(5),太太、认识、嫁给
王令麟,媒体 / 公共论战,媒体,89,5,5,1,4,李敖秘密书房(5),像、儿子、法院、法庭、财产
蒋芸,文艺音乐 / 创作资料协助 / 公共论战,文艺音乐,89,5,5,1,2,李敖秘密书房(5),母亲、朋友、妈妈、告诉我、认识、杂志
魏建功,学术 / 诗文出处 / 历史类比引用,学术,89,5,5,1,1,李敖秘密书房(5),父亲、同班、爸爸、诗、学生、师生
黄大洲,公职人员 / 政治人物 / 公共论战,公职人员,89,5,5,1,5,李敖秘密书房(5),市长、选举、所谓、碰到、政治、见、经费
张立纲,学术 / 同学,学术,89,4,4,1,1,李敖秘密书房(4),弟弟、姐姐、研究、中央研究院、哥哥、结婚
胡林翼,政治人物 / 军事人物 / 学术 / 神交引用,政治人物,89,3,3,1,1,李敖秘密书房(3),将军、历史上、像
胡颂平,学术 / 学术行政 / 出版 / 公共论战,学术,89,3,3,1,2,李敖秘密书房(3),秘书、先生、朋友、见、研究、中央研究院、院长
桑塔亚纳,诗文出处 / 学术 / 历史类比引用 / 神交引用,诗文出处,88,5,5,1,3,李敖秘密书房(5),哲学、像、文学、大学、出版、教授、著作
许国泰,政治人物 / 政治异议者 / 出版 / 人权救援 / 社会案件 / 通信 / 公共论战,政治人物,88,5,5,1,1,李敖秘密书房(5),弟弟、委员、政治、到我家、家里
国承认,政治人物,政治人物,88,4,4,1,3,李敖秘密书房(4),总统、政府、像、政治
张德铭,政治人物 / 政治异议者 / 选举助选 / 公共论战,政治人物,88,4,4,1,2,李敖秘密书房(4),弟弟、委员、朋友、律师
相关性,神交引用,神交引用,88,4,4,1,2,李敖秘密书房(4),像、书里、学生、所谓
许广平,情感 / 诗文出处 / 历史类比引用 / 神交引用,情感,88,4,4,1,1,李敖秘密书房(4),太太、师生、结婚、学生、恋爱、儿子、研究、共产党
哈定,政治人物 / 历史类比引用 / 神交引用,政治人物,88,3,3,1,2,李敖秘密书房(3),总统
王国璎,学术 / 通信 / 公共论战,学术,88,3,3,1,1,李敖秘密书房(3),教授、大学、文学、台大
萧同兹,出版 / 出版管制 / 政治人物 / 历史类比引用,出版,88,3,3,1,3,李敖秘密书房(3),爸爸、文星、先生、序、部长、国民党、批评、财产
蒋光超,媒体 / 证人见证 / 诉讼 / 见面,媒体,88,3,3,1,1,李敖秘密书房(3),法官、法院、认识
关公,军事人物 / 宗教人物 / 历史类比引用 / 公共论战,军事人物,87,8,8,1,5,李敖秘密书房(8),朋友、见、作品、节目、所谓、像
陈定南,政治人物 / 公职人员 / 公共论战,政治人物,87,5,5,1,3,李敖秘密书房(5),节目、电视、国民党、台独、采访、法官、像、先生
陈立夫,政治人物 / 党务宣传 / 出版 / 公职人员 / 选举助选 / 出版管制 / 公共论战 / 历史类比引用,政治人物,87,4,4,1,2,李敖秘密书房(4),国民党、党部、批评、哥哥、政治、秘书、选举、到我家
叶腾瑞,司法人员,司法人员,87,2,2,1,1,李敖秘密书房(2),法官、检察官、像
白贼七,媒体,媒体,87,2,2,1,1,李敖秘密书房(2),朋友、节目、委员
马克·吐温,诗文出处 / 历史类比引用 / 神交引用,诗文出处,86,9,9,1,4,李敖秘密书房(9),文学、像、还钱、请他、电话
朱元璋,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,86,8,8,1,5,李敖秘密书房(8),像、一起、家里、将军
张自忠,军事人物 / 烈士殉难 / 历史类比引用,军事人物,86,6,6,1,1,李敖秘密书房(6),将军、见、像、思想
马科斯,政治人物 / 公共论战,政治人物,86,6,6,1,2,李敖秘密书房(6),政府、报纸、市长、查禁、总统、财产、像
熊十力,学术 / 神交引用,学术,86,5,5,1,2,李敖秘密书房(5),大学、教授、研究、共产党
阎锡山,军事人物 / 政治人物 / 历史类比引用,军事人物,86,5,5,1,3,李敖秘密书房(5),认识、一起、爸爸、批评、主义、像
卜少夫,政治人物 / 公共论战 / 见面,政治人物,86,4,4,1,1,李敖秘密书房(4),特务、国民党、出版社、出版、见、朋友、批评、所谓
庄士敦,诗文出处 / 学术 / 历史类比引用 / 神交引用,诗文出处,86,4,4,1,1,李敖秘密书房(4),认识、老师、交情、一起、朋友、政府
那李远,神交引用,神交引用,86,4,4,1,2,李敖秘密书房(4),爸爸、法院、总统、选举、民进党、像、主义、读
黄文壹,亲属,亲属,86,3,3,1,2,李敖秘密书房(3),父亲、太太、岳母、院长、儿子、女儿、秘书、土地
洪秀全,政治人物 / 宗教人物 / 神交引用,政治人物,85,6,6,1,2,李敖秘密书房(6),像、弟弟、所谓、研究、儿子
大禹,政治人物 / 历史类比引用 / 神交引用,政治人物,85,5,5,1,1,李敖秘密书房(5),学者、研究、告诉我
周玉蔻,媒体 / 见面 / 公共论战,媒体,85,4,4,1,3,李敖秘密书房(4),像、节目、电视、政府、查禁
施启扬,司法人员 / 政治人物 / 同学 / 通信 / 公共论战,司法人员,85,4,4,1,2,李敖秘密书房(4),同学、国民党、院长、法院、像、杂志、政府、查禁
那种像,神交引用,神交引用,85,4,4,1,4,李敖秘密书房(4),像、老师、研究
蒋百里,军事人物 / 诗文出处 / 历史类比引用,军事人物,85,3,3,1,2,李敖秘密书房(3),认识、国民党、批评、将军
钱思亮,学术 / 学术行政 / 公共论战,学术,85,3,3,1,1,李敖秘密书房(3),请我、爸爸、家里、大学、国民党、见、见面、学生
格林,诗文出处 / 历史类比引用 / 神交引用,诗文出处,84,8,8,1,1,李敖秘密书房(8),像、母亲、文学、所谓
张惠妹,文艺音乐 / 媒体 / 公共论战,文艺音乐,84,7,7,1,4,李敖秘密书房(7),朋友、博士、诗、教授、像
张飞,军事人物 / 历史类比引用 / 公共论战,军事人物,84,7,7,1,4,李敖秘密书房(7),老师、像、委员
沈葆桢,政治人物 / 军事人物 / 历史类比引用 / 神交引用,政治人物,84,7,7,1,1,李敖秘密书房(7),政府、大学、像
严复,学术 / 神交引用,学术,84,4,4,1,2,李敖秘密书房(4),夫人、总统、像、诗
于右任,政治人物 / 公职人员 / 选举助选 / 公共论战 / 历史类比引用,政治人物,84,4,4,1,4,李敖秘密书房(4),家里、院长、国民党、认识、一起、像、古代、儿子
巴顿,军事人物 / 神交引用,军事人物,84,4,4,1,2,李敖秘密书房(4),将军、像、研究、古人
赖东明,媒体 / 见面,媒体,84,4,4,1,1,李敖秘密书房(4),同学
陈耀昌,医疗照护 / 学术 / 政治人物,医疗照护,84,4,4,1,2,李敖秘密书房(4),台大、大学、文学、民进党
